iso3c,production,reported_by_fao,year,nutrient,nearest,country_application,method,gapfilled
COK,0,Yes,2011,N,COK,7,none,0
COM,0,No,2011,N,7,7,nearest use,1
CPV,0,No,2011,N,7,7,nearest use,1
CUW,0,No,2011,N,7,7,nearest use,1
FLK,0,No,2011,N,7,7,nearest use,1
FRO,0,No,2011,N,7,5.789,nearest use,1
GIB,0,No,2011,N,7,5.789,nearest use,1
GRL,0,No,2011,N,7,7,nearest use,1
IMN,0,No,2011,N,7,7,nearest use,1
IOT,0,No,2011,N,7,7,nearest use,1
LIE,0,No,2011,N,7,7,nearest use,1
MAC,0,No,2011,N,7,6.86,nearest use,1
MAF,0,No,2011,N,7,7,nearest use,1
MCO,0,No,2011,N,7,7,nearest use,1
MDV,0,Yes,2011,N,MDV,70,none,0
MHL,0,No,2011,N,7,7,nearest use,1
MNP,0,No,2011,N,7,7,nearest use,1
MYT,0,No,2011,N,7,7,nearest use,1
NFK,0,No,2011,N,7,7,nearest use,1
NRU,0,Yes,2011,N,NRU,NA,none,0
PCN,0,No,2011,N,7,7,nearest use,1
PLW,0,No,2011,N,7,7,nearest use,1
REU,0,No,2011,N,7,7,nearest use,1
SHN,0,No,2011,N,7,7,nearest use,1
SJM,0,No,2011,N,7,5.789,nearest use,1
SMR,0,No,2011,N,7,7,nearest use,1
SPM,0,No,2011,N,7,7,nearest use,1
SXM,0,No,2011,N,7,7,nearest use,1
TCA,0,No,2011,N,7,7,nearest use,1
TKL,0,No,2011,N,7,7,nearest use,1
TUV,0,No,2011,N,7,7,nearest use,1
VIR,0,No,2011,N,7,7,nearest use,1
WSM,0,Yes,2011,N,WSM,4,none,0
CHN,2267414909.013471,Yes,2012,N,CHN,30019458.2058,none,0
USA,1685696968.1634908,Yes,2012,N,USA,10864933.93339,none,0
IND,1298334009.3600392,Yes,2012,N,IND,16820900,none,0
RUS,393538249.3994526,Yes,2012,N,RUS,1103103.65,none,0
DEU,370973013.91670436,Yes,2012,N,DEU,1363580.756,none,0
IDN,342701278.9558128,Yes,2012,N,IDN,2947039.61,none,0
FRA,331406239.8252842,Yes,2012,N,FRA,1674616.283,none,0
PAK,305394562.04671705,Yes,2012,N,PAK,2850771,none,0
AUS,294279917.9619316,Yes,2012,N,AUS,1044759.903,none,0
EGY,276096501.37281895,Yes,2012,N,EGY,1086800,none,0
BRA,265053819.25387812,Yes,2012,N,BRA,3386950.2954,none,0
THA,250650979.07415372,Yes,2012,N,THA,1619915.2,none,0
MEX,244714768.83693212,Yes,2012,N,MEX,1439333.24,none,0
CAN,213816256.9340958,Yes,2012,N,CAN,2720810.9136,none,0
ARG,200824807.52287441,Yes,2012,N,ARG,690796.6,none,0
VNM,175531253.24923196,Yes,2012,N,VNM,1185980.17,none,0
UKR,169486497.68667194,Yes,2012,N,UKR,911498,none,0
IRN,129910329.12320079,Yes,2012,N,IRN,632793.408,none,0
ITA,127819881.1273082,Yes,2012,N,ITA,488757,none,0
ESP,124586547.10772365,Yes,2012,N,ESP,697500.0700000001,none,0
PHL,122448932.7718554,Yes,2012,N,PHL,470000,none,0
BGD,117668736.34127656,Yes,2012,N,BGD,1129780,none,0
MYS,113914676.43505079,Yes,2012,N,MYS,720551.01,none,0
GBR,109019734.02652495,Yes,2012,N,GBR,827000,none,0
POL,107416258.81941463,Yes,2012,N,POL,975115.7,none,0
JPN,100319549.95629139,Yes,2012,N,JPN,354620,none,0
COL,79846359.37517765,Yes,2012,N,COL,421988.8,none,0
TUR,76049183.09535167,Yes,2012,N,TUR,1431615,none,0
NLD,70788056.33485001,Yes,2012,N,NLD,191037,none,0
ROU,67355533.9592786,Yes,2012,N,ROU,239799.401,none,0
UZB,66272017.93972518,Yes,2012,N,UZB,621676.72,none,0
GTM,56733102.49160689,Yes,2012,N,GTM,185574.05,none,0
ZAF,56112834.05497494,Yes,2012,N,ZAF,402050,none,0
PER,51883022.74158923,Yes,2012,N,PER,266346.46,none,0
MMR,47367605.74191096,Yes,2012,N,MMR,131001.52,none,0
BLR,47182114.28745654,Yes,2012,N,BLR,511050.519,none,0
DNK,44849307.75908263,Yes,2012,N,DNK,156303,none,0
MAR,44230673.90954738,Yes,2012,N,MAR,185385,none,0
PRY,40807672.72664807,Yes,2012,N,PRY,97575.82,none,0
BEL,37881620.430979386,Yes,2012,N,BEL,136723.775,none,0
SWE,37143224.497521594,Yes,2012,N,SWE,122476.219,none,0
ECU,36358870.95008872,Yes,2012,N,ECU,172934.27,none,0
CHL,35358705.215926774,Yes,2012,N,CHL,218722.4,none,0
HUN,33193416.77833699,Yes,2012,N,HUN,258801.38,none,0
KOR,33154489.12534804,Yes,2012,N,KOR,232058.94,none,0
DZA,32143603.141003493,Yes,2012,N,DZA,72600,none,0
GRC,31918293.246788524,Yes,2012,N,GRC,145552,none,0
KAZ,29929723.955679696,Yes,2012,N,KAZ,105264,none,0
CZE,29788124.38627481,Yes,2012,N,CZE,280894.685,none,0
PRT,28506095.278970405,Yes,2012,N,PRT,88376.528,none,0
NPL,26876323.37709631,Yes,2012,N,NPL,45950,none,0
CUB,26294904.08919849,Yes,2012,N,CUB,59659.05,none,0
GHA,24756986.966226343,Yes,2012,N,GHA,42320,none,0
SRB,22487966.389169283,Yes,2012,N,SRB,339585.422052672,none,0
NGA,22359247.217234705,Yes,2012,N,NGA,192598.73,none,0
ETH,22181941.102866244,Yes,2012,N,ETH,248889.84,none,0
LVA,20371689.546484135,Yes,2012,N,LVA,53923.708,none,0
SDN,19222229.623063345,Yes,2012,N,SDN,28719.38,none,0
TZA,19013640.007680494,Yes,2012,N,TZA,56531,none,0
AUT,18718651.40663913,Yes,2012,N,AUT,80815.26699999999,none,0
NIC,17610256.38688291,Yes,2012,N,NIC,65379,none,0
PRK,17014139.914172295,No,2012,N,65379,65379,nearest use,1
VEN,15907817.17073627,Yes,2012,N,VEN,255442,none,0
TWN,15451483.585332446,Yes,2012,N,TWN,166808.97,none,0
AZE,14907447.192262892,Yes,2012,N,AZE,27541.31,none,0
CHE,14525092.945975028,Yes,2012,N,CHE,39348.52,none,0
FIN,14055662.784255108,Yes,2012,N,FIN,114870.3,none,0
NZL,13942387.220853884,Yes,2012,N,NZL,37389,none,0
KGZ,13692151.529250788,Yes,2012,N,KGZ,26908,none,0
CMR,13637400.23891997,Yes,2012,N,CMR,28128.81,none,0
KHM,13595715.82186319,Yes,2012,N,KHM,54838.43,none,0
CIV,12955457.408819854,Yes,2012,N,CIV,32530.85,none,0
HND,12780212.949240863,Yes,2012,N,HND,75417.43,none,0
SAU,12683449.049103377,Yes,2012,N,SAU,206000,none,0
MLI,12463161.338653237,Yes,2012,N,MLI,59184.15,none,0
LTU,12354101.599334715,Yes,2012,N,LTU,126531,none,0
TUN,12035264.377723213,Yes,2012,N,TUN,85000,none,0
MDG,11867310.836907458,Yes,2012,N,MDG,16838.84,none,0
LAO,11740312.049463883,No,2012,N,16838.84,16838.84,nearest use,1
AGO,11316164.06115643,Yes,2012,N,AGO,19423.09,none,0
SVK,11271125.355770351,Yes,2012,N,SVK,93931.487,none,0
LKA,11254375.594190333,Yes,2012,N,LKA,164271.63,none,0
AFG,11103174.046912694,Yes,2012,N,AFG,17065.25,none,0
KEN,10772148.531103551,Yes,2012,N,KEN,125243.98,none,0
NOR,10740117.096851815,Yes,2012,N,NOR,94463,none,0
TKM,10726360.416745638,No,2012,N,94463,94463,nearest use,1
SYR,10559246.660225878,Yes,2012,N,SYR,111714.11,none,0
ISR,10317064.779519146,Yes,2012,N,ISR,45100,none,0
DOM,10152260.896133812,Yes,2012,N,DOM,33805,none,0
TJK,9741323.549771942,Yes,2012,N,TJK,6183.61,none,0
YEM,9554599.044593014,Yes,2012,N,YEM,13412.68,none,0
SWZ,9477485.681020593,No,2012,N,13412.68,13412.68,nearest use,1
IRL,9129797.634830145,Yes,2012,N,IRL,291967.38800000004,none,0
MWI,8903642.548293917,Yes,2012,N,MWI,58424.47,none,0
SLV,8782144.894177927,Yes,2012,N,SLV,71085.4,none,0
BOL,8670978.747869343,Yes,2012,N,BOL,19266.6,none,0
MDA,8538527.205399537,Yes,2012,N,MDA,26900,none,0
BGR,7926581.878972925,Yes,2012,N,BGR,202615,none,0
URY,7816526.595472928,Yes,2012,N,URY,217044.45,none,0
EST,7745325.367166781,Yes,2012,N,EST,27272.806,none,0
IRQ,7661246.997111124,Yes,2012,N,IRQ,158685.16,none,0
HRV,7451541.9081978705,Yes,2012,N,HRV,88393.068,none,0
ZMB,7340673.0285031125,Yes,2012,N,ZMB,99337.84,none,0
ZWE,7083056.152574739,Yes,2012,N,ZWE,41000,none,0
CRI,6996794.074496098,Yes,2012,N,CRI,87871.7,none,0
COD,6643288.819602948,Yes,2012,N,COD,3445.28,none,0
BEN,6277503.905782782,Yes,2012,N,BEN,8936.76,none,0
UGA,6191792.702472046,Yes,2012,N,UGA,8048.69,none,0
ALB,6057152.999387405,Yes,2012,N,ALB,34944.13,none,0
MOZ,5544543.034773104,Yes,2012,N,MOZ,23787.89,none,0
NER,5324185.605239309,Yes,2012,N,NER,12812.14,none,0
PNG,5249871.930766702,Yes,2012,N,PNG,16131.69,none,0
ARM,5225264.465244473,Yes,2012,N,ARM,57446.8,none,0
GUY,4954922.981898397,Yes,2012,N,GUY,11312.42,none,0
SEN,4899747.942125075,Yes,2012,N,SEN,19370,none,0
HTI,4721179.39972458,No,2012,N,19370,19370,nearest use,1
BIH,4210665.446934637,Yes,2012,N,BIH,101451.42,none,0
BFA,3923855.232149631,Yes,2012,N,BFA,47525.11,none,0
JOR,3895682.771797947,Yes,2012,N,JOR,10500,none,0
LBN,3502117.49785091,Yes,2012,N,LBN,18649.15,none,0
MUS,3487113.817627549,Yes,2012,N,MUS,10445.51,none,0
ARE,3460651.270073656,Yes,2012,N,ARE,19610,none,0
LBY,3425715.4297097246,Yes,2012,N,LBY,32400,none,0
PAN,3267217.61708053,Yes,2012,N,PAN,22714.27,none,0
BDI,2748742.92866233,Yes,2012,N,BDI,3167.75,none,0
SVN,2525702.7958724904,Yes,2012,N,SVN,21750.1,none,0
RWA,2396067.7596552595,Yes,2012,N,RWA,2306.96,none,0
OMN,2233642.493901007,Yes,2012,N,OMN,10003.25,none,0
GIN,2037378.3660401627,Yes,2012,N,GIN,5378.76,none,0
JAM,1927771.3420681953,Yes,2012,N,JAM,6362,none,0
GEO,1714112.967168633,Yes,2012,N,GEO,17617.5,none,0
MKD,1678187.252377656,Yes,2012,N,MKD,16738.8,none,0
TCD,1631199.0443771405,No,2012,N,16738.8,16738.8,nearest use,1
XKO,1505488.8990551075,Yes,2012,N,XKO,17330.907947328,none,0
LUX,1461422.4844591722,Yes,2012,N,LUX,11309.225,none,0
MNE,1338660.950568848,Yes,2012,N,MNE,1275.63,none,0
TGO,1158866.0873362347,Yes,2012,N,TGO,6860.84,none,0
SOM,1038368.1028475016,No,2012,N,8791,8791,nearest use,1
CYP,1030471.4808870537,Yes,2012,N,CYP,7270.157,none,0
SLE,1028081.6690776274,No,2012,N,8791,8791,nearest use,1
FJI,1011223.8870821148,Yes,2012,N,FJI,3963.5,none,0
SUR,878341.9295825958,Yes,2012,N,SUR,6066.48,none,0
COG,817013.5914447829,Yes,2012,N,COG,681.61,none,0
MNG,708403.239158292,Yes,2012,N,MNG,16935.62,none,0
GNB,582822.1520262472,No,2012,N,1300.34,1300.34,nearest use,1
GAB,472134.8084433824,Yes,2012,N,GAB,1300.34,none,0
MRT,465262.4154650011,No,2012,N,1300.34,1300.34,nearest use,1
LBR,403184.49088207074,No,2012,N,1000,1000,nearest use,1
QAT,368794.1200319603,Yes,2012,N,QAT,1000,none,0
TLS,345131.65923787653,No,2012,N,1500,1500,nearest use,1
KWT,329516.8733068891,Yes,2012,N,KWT,1500,none,0
CAF,311807.46240679733,Yes,2012,N,CAF,226.51,none,0
BTN,211961.66956338336,Yes,2012,N,BTN,776.16,none,0
GMB,164120.41320878267,Yes,2012,N,GMB,453.1,none,0
ERI,157223.43264709655,Yes,2012,N,ERI,617.36,none,0
XMI,147685.73278356518,Yes,2012,N,XMI,0,none,0
SSD,121669.49473145345,No,2012,N,0,0,nearest use,1
CXR,112599.20039215684,No,2012,N,6095.85,6095.85,nearest use,1
ALA,90919.16266685673,No,2012,N,6095.85,5041.26795,nearest use,1
LSO,88594.53884182841,No,2012,N,6095.85,6095.85,nearest use,1
BLZ,83628.44249719381,Yes,2012,N,BLZ,6095.85,none,0
BHR,81095.11913231015,Yes,2012,N,BHR,1778.79,none,0
MLT,69660.46047009453,Yes,2012,N,MLT,1625.5511999999999,none,0
"NAM",66674.56633578241,Yes,2012,N,"NAM",10503.4,none,0
BRN,38542.701472287066,Yes,2012,N,BRN,293,none,0
TTO,36921.29870283604,Yes,2012,N,TTO,6000,none,0
GNQ,35972.30806827545,No,2012,N,6000,6000,nearest use,1
PRI,28662.257500866424,No,2012,N,15152,15152,nearest use,1
GUF,26967.58330526948,No,2012,N,15152,15152,nearest use,1
BWA,24817.926067456105,Yes,2012,N,BWA,15152,none,0
GLP,23751.10955373943,No,2012,N,15152,15152,nearest use,1
DJI,22681.95148062706,No,2012,N,15152,15152,nearest use,1
GRD,21957.41449737549,No,2012,N,15152,15152,nearest use,1
SGP,20506.614683747295,No,2012,N,696.6,696.6,nearest use,1
SLB,17624.222730457783,No,2012,N,696.6,696.6,nearest use,1
MTQ,17572.376029849052,No,2012,N,696.6,696.6,nearest use,1
VUT,16904.80774780363,No,2012,N,696.6,696.6,nearest use,1
BHS,16526.3634185791,Yes,2012,N,BHS,696.6,none,0
ISL,8912.380160093307,Yes,2012,N,ISL,9429,none,0
NCL,7881.618533998728,Yes,2012,N,NCL,773.02,none,0
JEY,6522.582320484483,No,2012,N,1178.18,1178.18,nearest use,1
BRB,5771.393712043762,Yes,2012,N,BRB,1178.18,none,0
GGY,5565.868829096662,Yes,2012,N,GGY,0,none,0
DMA,5268.732059001923,Yes,2012,N,DMA,119.08,none,0
LCA,3284.654992580414,Yes,2012,N,LCA,316.45,none,0
STP,2771.982379555702,No,2012,N,53.98,53.98,nearest use,1
TON,2357.369364261627,Yes,2012,N,TON,53.98,none,0
GUM,2163.8583984375,No,2012,N,53.98,53.98,nearest use,1
BMU,1939.9529418945312,Yes,2012,N,BMU,NA,none,0
PYF,1880.0881591588259,Yes,2012,N,PYF,247.97,none,0
VCT,1753.1834526062012,No,2012,N,247.97,247.97,nearest use,1
ATG,1300.8822555541992,Yes,2012,N,ATG,26.7,none,0
MSR,597.2594909667969,No,2012,N,24,24,nearest use,1
FSM,377.7010202407837,No,2012,N,24,24,nearest use,1
NIU,365.32257080078125,No,2012,N,24,24,nearest use,1
KIR,362.8517019748688,No,2012,N,24,24,nearest use,1
PSE,259.6483723522413,No,2012,N,24,24,nearest use,1
KNA,254.51612854003903,Yes,2012,N,KNA,24,none,0
VGB,169.47203826904297,No,2012,N,24,24,nearest use,1
AND,124.50000250339507,No,2012,N,38.94,38.94,nearest use,1
ESH,124.03519773483276,No,2012,N,38.94,38.94,nearest use,1
WLF,74.63145104050636,No,2012,N,38.94,38.94,nearest use,1
SYC,51.590001583099365,Yes,2012,N,SYC,38.94,none,0
CYM,18.799999237060547,No,2012,N,15.21,15.21,nearest use,1
HKG,7.1721498655297875,No,2012,N,15.21,14.905800000000001,nearest use,1
ABW,0,No,2012,N,15.21,15.21,nearest use,1
AIA,0,No,2012,N,15.21,15.21,nearest use,1
ASM,0,No,2012,N,15.21,15.21,nearest use,1
BES,0,No,2012,N,15.21,15.21,nearest use,1
BLM,0,No,2012,N,15.21,15.21,nearest use,1
CCK,0,No,2012,N,15.21,15.21,nearest use,1
COK,0,Yes,2012,N,COK,15.21,none,0
COM,0,No,2012,N,15.21,15.21,nearest use,1
CPV,0,No,2012,N,15.21,15.21,nearest use,1
CUW,0,No,2012,N,15.21,15.21,nearest use,1
FLK,0,No,2012,N,15.21,15.21,nearest use,1
FRO,0,No,2012,N,15.21,12.57867,nearest use,1
GIB,0,No,2012,N,15.21,12.57867,nearest use,1
GRL,0,No,2012,N,15.21,15.21,nearest use,1
IMN,0,No,2012,N,15.21,15.21,nearest use,1
IOT,0,No,2012,N,15.21,15.21,nearest use,1
LIE,0,No,2012,N,15.21,15.21,nearest use,1
MAC,0,No,2012,N,15.21,14.905800000000001,nearest use,1
MAF,0,No,2012,N,15.21,15.21,nearest use,1
MCO,0,No,2012,N,15.21,15.21,nearest use,1
MDV,0,Yes,2012,N,MDV,302.85,none,0
MHL,0,No,2012,N,15.21,15.21,nearest use,1
MNP,0,No,2012,N,15.21,15.21,nearest use,1
MYT,0,No,2012,N,15.21,15.21,nearest use,1
NFK,0,No,2012,N,15.21,15.21,nearest use,1
NRU,0,Yes,2012,N,NRU,0,none,0
PCN,0,No,2012,N,15.21,15.21,nearest use,1
PLW,0,No,2012,N,15.21,15.21,nearest use,1
REU,0,No,2012,N,15.21,15.21,nearest use,1
SHN,0,No,2012,N,15.21,15.21,nearest use,1
SJM,0,No,2012,N,15.21,12.57867,nearest use,1
SMR,0,No,2012,N,15.21,15.21,nearest use,1
SPM,0,No,2012,N,15.21,15.21,nearest use,1
SXM,0,No,2012,N,15.21,15.21,nearest use,1
TCA,0,No,2012,N,15.21,15.21,nearest use,1
TKL,0,No,2012,N,15.21,15.21,nearest use,1
TUV,0,No,2012,N,15.21,15.21,nearest use,1
VIR,0,No,2012,N,15.21,15.21,nearest use,1
WSM,0,Yes,2012,N,WSM,0.62,none,0
CHN,2267414909.013471,Yes,2013,N,CHN,30184690.106200002,none,0
USA,1685696968.1634908,Yes,2013,N,USA,10697964.32605,none,0
IND,1298334009.3600392,Yes,2013,N,IND,16750100,none,0
RUS,393538249.3994526,Yes,2013,N,RUS,1090771,none,0
DEU,370973013.91670436,Yes,2013,N,DEU,1385464.003,none,0
IDN,342701278.9558128,Yes,2013,N,IDN,2791106.42,none,0
FRA,331406239.8252842,Yes,2013,N,FRA,1793300.707,none,0
PAK,305394562.04671705,Yes,2013,N,PAK,3239557,none,0
AUS,294279917.9619316,Yes,2013,N,AUS,1135307.675,none,0
EGY,276096501.37281895,Yes,2013,N,EGY,1104100,none,0
BRA,265053819.25387812,Yes,2013,N,BRA,3986100.3434,none,0
THA,250650979.07415372,Yes,2013,N,THA,1644860.62,none,0
MEX,244714768.83693212,Yes,2013,N,MEX,1732783.51,none,0
CAN,213816256.9340958,Yes,2013,N,CAN,2401936,none,0
ARG,200824807.52287441,Yes,2013,N,ARG,740864.76,none,0
VNM,175531253.24923196,Yes,2013,N,VNM,1628285.6,none,0
UKR,169486497.68667194,Yes,2013,N,UKR,1022051.8,none,0
IRN,129910329.12320079,Yes,2013,N,IRN,590971.43264,none,0
ITA,127819881.1273082,Yes,2013,N,ITA,496696.2,none,0
ESP,124586547.10772365,Yes,2013,N,ESP,795166.289,none,0
PHL,122448932.7718554,Yes,2013,N,PHL,527459.09,none,0
BGD,117668736.34127656,Yes,2013,N,BGD,1111740,none,0
MYS,113914676.43505079,Yes,2013,N,MYS,555304.36,none,0
GBR,109019734.02652495,Yes,2013,N,GBR,826173,none,0
POL,107416258.81941463,Yes,2013,N,POL,908376.8,none,0
JPN,100319549.95629139,Yes,2013,N,JPN,349384,none,0
COL,79846359.37517765,Yes,2013,N,COL,387838.16,none,0
TUR,76049183.09535167,Yes,2013,N,TUR,1583872,none,0
NLD,70788056.33485001,Yes,2013,N,NLD,167051.519,none,0
ROU,67355533.9592786,Yes,2013,N,ROU,284875.036,none,0
UZB,66272017.93972518,Yes,2013,N,UZB,662249.7,none,0
GTM,56733102.49160689,Yes,2013,N,GTM,181937.6,none,0
ZAF,56112834.05497494,Yes,2013,N,ZAF,382184,none,0
PER,51883022.74158923,Yes,2013,N,PER,253006.63,none,0
MMR,47367605.74191096,Yes,2013,N,MMR,185009.25,none,0
BLR,47182114.28745654,Yes,2013,N,BLR,490444.612,none,0
DNK,44849307.75908263,Yes,2013,N,DNK,147672.428,none,0
MAR,44230673.90954738,Yes,2013,N,MAR,238977,none,0
PRY,40807672.72664807,Yes,2013,N,PRY,115423.11,none,0
BEL,37881620.430979386,Yes,2013,N,BEL,138451.378,none,0
SWE,37143224.497521594,Yes,2013,N,SWE,133190.00400000002,none,0
ECU,36358870.95008872,Yes,2013,N,ECU,161466.05,none,0
CHL,35358705.215926774,Yes,2013,N,CHL,231077.6,none,0
HUN,33193416.77833699,Yes,2013,N,HUN,283618.823,none,0
KOR,33154489.12534804,Yes,2013,N,KOR,223951.09,none,0
DZA,32143603.141003493,Yes,2013,N,DZA,64000,none,0
GRC,31918293.246788524,Yes,2013,N,GRC,156475.016,none,0
KAZ,29929723.955679696,Yes,2013,N,KAZ,55742,none,0
CZE,29788124.38627481,Yes,2013,N,CZE,274561.51900000003,none,0
PRT,28506095.278970405,Yes,2013,N,PRT,91501.761,none,0
NPL,26876323.37709631,Yes,2013,N,NPL,78287,none,0
CUB,26294904.08919849,Yes,2013,N,CUB,70564.42,none,0
GHA,24756986.966226343,Yes,2013,N,GHA,45343,none,0
SRB,22487966.389169283,Yes,2013,N,SRB,324190.185474091,none,0
NGA,22359247.217234705,Yes,2013,N,NGA,269528.61,none,0
ETH,22181941.102866244,Yes,2013,N,ETH,172037.4,none,0
LVA,20371689.546484135,Yes,2013,N,LVA,57638.592000000004,none,0
SDN,19222229.623063345,Yes,2013,N,SDN,45644.72,none,0
TZA,19013640.007680494,Yes,2013,N,TZA,108181.66,none,0
AUT,18718651.40663913,Yes,2013,N,AUT,92628.13500000001,none,0
NIC,17610256.38688291,Yes,2013,N,NIC,36289,none,0
PRK,17014139.914172295,No,2013,N,36289,36289,nearest use,1
VEN,15907817.17073627,Yes,2013,N,VEN,240495.13,none,0
TWN,15451483.585332446,Yes,2013,N,TWN,161180.14,none,0
AZE,14907447.192262892,Yes,2013,N,AZE,25389.71,none,0
CHE,14525092.945975028,Yes,2013,N,CHE,48830.35,none,0
FIN,14055662.784255108,Yes,2013,N,FIN,114238.47200000001,none,0
NZL,13942387.220853884,Yes,2013,N,NZL,38110,none,0
KGZ,13692151.529250788,Yes,2013,N,KGZ,29124,none,0
CMR,13637400.23891997,Yes,2013,N,CMR,37118.28,none,0
KHM,13595715.82186319,Yes,2013,N,KHM,50441.59,none,0
CIV,12955457.408819854,Yes,2013,N,CIV,33455.43,none,0
HND,12780212.949240863,Yes,2013,N,HND,74712.54,none,0
SAU,12683449.049103377,Yes,2013,N,SAU,171600,none,0
MLI,12463161.338653237,Yes,2013,N,MLI,74543.19,none,0
LTU,12354101.599334715,Yes,2013,N,LTU,130025.902,none,0
TUN,12035264.377723213,Yes,2013,N,TUN,58900,none,0
MDG,11867310.836907458,Yes,2013,N,MDG,10261.44,none,0
LAO,11740312.049463883,No,2013,N,10261.44,10261.44,nearest use,1
AGO,11316164.06115643,Yes,2013,N,AGO,20439.57,none,0
SVK,11271125.355770351,Yes,2013,N,SVK,93931.487,none,0
LKA,11254375.594190333,Yes,2013,N,LKA,127751.91,none,0
AFG,11103174.046912694,Yes,2013,N,AFG,34903.79,none,0
KEN,10772148.531103551,Yes,2013,N,KEN,148407.83,none,0
NOR,10740117.096851815,Yes,2013,N,NOR,95522,none,0
TKM,10726360.416745638,No,2013,N,95522,95522,nearest use,1
SYR,10559246.660225878,Yes,2013,N,SYR,25128.47,none,0
ISR,10317064.779519146,Yes,2013,N,ISR,46900,none,0
DOM,10152260.896133812,Yes,2013,N,DOM,36689,none,0
TJK,9741323.549771942,Yes,2013,N,TJK,7033.27,none,0
YEM,9554599.044593014,Yes,2013,N,YEM,26797.66,none,0
SWZ,9477485.681020593,No,2013,N,26797.66,26797.66,nearest use,1
IRL,9129797.634830145,Yes,2013,N,IRL,274383.71400000004,none,0
MWI,8903642.548293917,Yes,2013,N,MWI,58784.79,none,0
SLV,8782144.894177927,Yes,2013,N,SLV,69169.06,none,0
BOL,8670978.747869343,Yes,2013,N,BOL,24037.58,none,0
MDA,8538527.205399537,Yes,2013,N,MDA,34000,none,0
BGR,7926581.878972925,Yes,2013,N,BGR,241799.087,none,0
URY,7816526.595472928,Yes,2013,N,URY,208205.49,none,0
EST,7745325.367166781,Yes,2013,N,EST,27835.993000000002,none,0
IRQ,7661246.997111124,Yes,2013,N,IRQ,159833.13,none,0
HRV,7451541.9081978705,Yes,2013,N,HRV,64439.84,none,0
ZMB,7340673.0285031125,Yes,2013,N,ZMB,140743.69,none,0
ZWE,7083056.152574739,Yes,2013,N,ZWE,51800,none,0
CRI,6996794.074496098,Yes,2013,N,CRI,89977.62,none,0
COD,6643288.819602948,Yes,2013,N,COD,7084.31,none,0
BEN,6277503.905782782,Yes,2013,N,BEN,5029.22,none,0
UGA,6191792.702472046,Yes,2013,N,UGA,9595.37,none,0
ALB,6057152.999387405,Yes,2013,N,ALB,30711.91,none,0
MOZ,5544543.034773104,Yes,2013,N,MOZ,26629.37,none,0
NER,5324185.605239309,Yes,2013,N,NER,7123.17,none,0
PNG,5249871.930766702,Yes,2013,N,PNG,16529.59,none,0
ARM,5225264.465244473,Yes,2013,N,ARM,58593.9,none,0
GUY,4954922.981898397,Yes,2013,N,GUY,16594.98,none,0
SEN,4899747.942125075,Yes,2013,N,SEN,21340,none,0
HTI,4721179.39972458,No,2013,N,21340,21340,nearest use,1
BIH,4210665.446934637,Yes,2013,N,BIH,85024.04,none,0
BFA,3923855.232149631,Yes,2013,N,BFA,50680,none,0
JOR,3895682.771797947,Yes,2013,N,JOR,24817,none,0
LBN,3502117.49785091,Yes,2013,N,LBN,19966.2,none,0
MUS,3487113.817627549,Yes,2013,N,MUS,7594.76,none,0
ARE,3460651.270073656,Yes,2013,N,ARE,16850,none,0
LBY,3425715.4297097246,Yes,2013,N,LBY,31200,none,0
PAN,3267217.61708053,Yes,2013,N,PAN,26681.45,none,0
BDI,2748742.92866233,Yes,2013,N,BDI,3938.82,none,0
SVN,2525702.7958724904,Yes,2013,N,SVN,22546.501,none,0
RWA,2396067.7596552595,Yes,2013,N,RWA,6721.68,none,0
OMN,2233642.493901007,Yes,2013,N,OMN,11223.14,none,0
GIN,2037378.3660401627,Yes,2013,N,GIN,2723.09,none,0
JAM,1927771.3420681953,Yes,2013,N,JAM,4801.62,none,0
GEO,1714112.967168633,Yes,2013,N,GEO,22601,none,0
MKD,1678187.252377656,Yes,2013,N,MKD,19314.11,none,0
TCD,1631199.0443771405,No,2013,N,19314.11,19314.11,nearest use,1
XKO,1505488.8990551075,Yes,2013,N,XKO,16545.2045259092,none,0
LUX,1461422.4844591722,Yes,2013,N,LUX,11053.682,none,0
MNE,1338660.950568848,Yes,2013,N,MNE,1414.34,none,0
TGO,1158866.0873362347,Yes,2013,N,TGO,9292.79,none,0
SOM,1038368.1028475016,No,2013,N,6979,6979,nearest use,1
CYP,1030471.4808870537,Yes,2013,N,CYP,5771.633,none,0
SLE,1028081.6690776274,No,2013,N,6979,6979,nearest use,1
FJI,1011223.8870821148,Yes,2013,N,FJI,3707.92,none,0
SUR,878341.9295825958,Yes,2013,N,SUR,6470.1,none,0
COG,817013.5914447829,Yes,2013,N,COG,637.43,none,0
MNG,708403.239158292,Yes,2013,N,MNG,25365,none,0
GNB,582822.1520262472,No,2013,N,1277.23,1277.23,nearest use,1
GAB,472134.8084433824,Yes,2013,N,GAB,1277.23,none,0
MRT,465262.4154650011,No,2013,N,1277.23,1277.23,nearest use,1
LBR,403184.49088207074,No,2013,N,1600,1600,nearest use,1
QAT,368794.1200319603,Yes,2013,N,QAT,1600,none,0
TLS,345131.65923787653,No,2013,N,3000,3000,nearest use,1
KWT,329516.8733068891,Yes,2013,N,KWT,3000,none,0
CAF,311807.46240679733,Yes,2013,N,CAF,113.26,none,0
BTN,211961.66956338336,Yes,2013,N,BTN,758.2,none,0
