iso3c,production,reported_by_fao,year,nutrient,nearest,country_application,method,gapfilled
GMB,164120.41320878267,Yes,2013,N,GMB,56.74,none,0
ERI,157223.43264709655,Yes,2013,N,ERI,820.37,none,0
XMI,147685.73278356518,Yes,2013,N,XMI,0,none,0
SSD,121669.49473145345,No,2013,N,0,0,nearest use,1
CXR,112599.20039215684,No,2013,N,13685.78,13685.78,nearest use,1
ALA,90919.16266685673,No,2013,N,13685.78,11318.140060000002,nearest use,1
LSO,88594.53884182841,No,2013,N,13685.78,13685.78,nearest use,1
BLZ,83628.44249719381,Yes,2013,N,BLZ,13685.78,none,0
BHR,81095.11913231015,Yes,2013,N,BHR,1778.79,none,0
MLT,69660.46047009453,Yes,2013,N,MLT,2804.91109,none,0
"NAM",66674.56633578241,Yes,2013,N,"NAM",7729.93,none,0
BRN,38542.701472287066,Yes,2013,N,BRN,70,none,0
TTO,36921.29870283604,Yes,2013,N,TTO,6000,none,0
GNQ,35972.30806827545,No,2013,N,6000,6000,nearest use,1
PRI,28662.257500866424,No,2013,N,21983,21983,nearest use,1
GUF,26967.58330526948,No,2013,N,21983,21983,nearest use,1
BWA,24817.926067456105,Yes,2013,N,BWA,21983,none,0
GLP,23751.10955373943,No,2013,N,21983,21983,nearest use,1
DJI,22681.95148062706,No,2013,N,21983,21983,nearest use,1
GRD,21957.41449737549,No,2013,N,21983,21983,nearest use,1
SGP,20506.614683747295,No,2013,N,489.05,489.05,nearest use,1
SLB,17624.222730457783,No,2013,N,489.05,489.05,nearest use,1
MTQ,17572.376029849052,No,2013,N,489.05,489.05,nearest use,1
VUT,16904.80774780363,No,2013,N,489.05,489.05,nearest use,1
BHS,16526.3634185791,Yes,2013,N,BHS,489.05,none,0
ISL,8912.380160093307,Yes,2013,N,ISL,8616,none,0
NCL,7881.618533998728,Yes,2013,N,NCL,499,none,0
JEY,6522.582320484483,No,2013,N,1220.1,1220.1,nearest use,1
BRB,5771.393712043762,Yes,2013,N,BRB,1220.1,none,0
GGY,5565.868829096662,Yes,2013,N,GGY,0,none,0
DMA,5268.732059001923,Yes,2013,N,DMA,292.9,none,0
LCA,3284.654992580414,Yes,2013,N,LCA,205.1,none,0
STP,2771.982379555702,No,2013,N,72.58,72.58,nearest use,1
TON,2357.369364261627,Yes,2013,N,TON,72.58,none,0
GUM,2163.8583984375,No,2013,N,72.58,72.58,nearest use,1
BMU,1939.9529418945312,Yes,2013,N,BMU,53.27,none,0
PYF,1880.0881591588259,Yes,2013,N,PYF,246.84,none,0
VCT,1753.1834526062012,No,2013,N,246.84,246.84,nearest use,1
ATG,1300.8822555541992,Yes,2013,N,ATG,32.41,none,0
MSR,597.2594909667969,No,2013,N,0.01,0.01,nearest use,1
FSM,377.7010202407837,No,2013,N,0.01,0.01,nearest use,1
NIU,365.32257080078125,No,2013,N,0.01,0.01,nearest use,1
KIR,362.8517019748688,No,2013,N,0.01,0.01,nearest use,1
PSE,259.6483723522413,No,2013,N,0.01,0.01,nearest use,1
KNA,254.51612854003903,Yes,2013,N,KNA,0.01,none,0
VGB,169.47203826904297,No,2013,N,0.01,0.01,nearest use,1
AND,124.50000250339507,No,2013,N,26.12,26.12,nearest use,1
ESH,124.03519773483276,No,2013,N,26.12,26.12,nearest use,1
WLF,74.63145104050636,No,2013,N,26.12,26.12,nearest use,1
SYC,51.590001583099365,Yes,2013,N,SYC,26.12,none,0
CYM,18.799999237060547,No,2013,N,7.98,7.98,nearest use,1
HKG,7.1721498655297875,No,2013,N,7.98,7.8204,nearest use,1
ABW,0,No,2013,N,7.98,7.98,nearest use,1
AIA,0,No,2013,N,7.98,7.98,nearest use,1
ASM,0,No,2013,N,7.98,7.98,nearest use,1
BES,0,No,2013,N,7.98,7.98,nearest use,1
BLM,0,No,2013,N,7.98,7.98,nearest use,1
CCK,0,No,2013,N,7.98,7.98,nearest use,1
COK,0,Yes,2013,N,COK,7.98,none,0
COM,0,No,2013,N,7.98,7.98,nearest use,1
CPV,0,No,2013,N,7.98,7.98,nearest use,1
CUW,0,No,2013,N,7.98,7.98,nearest use,1
FLK,0,No,2013,N,7.98,7.98,nearest use,1
FRO,0,No,2013,N,7.98,6.5994600000000005,nearest use,1
GIB,0,No,2013,N,7.98,6.5994600000000005,nearest use,1
GRL,0,No,2013,N,7.98,7.98,nearest use,1
IMN,0,No,2013,N,7.98,7.98,nearest use,1
IOT,0,No,2013,N,7.98,7.98,nearest use,1
LIE,0,No,2013,N,7.98,7.98,nearest use,1
MAC,0,No,2013,N,7.98,7.8204,nearest use,1
MAF,0,No,2013,N,7.98,7.98,nearest use,1
MCO,0,No,2013,N,7.98,7.98,nearest use,1
MDV,0,Yes,2013,N,MDV,256.49,none,0
MHL,0,No,2013,N,7.98,7.98,nearest use,1
MNP,0,No,2013,N,7.98,7.98,nearest use,1
MYT,0,No,2013,N,7.98,7.98,nearest use,1
NFK,0,No,2013,N,7.98,7.98,nearest use,1
NRU,0,Yes,2013,N,NRU,0,none,0
PCN,0,No,2013,N,7.98,7.98,nearest use,1
PLW,0,No,2013,N,7.98,7.98,nearest use,1
REU,0,No,2013,N,7.98,7.98,nearest use,1
SHN,0,No,2013,N,7.98,7.98,nearest use,1
SJM,0,No,2013,N,7.98,6.5994600000000005,nearest use,1
SMR,0,No,2013,N,7.98,7.98,nearest use,1
SPM,0,No,2013,N,7.98,7.98,nearest use,1
SXM,0,No,2013,N,7.98,7.98,nearest use,1
TCA,0,No,2013,N,7.98,7.98,nearest use,1
TKL,0,No,2013,N,7.98,7.98,nearest use,1
TUV,0,No,2013,N,7.98,7.98,nearest use,1
VIR,0,No,2013,N,7.98,7.98,nearest use,1
WSM,0,Yes,2013,N,WSM,8.6,none,0
CHN,2267414909.013471,Yes,2014,N,CHN,30362033.336600002,none,0
USA,1685696968.1634908,Yes,2014,N,USA,10468552.100729998,none,0
IND,1298334009.3600392,Yes,2014,N,IND,16949600,none,0
RUS,393538249.3994526,Yes,2014,N,RUS,1116848.15,none,0
DEU,370973013.91670436,Yes,2014,N,DEU,1507448.1570000001,none,0
IDN,342701278.9558128,Yes,2014,N,IDN,2909405.65,none,0
FRA,331406239.8252842,Yes,2014,N,FRA,1785887.479,none,0
PAK,305394562.04671705,Yes,2014,N,PAK,3139263,none,0
AUS,294279917.9619316,Yes,2014,N,AUS,1304862.252,none,0
EGY,276096501.37281895,Yes,2014,N,EGY,1124600,none,0
BRA,265053819.25387812,Yes,2014,N,BRA,4439181.1464,none,0
THA,250650979.07415372,Yes,2014,N,THA,1543450.79,none,0
MEX,244714768.83693212,Yes,2014,N,MEX,961265.97,none,0
CAN,213816256.9340958,Yes,2014,N,CAN,2481968,none,0
ARG,200824807.52287441,Yes,2014,N,ARG,737046.0288,none,0
VNM,175531253.24923196,Yes,2014,N,VNM,1363886.54,none,0
UKR,169486497.68667194,Yes,2014,N,UKR,1000736.8,none,0
IRN,129910329.12320079,Yes,2014,N,IRN,662225.18512,none,0
ITA,127819881.1273082,Yes,2014,N,ITA,474711.232,none,0
ESP,124586547.10772365,Yes,2014,N,ESP,911267.165,none,0
PHL,122448932.7718554,Yes,2014,N,PHL,595539.42,none,0
BGD,117668736.34127656,Yes,2014,N,BGD,1230260,none,0
MYS,113914676.43505079,Yes,2014,N,MYS,601854.48,none,0
GBR,109019734.02652495,Yes,2014,N,GBR,876620,none,0
POL,107416258.81941463,Yes,2014,N,POL,829977.2,none,0
JPN,100319549.95629139,Yes,2014,N,JPN,376801.6,none,0
COL,79846359.37517765,Yes,2014,N,COL,463158.22,none,0
TUR,76049183.09535167,Yes,2014,N,TUR,1492839,none,0
NLD,70788056.33485001,Yes,2014,N,NLD,183331.28691,none,0
ROU,67355533.9592786,Yes,2014,N,ROU,251045.774,none,0
UZB,66272017.93972518,Yes,2014,N,UZB,685077.82,none,0
GTM,56733102.49160689,Yes,2014,N,GTM,162338.7,none,0
ZAF,56112834.05497494,Yes,2014,N,ZAF,373670,none,0
PER,51883022.74158923,Yes,2014,N,PER,249814.2,none,0
MMR,47367605.74191096,Yes,2014,N,MMR,236030.75,none,0
BLR,47182114.28745654,Yes,2014,N,BLR,418217.107,none,0
DNK,44849307.75908263,Yes,2014,N,DNK,169260.436,none,0
MAR,44230673.90954738,Yes,2014,N,MAR,233016,none,0
PRY,40807672.72664807,Yes,2014,N,PRY,134521.29,none,0
BEL,37881620.430979386,Yes,2014,N,BEL,145462.684,none,0
SWE,37143224.497521594,Yes,2014,N,SWE,149761.43,none,0
ECU,36358870.95008872,Yes,2014,N,ECU,173443.72,none,0
CHL,35358705.215926774,Yes,2014,N,CHL,223822.4,none,0
HUN,33193416.77833699,Yes,2014,N,HUN,270224.731,none,0
KOR,33154489.12534804,Yes,2014,N,KOR,221061.44,none,0
DZA,32143603.141003493,Yes,2014,N,DZA,76500,none,0
GRC,31918293.246788524,Yes,2014,N,GRC,148735.95,none,0
KAZ,29929723.955679696,Yes,2014,N,KAZ,80654,none,0
CZE,29788124.38627481,Yes,2014,N,CZE,271774.529,none,0
PRT,28506095.278970405,Yes,2014,N,PRT,107502.81337,none,0
NPL,26876323.37709631,Yes,2014,N,NPL,96717.66,none,0
CUB,26294904.08919849,Yes,2014,N,CUB,78389.09,none,0
GHA,24756986.966226343,Yes,2014,N,GHA,38177,none,0
SRB,22487966.389169283,Yes,2014,N,SRB,199829.684412497,none,0
NGA,22359247.217234705,Yes,2014,N,NGA,242150.99,none,0
ETH,22181941.102866244,Yes,2014,N,ETH,237305.19,none,0
LVA,20371689.546484135,Yes,2014,N,LVA,60317.245,none,0
SDN,19222229.623063345,Yes,2014,N,SDN,40533.39,none,0
TZA,19013640.007680494,Yes,2014,N,TZA,84009.94,none,0
AUT,18718651.40663913,Yes,2014,N,AUT,92305.60500000001,none,0
NIC,17610256.38688291,Yes,2014,N,NIC,50567,none,0
PRK,17014139.914172295,No,2014,N,50567,50567,nearest use,1
VEN,15907817.17073627,Yes,2014,N,VEN,234654.07,none,0
TWN,15451483.585332446,Yes,2014,N,TWN,157796.89,none,0
AZE,14907447.192262892,Yes,2014,N,AZE,37957.3,none,0
CHE,14525092.945975028,Yes,2014,N,CHE,49155.33,none,0
FIN,14055662.784255108,Yes,2014,N,FIN,121877.471,none,0
NZL,13942387.220853884,Yes,2014,N,NZL,41715,none,0
KGZ,13692151.529250788,Yes,2014,N,KGZ,35748,none,0
CMR,13637400.23891997,Yes,2014,N,CMR,26009.73,none,0
KHM,13595715.82186319,Yes,2014,N,KHM,64090.24,none,0
CIV,12955457.408819854,Yes,2014,N,CIV,44188.96,none,0
HND,12780212.949240863,Yes,2014,N,HND,74007.65,none,0
SAU,12683449.049103377,Yes,2014,N,SAU,164000,none,0
MLI,12463161.338653237,Yes,2014,N,MLI,89902.23,none,0
LTU,12354101.599334715,Yes,2014,N,LTU,134966.4,none,0
TUN,12035264.377723213,Yes,2014,N,TUN,64700,none,0
MDG,11867310.836907458,Yes,2014,N,MDG,18316.46,none,0
LAO,11740312.049463883,No,2014,N,18316.46,18316.46,nearest use,1
AGO,11316164.06115643,Yes,2014,N,AGO,27612.52,none,0
SVK,11271125.355770351,Yes,2014,N,SVK,98442.772,none,0
LKA,11254375.594190333,Yes,2014,N,LKA,227848.88,none,0
AFG,11103174.046912694,Yes,2014,N,AFG,73872.84,none,0
KEN,10772148.531103551,Yes,2014,N,KEN,122180.68,none,0
NOR,10740117.096851815,Yes,2014,N,NOR,99206,none,0
TKM,10726360.416745638,No,2014,N,99206,99206,nearest use,1
SYR,10559246.660225878,Yes,2014,N,SYR,28950.08,none,0
ISR,10317064.779519146,Yes,2014,N,ISR,46400,none,0
DOM,10152260.896133812,Yes,2014,N,DOM,43907.04,none,0
TJK,9741323.549771942,Yes,2014,N,TJK,12376.89,none,0
YEM,9554599.044593014,Yes,2014,N,YEM,23552.08,none,0
SWZ,9477485.681020593,No,2014,N,23552.08,23552.08,nearest use,1
IRL,9129797.634830145,Yes,2014,N,IRL,258099.14949,none,0
MWI,8903642.548293917,Yes,2014,N,MWI,118305.04,none,0
SLV,8782144.894177927,Yes,2014,N,SLV,49633.45,none,0
BOL,8670978.747869343,Yes,2014,N,BOL,23819.71,none,0
MDA,8538527.205399537,Yes,2014,N,MDA,40155,none,0
BGR,7926581.878972925,Yes,2014,N,BGR,245280.757,none,0
URY,7816526.595472928,Yes,2014,N,URY,176051.41,none,0
EST,7745325.367166781,Yes,2014,N,EST,29611.562,none,0
IRQ,7661246.997111124,Yes,2014,N,IRQ,80172.24,none,0
HRV,7451541.9081978705,Yes,2014,N,HRV,60933.36,none,0
ZMB,7340673.0285031125,Yes,2014,N,ZMB,137980.06,none,0
ZWE,7083056.152574739,Yes,2014,N,ZWE,50000,none,0
CRI,6996794.074496098,Yes,2014,N,CRI,77922.43,none,0
COD,6643288.819602948,Yes,2014,N,COD,15180.53,none,0
BEN,6277503.905782782,Yes,2014,N,BEN,14764.21,none,0
UGA,6191792.702472046,Yes,2014,N,UGA,6638.66,none,0
ALB,6057152.999387405,Yes,2014,N,ALB,30711.76,none,0
MOZ,5544543.034773104,Yes,2014,N,MOZ,33555.73,none,0
NER,5324185.605239309,Yes,2014,N,NER,12602.88,none,0
PNG,5249871.930766702,Yes,2014,N,PNG,17021.7,none,0
ARM,5225264.465244473,Yes,2014,N,ARM,48635.7,none,0
GUY,4954922.981898397,Yes,2014,N,GUY,14284.77,none,0
SEN,4899747.942125075,Yes,2014,N,SEN,21450,none,0
HTI,4721179.39972458,No,2014,N,21450,21450,nearest use,1
BIH,4210665.446934637,Yes,2014,N,BIH,104702.52,none,0
BFA,3923855.232149631,Yes,2014,N,BFA,48799.56,none,0
JOR,3895682.771797947,Yes,2014,N,JOR,18639,none,0
LBN,3502117.49785091,Yes,2014,N,LBN,19099.86,none,0
MUS,3487113.817627549,Yes,2014,N,MUS,10657.61,none,0
ARE,3460651.270073656,Yes,2014,N,ARE,12450.93,none,0
LBY,3425715.4297097246,Yes,2014,N,LBY,17500,none,0
PAN,3267217.61708053,Yes,2014,N,PAN,15953.92,none,0
BDI,2748742.92866233,Yes,2014,N,BDI,5613.82,none,0
SVN,2525702.7958724904,Yes,2014,N,SVN,23662.124,none,0
RWA,2396067.7596552595,Yes,2014,N,RWA,6936.82,none,0
OMN,2233642.493901007,Yes,2014,N,OMN,8603.8,none,0
GIN,2037378.3660401627,Yes,2014,N,GIN,2920.57,none,0
JAM,1927771.3420681953,Yes,2014,N,JAM,4840.89,none,0
GEO,1714112.967168633,Yes,2014,N,GEO,17693,none,0
MKD,1678187.252377656,Yes,2014,N,MKD,20428.62,none,0
TCD,1631199.0443771405,No,2014,N,20428.62,20428.62,nearest use,1
XKO,1505488.8990551075,Yes,2014,N,XKO,10198.4055875031,none,0
LUX,1461422.4844591722,Yes,2014,N,LUX,10514.478,none,0
MNE,1338660.950568848,Yes,2014,N,MNE,1324.68,none,0
TGO,1158866.0873362347,Yes,2014,N,TGO,1734.4,none,0
SOM,1038368.1028475016,No,2014,N,6242,6242,nearest use,1
CYP,1030471.4808870537,Yes,2014,N,CYP,5162.134,none,0
SLE,1028081.6690776274,No,2014,N,6242,6242,nearest use,1
FJI,1011223.8870821148,Yes,2014,N,FJI,2787.9,none,0
SUR,878341.9295825958,Yes,2014,N,SUR,9491.05,none,0
COG,817013.5914447829,Yes,2014,N,COG,290.4,none,0
MNG,708403.239158292,Yes,2014,N,MNG,19127.43,none,0
GNB,582822.1520262472,No,2014,N,1852.11,1852.11,nearest use,1
GAB,472134.8084433824,Yes,2014,N,GAB,1852.11,none,0
MRT,465262.4154650011,No,2014,N,1852.11,1852.11,nearest use,1
LBR,403184.49088207074,No,2014,N,1400,1400,nearest use,1
QAT,368794.1200319603,Yes,2014,N,QAT,1400,none,0
TLS,345131.65923787653,No,2014,N,3300,3300,nearest use,1
KWT,329516.8733068891,Yes,2014,N,KWT,3300,none,0
CAF,311807.46240679733,Yes,2014,N,CAF,0,none,0
BTN,211961.66956338336,Yes,2014,N,BTN,888.72,none,0
GMB,164120.41320878267,Yes,2014,N,GMB,25.36,none,0
ERI,157223.43264709655,Yes,2014,N,ERI,942.24,none,0
XMI,147685.73278356518,Yes,2014,N,XMI,0,none,0
SSD,121669.49473145345,No,2014,N,0,0,nearest use,1
CXR,112599.20039215684,No,2014,N,17786.06,17786.06,nearest use,1
ALA,90919.16266685673,No,2014,N,17786.06,14709.071620000002,nearest use,1
LSO,88594.53884182841,No,2014,N,17786.06,17786.06,nearest use,1
BLZ,83628.44249719381,Yes,2014,N,BLZ,17786.06,none,0
BHR,81095.11913231015,Yes,2014,N,BHR,1778.79,none,0
MLT,69660.46047009453,Yes,2014,N,MLT,3197.71128,none,0
"NAM",66674.56633578241,Yes,2014,N,"NAM",3874.2,none,0
BRN,38542.701472287066,Yes,2014,N,BRN,243,none,0
TTO,36921.29870283604,Yes,2014,N,TTO,6500,none,0
GNQ,35972.30806827545,No,2014,N,6500,6500,nearest use,1
PRI,28662.257500866424,No,2014,N,21156,21156,nearest use,1
GUF,26967.58330526948,No,2014,N,21156,21156,nearest use,1
BWA,24817.926067456105,Yes,2014,N,BWA,21156,none,0
GLP,23751.10955373943,No,2014,N,21156,21156,nearest use,1
DJI,22681.95148062706,No,2014,N,21156,21156,nearest use,1
GRD,21957.41449737549,No,2014,N,21156,21156,nearest use,1
SGP,20506.614683747295,No,2014,N,555.72,555.72,nearest use,1
SLB,17624.222730457783,No,2014,N,555.72,555.72,nearest use,1
MTQ,17572.376029849052,No,2014,N,555.72,555.72,nearest use,1
VUT,16904.80774780363,No,2014,N,555.72,555.72,nearest use,1
BHS,16526.3634185791,Yes,2014,N,BHS,555.72,none,0
ISL,8912.380160093307,Yes,2014,N,ISL,10793,none,0
NCL,7881.618533998728,Yes,2014,N,NCL,559,none,0
JEY,6522.582320484483,No,2014,N,670.35,670.35,nearest use,1
BRB,5771.393712043762,Yes,2014,N,BRB,670.35,none,0
GGY,5565.868829096662,Yes,2014,N,GGY,0,none,0
DMA,5268.732059001923,Yes,2014,N,DMA,56.23,none,0
LCA,3284.654992580414,Yes,2014,N,LCA,400.75,none,0
STP,2771.982379555702,No,2014,N,45.96,45.96,nearest use,1
TON,2357.369364261627,Yes,2014,N,TON,45.96,none,0
GUM,2163.8583984375,No,2014,N,45.96,45.96,nearest use,1
BMU,1939.9529418945312,Yes,2014,N,BMU,44.21,none,0
PYF,1880.0881591588259,Yes,2014,N,PYF,227.27,none,0
VCT,1753.1834526062012,No,2014,N,227.27,227.27,nearest use,1
ATG,1300.8822555541992,Yes,2014,N,ATG,20.62,none,0
MSR,597.2594909667969,No,2014,N,42.94,42.94,nearest use,1
FSM,377.7010202407837,No,2014,N,42.94,42.94,nearest use,1
NIU,365.32257080078125,No,2014,N,42.94,42.94,nearest use,1
KIR,362.8517019748688,No,2014,N,42.94,42.94,nearest use,1
PSE,259.6483723522413,No,2014,N,42.94,42.94,nearest use,1
KNA,254.51612854003903,Yes,2014,N,KNA,42.94,none,0
VGB,169.47203826904297,No,2014,N,42.94,42.94,nearest use,1
AND,124.50000250339507,No,2014,N,36.76,36.76,nearest use,1
ESH,124.03519773483276,No,2014,N,36.76,36.76,nearest use,1
WLF,74.63145104050636,No,2014,N,36.76,36.76,nearest use,1
SYC,51.590001583099365,Yes,2014,N,SYC,36.76,none,0
CYM,18.799999237060547,No,2014,N,7.37,7.37,nearest use,1
HKG,7.1721498655297875,No,2014,N,7.37,7.2226,nearest use,1
ABW,0,No,2014,N,7.37,7.37,nearest use,1
AIA,0,No,2014,N,7.37,7.37,nearest use,1
ASM,0,No,2014,N,7.37,7.37,nearest use,1
BES,0,No,2014,N,7.37,7.37,nearest use,1
BLM,0,No,2014,N,7.37,7.37,nearest use,1
CCK,0,No,2014,N,7.37,7.37,nearest use,1
COK,0,Yes,2014,N,COK,7.37,none,0
COM,0,No,2014,N,7.37,7.37,nearest use,1
CPV,0,No,2014,N,7.37,7.37,nearest use,1
CUW,0,No,2014,N,7.37,7.37,nearest use,1
FLK,0,No,2014,N,7.37,7.37,nearest use,1
FRO,0,No,2014,N,7.37,6.09499,nearest use,1
GIB,0,No,2014,N,7.37,6.09499,nearest use,1
GRL,0,No,2014,N,7.37,7.37,nearest use,1
IMN,0,No,2014,N,7.37,7.37,nearest use,1
IOT,0,No,2014,N,7.37,7.37,nearest use,1
LIE,0,No,2014,N,7.37,7.37,nearest use,1
MAC,0,No,2014,N,7.37,7.2226,nearest use,1
MAF,0,No,2014,N,7.37,7.37,nearest use,1
MCO,0,No,2014,N,7.37,7.37,nearest use,1
MDV,0,Yes,2014,N,MDV,203.12,none,0
MHL,0,No,2014,N,7.37,7.37,nearest use,1
MNP,0,No,2014,N,7.37,7.37,nearest use,1
MYT,0,No,2014,N,7.37,7.37,nearest use,1
NFK,0,No,2014,N,7.37,7.37,nearest use,1
NRU,0,Yes,2014,N,NRU,0,none,0
PCN,0,No,2014,N,7.37,7.37,nearest use,1
PLW,0,No,2014,N,7.37,7.37,nearest use,1
REU,0,No,2014,N,7.37,7.37,nearest use,1
SHN,0,No,2014,N,7.37,7.37,nearest use,1
SJM,0,No,2014,N,7.37,6.09499,nearest use,1
SMR,0,No,2014,N,7.37,7.37,nearest use,1
SPM,0,No,2014,N,7.37,7.37,nearest use,1
SXM,0,No,2014,N,7.37,7.37,nearest use,1
TCA,0,No,2014,N,7.37,7.37,nearest use,1
TKL,0,No,2014,N,7.37,7.37,nearest use,1
TUV,0,No,2014,N,7.37,7.37,nearest use,1
VIR,0,No,2014,N,7.37,7.37,nearest use,1
WSM,0,Yes,2014,N,WSM,6.94,none,0
CHN,2267414909.013471,Yes,2015,N,CHN,30179567.46,none,0
USA,1685696968.1634908,Yes,2015,N,USA,10492660.947,none,0
IND,1298334009.3600392,Yes,2015,N,IND,17372300,none,0
RUS,393538249.3994526,Yes,2015,N,RUS,1181297.7,none,0
DEU,370973013.91670436,Yes,2015,N,DEU,1414679.432,none,0
IDN,342701278.9558128,Yes,2015,N,IDN,2818598.24,none,0
FRA,331406239.8252842,Yes,2015,N,FRA,1852349.334,none,0
PAK,305394562.04671705,Yes,2015,N,PAK,3160507,none,0
AUS,294279917.9619316,Yes,2015,N,AUS,1210265.898,none,0
EGY,276096501.37281895,Yes,2015,N,EGY,1219300,none,0
BRA,265053819.25387812,Yes,2015,N,BRA,3432167.6424,none,0
THA,250650979.07415372,Yes,2015,N,THA,1374673.3,none,0
MEX,244714768.83693212,Yes,2015,N,MEX,919369.4,none,0
CAN,213816256.9340958,Yes,2015,N,CAN,2519056,none,0
ARG,200824807.52287441,Yes,2015,N,ARG,567272.4314,none,0
VNM,175531253.24923196,Yes,2015,N,VNM,1695781.41,none,0
UKR,169486497.68667194,Yes,2015,N,UKR,965260.8,none,0
IRN,129910329.12320079,Yes,2015,N,IRN,532466.032,none,0
ITA,127819881.1273082,Yes,2015,N,ITA,500530.172,none,0
ESP,124586547.10772365,Yes,2015,N,ESP,883321.181,none,0
PHL,122448932.7718554,Yes,2015,N,PHL,526906.12,none,0
BGD,117668736.34127656,Yes,2015,N,BGD,1320940,none,0
MYS,113914676.43505079,Yes,2015,N,MYS,538253.11,none,0
GBR,109019734.02652495,Yes,2015,N,GBR,867523,none,0
POL,107416258.81941463,Yes,2015,N,POL,862561,none,0
JPN,100319549.95629139,Yes,2015,N,JPN,341863.2,none,0
COL,79846359.37517765,Yes,2015,N,COL,468536.73,none,0
TUR,76049183.09535167,Yes,2015,N,TUR,1486568,none,0
NLD,70788056.33485001,Yes,2015,N,NLD,199611.06309,none,0
ROU,67355533.9592786,Yes,2015,N,ROU,295530.104,none,0
UZB,66272017.93972518,Yes,2015,N,UZB,695294.32,none,0
GTM,56733102.49160689,Yes,2015,N,GTM,181639.62,none,0
ZAF,56112834.05497494,Yes,2015,N,ZAF,337722,none,0
PER,51883022.74158923,Yes,2015,N,PER,282128.88,none,0
MMR,47367605.74191096,Yes,2015,N,MMR,116874.34,none,0
BLR,47182114.28745654,Yes,2015,N,BLR,406943.509,none,0
DNK,44849307.75908263,Yes,2015,N,DNK,186119.658,none,0
MAR,44230673.90954738,Yes,2015,N,MAR,243242.7,none,0
PRY,40807672.72664807,Yes,2015,N,PRY,122302.43,none,0
BEL,37881620.430979386,Yes,2015,N,BEL,146542.746,none,0
SWE,37143224.497521594,Yes,2015,N,SWE,157318.556,none,0
ECU,36358870.95008872,Yes,2015,N,ECU,138617.44,none,0
CHL,35358705.215926774,Yes,2015,N,CHL,263170.4,none,0
HUN,33193416.77833699,Yes,2015,N,HUN,280171.887,none,0
KOR,33154489.12534804,Yes,2015,N,KOR,212114.73,none,0
DZA,32143603.141003493,Yes,2015,N,DZA,74400,none,0
GRC,31918293.246788524,Yes,2015,N,GRC,136010.901,none,0
KAZ,29929723.955679696,Yes,2015,N,KAZ,91532,none,0
CZE,29788124.38627481,Yes,2015,N,CZE,328431.472,none,0
PRT,28506095.278970405,Yes,2015,N,PRT,97508.33643,none,0
NPL,26876323.37709631,Yes,2015,N,NPL,105798.44,none,0
CUB,26294904.08919849,Yes,2015,N,CUB,62384.01,none,0
GHA,24756986.966226343,Yes,2015,N,GHA,42900,none,0
SRB,22487966.389169283,Yes,2015,N,SRB,182686.219520152,none,0
NGA,22359247.217234705,Yes,2015,N,NGA,196103.73,none,0
ETH,22181941.102866244,Yes,2015,N,ETH,244613.12,none,0
LVA,20371689.546484135,Yes,2015,N,LVA,62703.14,none,0
SDN,19222229.623063345,Yes,2015,N,SDN,76925.55,none,0
TZA,19013640.007680494,Yes,2015,N,TZA,76565.9,none,0
AUT,18718651.40663913,Yes,2015,N,AUT,107718.60248,none,0
NIC,17610256.38688291,Yes,2015,N,NIC,55976.34,none,0
PRK,17014139.914172295,No,2015,N,55976.34,55976.34,nearest use,1
VEN,15907817.17073627,Yes,2015,N,VEN,234375.42,none,0
TWN,15451483.585332446,Yes,2015,N,TWN,152879.41,none,0
AZE,14907447.192262892,Yes,2015,N,AZE,89732,none,0
CHE,14525092.945975028,Yes,2015,N,CHE,49731.16,none,0
FIN,14055662.784255108,Yes,2015,N,FIN,118657.133,none,0
NZL,13942387.220853884,Yes,2015,N,NZL,44187,none,0
KGZ,13692151.529250788,Yes,2015,N,KGZ,12786.03,none,0
CMR,13637400.23891997,Yes,2015,N,CMR,42522.99,none,0
KHM,13595715.82186319,Yes,2015,N,KHM,80858.37,none,0
CIV,12955457.408819854,Yes,2015,N,CIV,42564.33,none,0
HND,12780212.949240863,Yes,2015,N,HND,75343.02,none,0
SAU,12683449.049103377,Yes,2015,N,SAU,197000,none,0
MLI,12463161.338653237,Yes,2015,N,MLI,105261.27,none,0
LTU,12354101.599334715,Yes,2015,N,LTU,134646.351,none,0
TUN,12035264.377723213,Yes,2015,N,TUN,74100,none,0
MDG,11867310.836907458,Yes,2015,N,MDG,16444.6,none,0
LAO,11740312.049463883,No,2015,N,16444.6,16444.6,nearest use,1
AGO,11316164.06115643,Yes,2015,N,AGO,25494.28,none,0
SVK,11271125.355770351,Yes,2015,N,SVK,94917.27100000001,none,0
LKA,11254375.594190333,Yes,2015,N,LKA,225428.42,none,0
AFG,11103174.046912694,Yes,2015,N,AFG,21075.57,none,0
KEN,10772148.531103551,Yes,2015,N,KEN,95953.52,none,0
NOR,10740117.096851815,Yes,2015,N,NOR,102598,none,0
TKM,10726360.416745638,No,2015,N,102598,102598,nearest use,1
SYR,10559246.660225878,Yes,2015,N,SYR,2392.63,none,0
ISR,10317064.779519146,Yes,2015,N,ISR,45100,none,0
DOM,10152260.896133812,Yes,2015,N,DOM,60652.57,none,0
TJK,9741323.549771942,Yes,2015,N,TJK,16438.25,none,0
YEM,9554599.044593014,Yes,2015,N,YEM,951.25,none,0
