"TaxonKey","TaxonName","CommonName","stock"
602579,"Gymnura micrura","Smooth butterfly ray","Gymnura micrura Smooth butterfly ray"
602584,"Rhinoptera bonasus","Cownose ray","Rhinoptera bonasus Cownose ray"
602592,"Acipenser medirostris","Green sturgeon","Acipenser medirostris Green sturgeon"
602594,"Acipenser transmontanus","White sturgeon","Acipenser transmontanus White sturgeon"
602661,"Notacanthus chemnitzii","Spiny eel","Notacanthus chemnitzii Spiny eel"
602676,"Coregonus pidschian","Humpback whitefish","Coregonus pidschian Humpback whitefish"
602692,"Stenodus leucichthys","Sheefish","Stenodus leucichthys Sheefish"
602801,"Leuciscus idus","Ide","Leuciscus idus Ide"
602951,"Scardinius erythrophthalmus","Rudd","Scardinius erythrophthalmus Rudd"
603246,"Corniger spinosus","Spinycheek soldierfish","Corniger spinosus Spinycheek soldierfish"
603249,"Neoniphon marianus","Longjaw squirrelfish","Neoniphon marianus Longjaw squirrelfish"
603265,"Trachipterus arcticus","Dealfish","Trachipterus arcticus Dealfish"
603275,"Fistularia tabacaria","Cornetfish","Fistularia tabacaria Cornetfish"
603310,"Stereolepis gigas","Giant seabass","Stereolepis gigas Giant seabass"
603517,"Cookeolus japonicus","Longfinned bullseye","Cookeolus japonicus Longfinned bullseye"
603541,"Malacanthus plumieri","Sand tilefish","Malacanthus plumieri Sand tilefish"
605555,"Scarus rubroviolaceus","Ember parrotfish","Scarus rubroviolaceus Ember parrotfish"
605556,"Chlorurus sordidus","Daisy parrotfish","Chlorurus sordidus Daisy parrotfish"
605557,"Chaetodon auriga","Threadfin butterflyfish","Chaetodon auriga Threadfin butterflyfish"
605559,"Chaetodon bennetti","Bluelashed butterflyfish","Chaetodon bennetti Bluelashed butterflyfish"
605561,"Chaetodon citrinellus","Speckled butterflyfish","Chaetodon citrinellus Speckled butterflyfish"
605562,"Chaetodon ephippium","Saddle butterflyfish","Chaetodon ephippium Saddle butterflyfish"
605564,"Chaetodon lineolatus","Lined butterflyfish","Chaetodon lineolatus Lined butterflyfish"
605565,"Chaetodon lunula","Raccoon butterflyfish","Chaetodon lunula Raccoon butterflyfish"
605566,"Chaetodon melannotus","Blackback butterflyfish","Chaetodon melannotus Blackback butterflyfish"
605567,"Chaetodon mertensii","Atoll butterflyfish","Chaetodon mertensii Atoll butterflyfish"
605572,"Chaetodon quadrimaculatus","Fourspot butterflyfish","Chaetodon quadrimaculatus Fourspot butterflyfish"
605574,"Chaetodon reticulatus","Mailed butterflyfish","Chaetodon reticulatus Mailed butterflyfish"
605578,"Chaetodon trifascialis","Chevron butterflyfish","Chaetodon trifascialis Chevron butterflyfish"
605580,"Chaetodon ulietensis","Pacific doublesaddle butterflyfish","Chaetodon ulietensis Pacific doublesaddle butterflyfish"
605581,"Chaetodon unimaculatus","Teardrop butterflyfish","Chaetodon unimaculatus Teardrop butterflyfish"
605584,"Forcipiger flavissimus","Longnose butterfly fish","Forcipiger flavissimus Longnose butterfly fish"
605586,"Hemitaurichthys polylepis","Pyramid butterflyfish","Hemitaurichthys polylepis Pyramid butterflyfish"
605588,"Heniochus acuminatus","Pennant coralfish","Heniochus acuminatus Pennant coralfish"
605589,"Heniochus chrysostomus","Threeband pennantfish","Heniochus chrysostomus Threeband pennantfish"
605590,"Heniochus monoceros","Masked bannerfish","Heniochus monoceros Masked bannerfish"
605591,"Heniochus singularius","Singular bannerfish","Heniochus singularius Singular bannerfish"
605595,"Oxycheilinus arenatus","Speckled maori wrasse","Oxycheilinus arenatus Speckled maori wrasse"
605597,"Oxycheilinus celebicus","Celebes wrasse","Oxycheilinus celebicus Celebes wrasse"
605598,"Cheilinus chlorourus","Floral wrasse","Cheilinus chlorourus Floral wrasse"
605599,"Oxycheilinus digramma","Cheeklined wrasse","Oxycheilinus digramma Cheeklined wrasse"
605601,"Oxycheilinus orientalis","Oriental maori wrasse","Oxycheilinus orientalis Oriental maori wrasse"
605603,"Cheilinus trilobatus","Tripletail wrasse","Cheilinus trilobatus Tripletail wrasse"
605605,"Oxycheilinus unifasciatus","Ringtail maori wrasse","Oxycheilinus unifasciatus Ringtail maori wrasse"
605606,"Epibulus insidiator","Slingjaw wrasse","Epibulus insidiator Slingjaw wrasse"
605607,"Cymolutes praetextatus","Knife razorfish","Cymolutes praetextatus Knife razorfish"
605610,"Novaculichthys taeniourus","Rockmover wrasse","Novaculichthys taeniourus Rockmover wrasse"
605611,"Iniistius aneitensis","Yellowblotch razorfish","Iniistius aneitensis Yellowblotch razorfish"
605613,"Iniistius pavo","Peacock wrasse","Iniistius pavo Peacock wrasse"
605621,"Pteragogus guttatus","Sneaky wrasse","Pteragogus guttatus Sneaky wrasse"
605623,"Cheilio inermis","Cigar wrasse","Cheilio inermis Cigar wrasse"
605624,"Coris aygula","Clown coris","Coris aygula Clown coris"
605626,"Gomphosus varius","Bird wrasse","Gomphosus varius Bird wrasse"
605627,"Halichoeres biocellatus","Redlined wrasse","Halichoeres biocellatus Redlined wrasse"
605630,"Halichoeres margaritaceus","Pink-belly wrasse","Halichoeres margaritaceus Pink-belly wrasse"
605631,"Halichoeres marginatus","Dusky wrasse","Halichoeres marginatus Dusky wrasse"
605632,"Halichoeres richmondi","Richmonds wrasse","Halichoeres richmondi Richmonds wrasse"
605634,"Halichoeres trimaculatus","Threespot wrasse","Halichoeres trimaculatus Threespot wrasse"
605635,"Hemigymnus fasciatus","Barred thicklip","Hemigymnus fasciatus Barred thicklip"
605636,"Hemigymnus melapterus","Blackeye thicklip","Hemigymnus melapterus Blackeye thicklip"
605638,"Hologymnosus doliatus","Pastel ringwrasse","Hologymnosus doliatus Pastel ringwrasse"
607145,"Lampris immaculatus","Southern opah","Lampris immaculatus Southern opah"
607151,"Pseudocyttus maculatus","Smooth oreo dory","Pseudocyttus maculatus Smooth oreo dory"
607152,"Zanclorhynchus spinifer","Antarctic horsefish","Zanclorhynchus spinifer Antarctic horsefish"
607184,"Anomalops katoptron","Splitfin flashlightfish","Anomalops katoptron Splitfin flashlightfish"
607187,"Arothron manilensis","Narrowlined puffer","Arothron manilensis Narrowlined puffer"
607198,"Amblygobius phalaena","Whitebarred goby","Amblygobius phalaena Whitebarred goby"
607211,"Ctenogobiops tangaroai","Tangaroa shrimpgoby","Ctenogobiops tangaroai Tangaroa shrimpgoby"
607292,"Synodus binotatus","Two-spot lizard fish","Synodus binotatus Two-spot lizard fish"
607306,"Myripristis kuntee","Shoulderbar soldierfish","Myripristis kuntee Shoulderbar soldierfish"
607308,"Myripristis pralinia","Scarlet soldierfish","Myripristis pralinia Scarlet soldierfish"
607309,"Myripristis violacea","Lattice soldierfish","Myripristis violacea Lattice soldierfish"
607310,"Neoniphon argenteus","Clearfin squirrelfish","Neoniphon argenteus Clearfin squirrelfish"
607311,"Sargocentron tiereoides","Pink squirrelfish","Sargocentron tiereoides Pink squirrelfish"
607329,"Epinephelus awoara","Yellow grouper","Epinephelus awoara Yellow grouper"
607348,"Epinephelus howlandi","Blacksaddle grouper","Epinephelus howlandi Blacksaddle grouper"
607355,"Hyporthodus octofasciatus","Eightbar grouper","Hyporthodus octofasciatus Eightbar grouper"
607358,"Epinephelus polylepis","Smallscaled grouper","Epinephelus polylepis Smallscaled grouper"
607362,"Epinephelus socialis","Surge grouper","Epinephelus socialis Surge grouper"
607367,"Epinephelus timorensis","Yellowspotted grouper","Epinephelus timorensis Yellowspotted grouper"
607372,"Plectropomus laevis","Blacksaddled coralgrouper","Plectropomus laevis Blacksaddled coralgrouper"
607374,"Saloptia powelli","Golden grouper","Saloptia powelli Golden grouper"
607376,"Plesiobatis daviesi","Deepwater stingray","Plesiobatis daviesi Deepwater stingray"
607447,"Gymnothorax pindae","Pinda moray","Gymnothorax pindae Pinda moray"
607459,"Gymnothorax berndti","Y-patterned moray","Gymnothorax berndti Y-patterned moray"
607505,"Hyporhamphus acutus acutus","Pacific halfbeak","Hyporhamphus acutus acutus Pacific halfbeak"
607530,"Trichopsetta caribbaea","Caribbean flounder","Trichopsetta caribbaea Caribbean flounder"
607532,"Symphurus plagusia","Duskycheek tonguefish","Symphurus plagusia Duskycheek tonguefish"
607535,"Genyatremus luteus","Torroto grunt","Genyatremus luteus Torroto grunt"
607547,"Gymnothorax moringa","Spotted moray","Gymnothorax moringa Spotted moray"
607553,"Lepophidium brevibarbe","Shortbeard cusk-eel","Lepophidium brevibarbe Shortbeard cusk-eel"
607557,"Polymixia nobilis","Stout beardfish","Polymixia nobilis Stout beardfish"
607580,"Trinectes paulistanus","Slipper sole","Trinectes paulistanus Slipper sole"
607609,"Atlantoraja cyclophora","Eyespot skate","Atlantoraja cyclophora Eyespot skate"
607613,"Rostroraja alba","White skate","Rostroraja alba White skate"
607626,"Plectorhinchus sordidus","Sordid rubberlip","Plectorhinchus sordidus Sordid rubberlip"
607641,"Bothus mancus","Flowery flounder","Bothus mancus Flowery flounder"
607691,"Dactyloptena peterseni","Starry flying gurnard","Dactyloptena peterseni Starry flying gurnard"
607699,"Gerres longirostris","Strongspine silver-biddy","Gerres longirostris Strongspine silver-biddy"
614084,"Stellifer illecebrosus","Silver stardrum","Stellifer illecebrosus Silver stardrum"
614090,"Stellifer zestocarus","Softhead stardrum","Stellifer zestocarus Softhead stardrum"
614143,"Atlantoraja castelnaui","Spotback skate","Atlantoraja castelnaui Spotback skate"
614146,"Peprilus snyderi","Salema butterfish","Peprilus snyderi Salema butterfish"
614155,"Synodus scituliceps","Shorthead lizardfish","Synodus scituliceps Shorthead lizardfish"
614220,"Scorpaena russula","Reddish scorpionfish","Scorpaena russula Reddish scorpionfish"
614248,"Diplectrum pacificum","Inshore sand perch","Diplectrum pacificum Inshore sand perch"
614266,"Notopogon lilliei","Crested bellowfish","Notopogon lilliei Crested bellowfish"
614282,"Nemadactylus monodactylus","St. Pauls fingerfin","Nemadactylus monodactylus St. Pauls fingerfin"
614296,"Pronotogrammus eos","Bigeye bass","Pronotogrammus eos Bigeye bass"
614300,"Chaetodon lunulatus","Oval butterflyfish","Chaetodon lunulatus Oval butterflyfish"
614303,"Hemiramphus archipelagicus","Jumping halfbeak","Hemiramphus archipelagicus Jumping halfbeak"
614327,"Pterygotrigla picta","Spotted gurnard","Pterygotrigla picta Spotted gurnard"
614575,"Cyttus novaezealandiae","New Zealand dory","Cyttus novaezealandiae New Zealand dory"
614983,"Plesiops corallicola","Bluegill longfin","Plesiops corallicola Bluegill longfin"
615086,"Caprodon longimanus","Pink maomao","Caprodon longimanus Pink maomao"
658002,"Plectranthias kamii","Basslet","Plectranthias kamii Basslet"
615380,"Rhynchobatus australiae","Whitespotted wedgefish","Rhynchobatus australiae Whitespotted wedgefish"
615628,"Naso caesius","Gray unicornfish","Naso caesius Gray unicornfish"
616305,"Mesogobius batrachocephalus","Knout goby","Mesogobius batrachocephalus Knout goby"
616720,"Symbolophorus barnardi","Barnards lanternfish","Symbolophorus barnardi Barnards lanternfish"
617190,"Myripristis woodsi","Whitespot soldierfish","Myripristis woodsi Whitespot soldierfish"
617286,"Trachyscorpia cristulata echinata","Spiny scorpionfish","Trachyscorpia cristulata echinata Spiny scorpionfish"
617304,"Candidia barbata","Candidia barbata","Candidia barbata Candidia barbata"
617471,"Acanthurus gahhm","Black surgeonfish","Acanthurus gahhm Black surgeonfish"
622522,"Aseraggodes melanostictus","Mottled sole","Aseraggodes melanostictus Mottled sole"
622620,"Spaniblennius riodourensis","Rio de Oreo blenny","Spaniblennius riodourensis Rio de Oreo blenny"
623049,"Cheilopogon unicolor","Limpidwing flyingfish","Cheilopogon unicolor Limpidwing flyingfish"
623130,"Gymnothorax elegans","Elegant moray","Gymnothorax elegans Elegant moray"
623333,"Odontanthias borbonius","Checked swallowtail","Odontanthias borbonius Checked swallowtail"
624115,"Liparis tanakae","Tanaka's snailfish","Liparis tanakae Tanaka's snailfish"
624290,"Scolecenchelys australis","Shortfinned worm eel","Scolecenchelys australis Shortfinned worm eel"
625225,"Sicamugil cascasia","Yellowtail mullet","Sicamugil cascasia Yellowtail mullet"
625760,"Cirrhilabrus balteatus","Girdled wrasse","Cirrhilabrus balteatus Girdled wrasse"
625798,"Cryptocentrus caeruleomaculatus","Bluespeckled prawngoby","Cryptocentrus caeruleomaculatus Bluespeckled prawngoby"
626675,"Cilus gilberti","Corvina drum","Cilus gilberti Corvina drum"
627348,"Sargocentron lepros","Spiny squirrelfish","Sargocentron lepros Spiny squirrelfish"
628232,"Lepidotrigla brachyoptera","Scaly gurnard","Lepidotrigla brachyoptera Scaly gurnard"
690058,"Artemia salina","Brine shrimp","Artemia salina Brine shrimp"
690067,"Loligo vulgaris","European squid","Loligo vulgaris European squid"
690094,"Crassostrea corteziensis","Cortez oyster","Crassostrea corteziensis Cortez oyster"
690129,"Chlamys farreri","Farrer's scallop","Chlamys farreri Farrer's scallop"
690134,"Tridacna squamosa","Fluted giant clam","Tridacna squamosa Fluted giant clam"
690147,"Tridacna gigas","Giant clam","Tridacna gigas Giant clam"
690153,"Mactra veneriformis","Globose clam","Mactra veneriformis Globose clam"
690155,"Metapenaeus ensis","Greasyback shrimp","Metapenaeus ensis Greasyback shrimp"
690161,"Sagmariasus verreauxi","Green rock lobster","Sagmariasus verreauxi Green rock lobster"
690169,"Scapharca cornea","Halfcrenated ark","Scapharca cornea Halfcrenated ark"
690177,"Saccostrea cuccullata","Hooded oyster","Saccostrea cuccullata Hooded oyster"
690186,"Crassostrea madrasensis","Indian backwater oyster","Crassostrea madrasensis Indian backwater oyster"
690191,"Scapharca broughtoni","Inflated ark","Scapharca broughtoni Inflated ark"
690194,"Haliporoides sibogae","Jackknife shrimp","Haliporoides sibogae Jackknife shrimp"
690195,"Haliotis discus","Japanese abalone","Haliotis discus Japanese abalone"
690197,"Corbicula japonica","Japanese corbicula","Corbicula japonica Japanese corbicula"
690200,"Pinctada fucata","Japanese pearl oyster","Pinctada fucata Japanese pearl oyster"
690211,"Lithodes ferox","King crab","Lithodes ferox King crab"
690216,"Solenocera crassicornis","Coastal mud shrimp","Solenocera crassicornis Coastal mud shrimp"
690227,"Doryteuthis pealeii","Longfin inshore squid","Doryteuthis pealeii Longfin inshore squid"
690229,"Crassostrea belcheri","Lugubrious cupped oyster","Crassostrea belcheri Lugubrious cupped oyster"
690233,"Corbicula manilensis","Asiatic clam","Corbicula manilensis Asiatic clam"
690250,"Panulirus polyphagus","Mud spiny lobster","Panulirus polyphagus Mud spiny lobster"
690258,"Perna canaliculus","New Zealand green mussel","Perna canaliculus New Zealand green mussel"
690262,"Chlamys nobilis","Noble scallop","Chlamys nobilis Noble scallop"
690300,"Pteria penguin","Penguin wing oyster","Pteria penguin Penguin wing oyster"
690304,"Lobatus gigas","Pink conch","Lobatus gigas Pink conch"
690306,"Crassostrea angulata","Portuguese cupped oyster","Crassostrea angulata Portuguese cupped oyster"
690309,"Venerupis corrugata","Corrugated venus","Venerupis corrugata Corrugated venus"
690313,"Chionoecetes opilio","Snow crab","Chionoecetes opilio Snow crab"
690317,"Haliotis rufescens","Red abalone","Haliotis rufescens Red abalone"
690324,"Asterias rubens","Red starfish","Asterias rubens Red starfish"
690336,"Panulirus regius","Royal spiny lobster","Panulirus regius Royal spiny lobster"
690363,"Pinctada maxima","Silverlip pearl oyster","Pinctada maxima Silverlip pearl oyster"
690366,"Haliotis diversicolor","Small abalone","Haliotis diversicolor Small abalone"
690368,"Mactra glabrata","Smooth mactra","Mactra glabrata Smooth mactra"
690376,"Farfantepenaeus subtilis","Southern brown shrimp","Farfantepenaeus subtilis Southern brown shrimp"
690382,"Litopenaeus schmitti","Southern white shrimp","Litopenaeus schmitti Southern white shrimp"
690393,"Squilla biformis","Squilla biformis","Squilla biformis Squilla biformis"
690398,"Mactromeris polynyma","Arctic surfclam","Mactromeris polynyma Arctic surfclam"
690404,"Chamelea gallina","Striped venus","Chamelea gallina Striped venus"
690406,"Lithodes murrayi","Subantarctic stone crab","Lithodes murrayi Subantarctic stone crab"
690407,"Crassostrea rivularis","Suminoe oyster","Crassostrea rivularis Suminoe oyster"
690416,"Jasus tristani","Tristan da Cunha lobster","Jasus tristani Tristan da Cunha lobster"
690423,"Mimachlamys varia","Variegated scallop","Mimachlamys varia Variegated scallop"
690685,"Charonia lampas","Knobbed triton","Charonia lampas Knobbed triton"
690687,"Scrobicularia plana","Peppery furrow shell","Scrobicularia plana Peppery furrow shell"
690689,"Bolinus brandaris","Purple dye murex","Bolinus brandaris Purple dye murex"
690691,"Jasus paulensis","St. Paul rock lobster","Jasus paulensis St. Paul rock lobster"
690803,"Parribacus antarcticus","Sculptured mitten lobster","Parribacus antarcticus Sculptured mitten lobster"
690695,"Cyclina sinensis","Oriental cyclina","Cyclina sinensis Oriental cyclina"
690698,"Sinonovacula constricta","Chinese razor clam","Sinonovacula constricta Chinese razor clam"
690752,"Acanthocardia tuberculata","Tuberculate cockle","Acanthocardia tuberculata Tuberculate cockle"
690753,"Chaceon affinis","Deepsea red crab","Chaceon affinis Deepsea red crab"
690755,"Ensis siliqua","Sword razor shell","Ensis siliqua Sword razor shell"
690756,"Laevicardium crassum","Norwegian egg cockle","Laevicardium crassum Norwegian egg cockle"
690758,"Palaemonetes varians","Atlantic ditch shrimp","Palaemonetes varians Atlantic ditch shrimp"
690761,"Terebra areolata","Fly spotted auger","Terebra areolata Fly spotted auger"
690762,"Thalamita crenata","Crenate swimming crab","Thalamita crenata Crenate swimming crab"
690764,"Toxopneustes pileolus","Flower urchin","Toxopneustes pileolus Flower urchin"
690765,"Tripneustes gratilla","Shortspine urchin","Tripneustes gratilla Shortspine urchin"
690766,"Trochus niloticus","Commercial top","Trochus niloticus Commercial top"
690767,"Turbo setosus","Rough turban","Turbo setosus Rough turban"
690769,"Zosimus aeneus","Shallow reef crab","Zosimus aeneus Shallow reef crab"
690770,"Carpilius convexus","Red reef crab","Carpilius convexus Red reef crab"
690771,"Carpilius maculatus","Spotted reef crab","Carpilius maculatus Spotted reef crab"
690772,"Cassis cornuta","Horned helmet","Cassis cornuta Horned helmet"
690773,"Conus ebraeus","Hebrew cone","Conus ebraeus Hebrew cone"
690774,"Conus striatus","Striated cone","Conus striatus Striated cone"
690775,"Cypraea aurantium","Golden cowry","Cypraea aurantium Golden cowry"
690776,"Cypraea erosa","Eroded cowrie","Cypraea erosa Eroded cowrie"
690777,"Cypraea mappa","Map cowrie","Cypraea mappa Map cowrie"
690778,"Cypraea mauritiana","Humpback cowrie","Cypraea mauritiana Humpback cowrie"
690779,"Cypraea tigris","Tiger cowrie","Cypraea tigris Tiger cowrie"
690780,"Cypraea ventriculus","Tummy cowrie","Cypraea ventriculus Tummy cowrie"
690781,"Daldorfia horrida","Horrid elbow crab","Daldorfia horrida Horrid elbow crab"
690782,"Dardanus megistos","Whitespotted hermit","Dardanus megistos Whitespotted hermit"
690783,"Diadema savignyi","Savigny's long-spine sea urchin","Diadema savignyi Savigny's long-spine sea urchin"
690784,"Echinothrix calamaris","Blackbanded seaurchin","Echinothrix calamaris Blackbanded seaurchin"
690785,"Echinothrix diadema","Blue-black urchin","Echinothrix diadema Blue-black urchin"
690786,"Eriphia sebana","Smooth redeyed crab","Eriphia sebana Smooth redeyed crab"
690905,"Paralomis verrilli","Vermillion king crab","Paralomis verrilli Vermillion king crab"
690906,"Octopus cyanea","Big blue octopus","Octopus cyanea Big blue octopus"
690907,"Strombus taurus","Bull conch","Strombus taurus Bull conch"
690908,"Harpago chiragra","Chiragra spider conch","Harpago chiragra Chiragra spider conch"
690909,"Cittarium pica","West Indian top shell","Cittarium pica West Indian top shell"
690911,"Sepioteuthis sepioidea","Caribbean reef squid","Sepioteuthis sepioidea Caribbean reef squid"
690912,"Parapenaeopsis hardwickii","Spear shrimp","Parapenaeopsis hardwickii Spear shrimp"
690913,"Parapenaeopsis sculptilis","Rainbow shrimp","Parapenaeopsis sculptilis Rainbow shrimp"
690915,"Chionoecetes japonicus","Red snow crab","Chionoecetes japonicus Red snow crab"
600019,"Balistes vetula","Queen triggerfish","Balistes vetula Queen triggerfish"
600023,"Callionymus lyra","Dragonet","Callionymus lyra Dragonet"
600053,"Buglossidium luteum","Solenette","Buglossidium luteum Solenette"
600037,"Ammodytes marinus","Lesser sand-eel","Ammodytes marinus Lesser sand-eel"
600036,"Agonus cataphractus","Hooknose","Agonus cataphractus Hooknose"
600124,"Scomberomorus koreanus","Korean seerfish","Scomberomorus koreanus Korean seerfish"
290276,"Echinozoa","Sea urchins and sea cucumbers","Echinozoa Sea urchins and sea cucumbers"
601329,"Myoxocephalus scorpius","Shorthorn sculpin","Myoxocephalus scorpius Shorthorn sculpin"
605067,"Pagrus africanus","Southern common seabream","Pagrus africanus Southern common seabream"
612857,"Oligosarcus hepsetus","Pike characin","Oligosarcus hepsetus Pike characin"
607879,"Upeneus japonicus","Bensasi goatfish","Upeneus japonicus Bensasi goatfish"
606979,"Notolepis annulata","Ringed barracudina","Notolepis annulata Ringed barracudina"
663860,"Muraena augusti","Black moray","Muraena augusti Black moray"
613966,"Hippoglossina macrops","Bigeye flounder","Hippoglossina macrops Bigeye flounder"
601807,"Callionymus maculatus","Spotted dragonet","Callionymus maculatus Spotted dragonet"
655735,"Tomicodon chilensis","Smallsucker clingfish","Tomicodon chilensis Smallsucker clingfish"
651729,"Psychrolutes marmoratus","Fathead","Psychrolutes marmoratus Fathead"
690431,"Chaceon maritae","West African geryon","Chaceon maritae West African geryon"
690455,"Paralomis formosa","Formosan snow crab","Paralomis formosa Formosan snow crab"
690494,"Strongylocentrotus droebachiensis","Green sea urchin","Strongylocentrotus droebachiensis Green sea urchin"
690595,"Loligo forbesii","Veined squid","Loligo forbesii Veined squid"
690599,"Stramonita haemastoma","Hays rock shell","Stramonita haemastoma Hays rock shell"
690605,"Cerastoderma edule","Common cockle","Cerastoderma edule Common cockle"
690606,"Cervimunida johni","Carrot squat lobster","Cervimunida johni Carrot squat lobster"
690609,"Haliporoides diomedeae","Chilean knife shrimp","Haliporoides diomedeae Chilean knife shrimp"
690614,"Mithrax armatus","Armored spider crab","Mithrax armatus Armored spider crab"
690617,"Pandalus hypsinotus","Coonstriped shrimp","Pandalus hypsinotus Coonstriped shrimp"
690622,"Paralithodes platypus","Blue king crab","Paralithodes platypus Blue king crab"
690623,"Patinopecten yessoensis","Large weathervane scallop","Patinopecten yessoensis Large weathervane scallop"
690628,"Sicyonia ingentis","Ridgeback rock shrimp","Sicyonia ingentis Ridgeback rock shrimp"
690664,"Tresus nuttallii","Pacific gaper clam","Tresus nuttallii Pacific gaper clam"
690666,"Cardisoma guanhumi","Blue land crab","Cardisoma guanhumi Blue land crab"
690670,"Sepioteuthis lessoniana","Bigfin reef squid","Sepioteuthis lessoniana Bigfin reef squid"
690673,"Tridacna maxima","Maxima clam","Tridacna maxima Maxima clam"
690676,"Liocarcinus depurator","Blueleg swimcrab","Liocarcinus depurator Blueleg swimcrab"
690787,"Etisus splendidus","Splendid spooner","Etisus splendidus Splendid spooner"
690788,"Gafrarium tumidum","Tumid venus","Gafrarium tumidum Tumid venus"
690789,"Hexabranchus sanguineus","Spanish dancer","Hexabranchus sanguineus Spanish dancer"
690790,"Holothuria atra","Lollyfish","Holothuria atra Lollyfish"
690791,"Holothuria edulis","Pinkfish","Holothuria edulis Pinkfish"
690793,"Lambis lambis","Common spider conch","Lambis lambis Common spider conch"
690794,"Lambis truncata","Giant spider conch","Lambis truncata Giant spider conch"
690795,"Nerita versicolor","Plicate nerite","Nerita versicolor Plicate nerite"
690796,"Nerita polita","Polished nerite","Nerita polita Polished nerite"
690797,"Callistoctopus ornatus","Ornate octopus","Callistoctopus ornatus Ornate octopus"
690798,"Oratosquilla oratoria","Japanese squillid mantis shrimp","Oratosquilla oratoria Japanese squillid mantis shrimp"
690799,"Palinurellus wieneckii","Indo-Pacific furry lobster","Palinurellus wieneckii Indo-Pacific furry lobster"
690800,"Panulirus ornatus","Ornate spiny lobster","Panulirus ornatus Ornate spiny lobster"
690801,"Panulirus penicillatus","Pronghorn spiny lobster","Panulirus penicillatus Pronghorn spiny lobster"
690802,"Panulirus versicolor","Painted spiny lobster","Panulirus versicolor Painted spiny lobster"
690804,"Pinna bicolor","Bicolor pen shell","Pinna bicolor Bicolor pen shell"
690805,"Portunus sanguinolentus","Three-spot swimming crab","Portunus sanguinolentus Three-spot swimming crab"
690806,"Sepia latimanus","Broadclub cuttlefish","Sepia latimanus Broadclub cuttlefish"
690807,"Stichopus horrens","Selenka's sea cucumber","Stichopus horrens Selenka's sea cucumber"
690808,"Strombus gibberulus","Gibbose conch","Strombus gibberulus Gibbose conch"
690809,"Strombus luhuanus","Strawberry conch","Strombus luhuanus Strawberry conch"
690810,"Tectus pyramis","Pyramid top","Tectus pyramis Pyramid top"
690811,"Terebra crenulata","Crenulated auger","Terebra crenulata Crenulated auger"
690812,"Terebra maculata","Marlinspike","Terebra maculata Marlinspike"
690813,"Acanthopleura gemmata","Northern spined chiton","Acanthopleura gemmata Northern spined chiton"
690814,"Acanthopleura spinosa","Spiney chiton","Acanthopleura spinosa Spiney chiton"
690815,"Actinopyga obesa","Plump sea cucumber","Actinopyga obesa Plump sea cucumber"
690816,"Asaphis violascens","Pacific asaphis","Asaphis violascens Pacific asaphis"
690817,"Asaphis deflorata","Gaudy asaphis","Asaphis deflorata Gaudy asaphis"
690818,"Bohadschia argus","Leopard fish","Bohadschia argus Leopard fish"
690819,"Bohadschia marmorata","Chalky cucumber","Bohadschia marmorata Chalky cucumber"
690821,"Calappa hepatica","Box crab","Calappa hepatica Box crab"
690882,"Parribacus caledonicus","Caledonian mitten lobster","Parribacus caledonicus Caledonian mitten lobster"
690883,"Ranina ranina","Kona crab","Ranina ranina Kona crab"
690903,"Octopus maya","Mexican foureyed octopus","Octopus maya Mexican foureyed octopus"
690885,"Ovalipes ocellatus","Ocellate lady crab","Ovalipes ocellatus Ocellate lady crab"
690887,"Crassostrea tulipa","West African mangrove oyster","Crassostrea tulipa West African mangrove oyster"
690888,"Crassostrea sikamea","Kumamoto oyster","Crassostrea sikamea Kumamoto oyster"
690889,"Crassadoma gigantea","Giant rockscallop","Crassadoma gigantea Giant rockscallop"
690891,"Enteroctopus dofleini","North Pacific giant octopus","Enteroctopus dofleini North Pacific giant octopus"
690892,"Octopus minor","Long arm octopus","Octopus minor Long arm octopus"
690893,"Nodipecten nodosus","Lion's paw scallop","Nodipecten nodosus Lion's paw scallop"
690894,"Gomphina veneriformis","Gomphina veneriformis","Gomphina veneriformis Gomphina veneriformis"
690895,"Soletellina diphos","Diphos sanguin","Soletellina diphos Diphos sanguin"
690896,"Goneplax rhomboides","Goneplax rhomboides","Goneplax rhomboides Goneplax rhomboides"
690897,"Rapana venosa","Purple whelk","Rapana venosa Purple whelk"
690898,"Carpilius corallinus","Batwing coral crab","Carpilius corallinus Batwing coral crab"
690899,"Munida gregaria","Swarming squat lobster","Munida gregaria Swarming squat lobster"
690900,"Protrachypene precipua","Titi shrimp","Protrachypene precipua Titi shrimp"
690901,"Chaceon notialis","Red crab","Chaceon notialis Red crab"
604583,"Liza ramada","Thinlip grey mullet","Liza ramada Thinlip grey mullet"
604588,"Siganus guttatus","Goldlined spinefoot","Siganus guttatus Goldlined spinefoot"
604597,"Sebastiscus marmoratus","False kelpfish","Sebastiscus marmoratus False kelpfish"
604598,"Chelidonichthys spinosus","Spiny red gurnard","Chelidonichthys spinosus Spiny red gurnard"
604599,"Doederleinia berycoides","Rosy seabass","Doederleinia berycoides Rosy seabass"
604604,"Acipenser ruthenus","Sterlet sturgeon","Acipenser ruthenus Sterlet sturgeon"
604611,"Siganus corallinus","Bluespotted spinefoot","Siganus corallinus Bluespotted spinefoot"
604613,"Siganus luridus","Dusky spinefoot","Siganus luridus Dusky spinefoot"
