"TaxonKey","TaxonName","CommonName","stock"
604614,"Siganus argenteus","Streamlined spinefoot","Siganus argenteus Streamlined spinefoot"
604615,"Siganus sutor","Shoemaker spinefoot","Siganus sutor Shoemaker spinefoot"
604620,"Siganus punctatissimus","Peppered spinefoot","Siganus punctatissimus Peppered spinefoot"
604621,"Siganus punctatus","Goldspotted spinefoot","Siganus punctatus Goldspotted spinefoot"
604626,"Siganus randalli","Variegated spinefoot","Siganus randalli Variegated spinefoot"
604683,"Acipenser baerii","Siberian sturgeon","Acipenser baerii Siberian sturgeon"
604698,"Scatophagus argus","Spotted scat","Scatophagus argus Spotted scat"
604699,"Sargocentron diadema","Crown squirrelfish","Sargocentron diadema Crown squirrelfish"
604702,"Notothenia coriiceps","Black rockcod","Notothenia coriiceps Black rockcod"
604706,"Plotosus lineatus","Striped eel catfish","Plotosus lineatus Striped eel catfish"
604712,"Acipenser gueldenstaedtii","Danube sturgeon","Acipenser gueldenstaedtii Danube sturgeon"
604733,"Acanthurus nubilus","Bluelined surgeon","Acanthurus nubilus Bluelined surgeon"
604736,"Acanthurus guttatus","Whitespotted surgeonfish","Acanthurus guttatus Whitespotted surgeonfish"
604739,"Acanthurus nigrofuscus","Brown surgeonfish","Acanthurus nigrofuscus Brown surgeonfish"
604742,"Acanthurus pyroferus","Chocolate surgeonfish","Acanthurus pyroferus Chocolate surgeonfish"
604744,"Acanthurus olivaceus","Orangespot surgeonfish","Acanthurus olivaceus Orangespot surgeonfish"
604746,"Acanthurus maculiceps","White freckled surgeonfish","Acanthurus maculiceps White freckled surgeonfish"
604747,"Acanthurus nigricauda","Epaulette surgeonfish","Acanthurus nigricauda Epaulette surgeonfish"
604750,"Acanthurus blochii","Ringtail surgeonfish","Acanthurus blochii Ringtail surgeonfish"
604761,"Lagocephalus sceleratus","Silvercheeked toadfish","Lagocephalus sceleratus Silvercheeked toadfish"
604783,"Leuciscus aspius","Asp","Leuciscus aspius Asp"
604821,"Upeneus vittatus","Yellowstriped goatfish","Upeneus vittatus Yellowstriped goatfish"
604888,"Anampses caeruleopunctatus","Bluespotted wrasse","Anampses caeruleopunctatus Bluespotted wrasse"
604905,"Gymnothorax undulatus","Undulated moray","Gymnothorax undulatus Undulated moray"
604906,"Sargocentron punctatissimum","Speckled squirrelfish","Sargocentron punctatissimum Speckled squirrelfish"
603563,"Diapterus auratus","Irish mojarra","Diapterus auratus Irish mojarra"
603565,"Eucinostomus gracilis","Graceful mojarra","Eucinostomus gracilis Graceful mojarra"
603572,"Haemulon vittatum","Boga","Haemulon vittatum Boga"
603594,"Girella nigricans","Opaleye","Girella nigricans Opaleye"
603599,"Chaetodipterus zonatus","Pacific spadefish","Chaetodipterus zonatus Pacific spadefish"
603602,"Chaetodon capistratus","Foureye butterflyfish","Chaetodon capistratus Foureye butterflyfish"
603605,"Chaetodon sedentarius","Reef butterflyfish","Chaetodon sedentarius Reef butterflyfish"
603656,"Clepticus parrae","Creole wrasse","Clepticus parrae Creole wrasse"
603680,"Polydactylus approximans","Blue bobo","Polydactylus approximans Blue bobo"
603921,"Hyperoglyphe perciformis","Barrelfish","Hyperoglyphe perciformis Barrelfish"
603962,"Sebastes crameri","Darkblotched rockfish","Sebastes crameri Darkblotched rockfish"
603971,"Sebastes goodei","Chilipepper rockfish","Sebastes goodei Chilipepper rockfish"
603987,"Sebastes paucispinis","Bocaccio rockfish","Sebastes paucispinis Bocaccio rockfish"
604011,"Trachyscorpia cristulata cristulata","Atlantic thornyhead","Trachyscorpia cristulata cristulata Atlantic thornyhead"
604014,"Bellator militaris","Horned searobin","Bellator militaris Horned searobin"
604025,"Prionotus rubio","Blackwing searobin","Prionotus rubio Blackwing searobin"
604029,"Prionotus stephanophrys","Lumptail searobin","Prionotus stephanophrys Lumptail searobin"
604031,"Erilepis zonifer","Skilfish","Erilepis zonifer Skilfish"
604032,"Hexagrammos decagrammus","Kelp greenling","Hexagrammos decagrammus Kelp greenling"
604122,"Myoxocephalus quadricornis","Fourhorn sculpin","Myoxocephalus quadricornis Fourhorn sculpin"
604238,"Glyptocephalus zachirus","Rex sole","Glyptocephalus zachirus Rex sole"
604255,"Psettichthys melanostictus","Pacific sand sole","Psettichthys melanostictus Pacific sand sole"
604275,"Aluterus scriptus","Scribbled leatherjacket filefish","Aluterus scriptus Scribbled leatherjacket filefish"
604278,"Canthidermis maculata","Rough triggerfish","Canthidermis maculata Rough triggerfish"
605780,"Cheilodipterus artus","Wolf cardinalfish","Cheilodipterus artus Wolf cardinalfish"
605781,"Cheilodipterus macrodon","Largetoothed cardinalfish","Cheilodipterus macrodon Largetoothed cardinalfish"
605782,"Cheilodipterus singapurensis","Truncate cardinalfish","Cheilodipterus singapurensis Truncate cardinalfish"
605790,"Kuhlia mugil","Barred flagtail","Kuhlia mugil Barred flagtail"
605791,"Priacanthus hamrur","Moontail bullseye","Priacanthus hamrur Moontail bullseye"
605795,"Malacanthus brevirostris","Quakerfish","Malacanthus brevirostris Quakerfish"
605796,"Malacanthus latovittatus","Blue blanquillo","Malacanthus latovittatus Blue blanquillo"
605797,"Gazza achlamys","Smalltoothed ponyfish","Gazza achlamys Smalltoothed ponyfish"
605798,"Equulites stercorarius","Oblong slipmouth","Equulites stercorarius Oblong slipmouth"
605802,"Pempheris oualensis","Silver sweeper","Pempheris oualensis Silver sweeper"
605803,"Parapriacanthus ransonneti","Pigmy sweeper","Parapriacanthus ransonneti Pigmy sweeper"
605804,"Kyphosus bigibbus","Brown chub","Kyphosus bigibbus Brown chub"
605806,"Kyphosus vaigiensis","Brassy chub","Kyphosus vaigiensis Brassy chub"
605807,"Monodactylus argenteus","Silver moony","Monodactylus argenteus Silver moony"
605814,"Sebastapistes strongia","Barchin scorpionfish","Sebastapistes strongia Barchin scorpionfish"
605819,"Scorpaenodes guamensis","Guam scorpionfish","Scorpaenodes guamensis Guam scorpionfish"
605820,"Scorpaenopsis macrochir","Flasher scorpionfish","Scorpaenopsis macrochir Flasher scorpionfish"
605822,"Scorpaenopsis oxycephala","Tassled scorpionfish","Scorpaenopsis oxycephala Tassled scorpionfish"
605825,"Synanceia verrucosa","Stonefish","Synanceia verrucosa Stonefish"
605831,"Cirrhitus pinnulatus","Stocky hawkfish","Cirrhitus pinnulatus Stocky hawkfish"
605832,"Neocirrhites armatus","Flame hawkfish","Neocirrhites armatus Flame hawkfish"
605836,"Cantherhines dumerilii","Whitespotted filefish","Cantherhines dumerilii Whitespotted filefish"
605838,"Melichthys vidua","Pinktail triggerfish","Melichthys vidua Pinktail triggerfish"
605839,"Rhinecanthus aculeatus","White-banded triggerfish","Rhinecanthus aculeatus White-banded triggerfish"
605840,"Rhinecanthus rectangulus","Wedge-tail triggerfish","Rhinecanthus rectangulus Wedge-tail triggerfish"
605841,"Sargocentron microstoma","Smallmouth squirrelfish","Sargocentron microstoma Smallmouth squirrelfish"
605842,"Sufflamen chrysopterum","Halfmoon triggerfish","Sufflamen chrysopterum Halfmoon triggerfish"
605867,"Pentapodus caninus","Small-toothed whiptail","Pentapodus caninus Small-toothed whiptail"
605873,"Pentapodus trivittatus","Three-striped whiptail","Pentapodus trivittatus Three-striped whiptail"
605877,"Scolopsis lineata","Striped monocle bream","Scolopsis lineata Striped monocle bream"
605885,"Scolopsis bilineata","Two-lined monocle bream","Scolopsis bilineata Two-lined monocle bream"
605891,"Alopias pelagicus","Pelagic thresher","Alopias pelagicus Pelagic thresher"
605895,"Nebrius ferrugineus","Tawny nurse shark","Nebrius ferrugineus Tawny nurse shark"
605923,"Pseudocarcharias kamoharai","Crocodile shark","Pseudocarcharias kamoharai Crocodile shark"
690768,"Vasum turbinellum","Top vase","Vasum turbinellum Top vase"
605948,"Triakis megalopterus","Sharptooth houndshark","Triakis megalopterus Sharptooth houndshark"
605950,"Zanclus cornutus","Moorish idol","Zanclus cornutus Moorish idol"
605952,"Paracirrhites forsteri","Blackside hawkfish","Paracirrhites forsteri Blackside hawkfish"
605953,"Paracirrhites hemistictus","Whitespot hawkfish","Paracirrhites hemistictus Whitespot hawkfish"
605961,"Corythoichthys intestinalis","Scribbled pipefish","Corythoichthys intestinalis Scribbled pipefish"
605984,"Mulloidichthys vanicolensis","Yellowfin goatfish","Mulloidichthys vanicolensis Yellowfin goatfish"
605985,"Mulloidichthys pfluegeri","Orange goatfish","Mulloidichthys pfluegeri Orange goatfish"
605986,"Parupeneus barberinoides","Bicolor goatfish","Parupeneus barberinoides Bicolor goatfish"
605987,"Parupeneus barberinus","Dash-and-dot goatfish","Parupeneus barberinus Dash-and-dot goatfish"
605988,"Parupeneus trifasciatus","Doublebar goatfish","Parupeneus trifasciatus Doublebar goatfish"
605989,"Parupeneus ciliatus","Whitesaddle goatfish","Parupeneus ciliatus Whitesaddle goatfish"
605991,"Parupeneus heptacanthus","Cinnabar goatfish","Parupeneus heptacanthus Cinnabar goatfish"
605992,"Parupeneus indicus","Indian goatfish","Parupeneus indicus Indian goatfish"
605993,"Parupeneus multifasciatus","Manybar goatfish","Parupeneus multifasciatus Manybar goatfish"
605994,"Parupeneus pleurostigma","Sidespot goatfish","Parupeneus pleurostigma Sidespot goatfish"
605995,"Upeneus taeniopterus","Finstripe goatfish","Upeneus taeniopterus Finstripe goatfish"
606011,"Acanthurus nigricans","Whitecheek surgeonfish","Acanthurus nigricans Whitecheek surgeonfish"
606012,"Ctenochaetus binotatus","Twospot surgeonfish","Ctenochaetus binotatus Twospot surgeonfish"
606017,"Paracanthurus hepatus","Palette surgeonfish","Paracanthurus hepatus Palette surgeonfish"
606018,"Zebrasoma flavescens","Yellow tang","Zebrasoma flavescens Yellow tang"
606019,"Naso annulatus","Whitemargin unicornfish","Naso annulatus Whitemargin unicornfish"
606020,"Naso brachycentron","Humpback unicornfish","Naso brachycentron Humpback unicornfish"
606021,"Naso brevirostris","Spotted unicornfish","Naso brevirostris Spotted unicornfish"
606023,"Naso tuberosus","Humpnose unicornfish","Naso tuberosus Humpnose unicornfish"
606024,"Naso vlamingii","Bignose unicornfish","Naso vlamingii Bignose unicornfish"
606025,"Balistapus undulatus","Orangelined triggerfish","Balistapus undulatus Orangelined triggerfish"
606026,"Balistoides viridescens","Titan triggerfish","Balistoides viridescens Titan triggerfish"
606027,"Pseudobalistes flavimarginatus","Yellowmargin triggerfish","Pseudobalistes flavimarginatus Yellowmargin triggerfish"
606028,"Rhinecanthus verrucosus","Blackbelly triggerfish","Rhinecanthus verrucosus Blackbelly triggerfish"
606029,"Sufflamen bursa","Boomerang triggerfish","Sufflamen bursa Boomerang triggerfish"
606030,"Xanthichthys auromarginatus","Gilded triggerfish","Xanthichthys auromarginatus Gilded triggerfish"
606049,"Istiblennius edentulus","Rippled rockskipper","Istiblennius edentulus Rippled rockskipper"
606058,"Salarias fasciatus","Jewelled blenny","Salarias fasciatus Jewelled blenny"
606359,"Xanthichthys caeruleolineatus","Outrigger triggerfish","Xanthichthys caeruleolineatus Outrigger triggerfish"
606360,"Caranx papuensis","Brassy trevally","Caranx papuensis Brassy trevally"
606362,"Plectorhinchus albovittatus","Two-stripe sweetlips","Plectorhinchus albovittatus Two-stripe sweetlips"
606366,"Plectorhinchus gibbosus","Harry hotlips","Plectorhinchus gibbosus Harry hotlips"
606368,"Plectorhinchus obscurus","Giant sweetlips","Plectorhinchus obscurus Giant sweetlips"
606369,"Plectorhinchus vittatus","Indian Ocean oriental sweetlips","Plectorhinchus vittatus Indian Ocean oriental sweetlips"
606370,"Plectorhinchus picus","Painted sweetlip","Plectorhinchus picus Painted sweetlip"
606380,"Gymnothorax javanicus","Giant moray","Gymnothorax javanicus Giant moray"
606395,"Gymnothorax pictus","Peppered moray","Gymnothorax pictus Peppered moray"
606399,"Lactoria cornuta","Longhorn cowfish","Lactoria cornuta Longhorn cowfish"
605640,"Stethojulis bandanensis","Red shoulder wrasse","Stethojulis bandanensis Red shoulder wrasse"
605641,"Stethojulis strigiventer","Three-ribbon wrasse","Stethojulis strigiventer Three-ribbon wrasse"
605643,"Thalassoma hardwicke","Sixbar wrasse","Thalassoma hardwicke Sixbar wrasse"
605645,"Thalassoma lunare","Moon wrasse","Thalassoma lunare Moon wrasse"
605646,"Thalassoma lutescens","Yellow-brown wrasse","Thalassoma lutescens Yellow-brown wrasse"
605647,"Thalassoma purpureum","Surge wrasse","Thalassoma purpureum Surge wrasse"
605648,"Thalassoma quinquevittatum","Fivestripe wrasse","Thalassoma quinquevittatum Fivestripe wrasse"
605649,"Thalassoma trilobatum","Christmas wrasse","Thalassoma trilobatum Christmas wrasse"
605653,"Crenimugil crenilabis","Fringelip mullet","Crenimugil crenilabis Fringelip mullet"
605656,"Ellochelon vaigiensis","Squaretail mullet","Ellochelon vaigiensis Squaretail mullet"
605658,"Valamugil engeli","Kanda","Valamugil engeli Kanda"
605659,"Moolgarda seheli","Bluespot mullet","Moolgarda seheli Bluespot mullet"
605675,"Chromis margaritifer","Bicolor chromis","Chromis margaritifer Bicolor chromis"
605677,"Chromis ternatensis","Ternate chromis","Chromis ternatensis Ternate chromis"
605679,"Chromis viridis","Bluegreen damselfish","Chromis viridis Bluegreen damselfish"
605687,"Abudefduf septemfasciatus","Banded sergeant","Abudefduf septemfasciatus Banded sergeant"
605688,"Abudefduf sexfasciatus","Scissortail sergeant","Abudefduf sexfasciatus Scissortail sergeant"
605689,"Abudefduf sordidus","Blackspot sergeant","Abudefduf sordidus Blackspot sergeant"
690081,"Aulacomya ater","Chilean ribbed mussel","Aulacomya ater Chilean ribbed mussel"
605693,"Chrysiptera biocellata","Twinspot damselfish","Chrysiptera biocellata Twinspot damselfish"
605696,"Chrysiptera glauca","Grey demoiselle","Chrysiptera glauca Grey demoiselle"
605712,"Plectroglyphidodon lacrymatus","Whitespotted devil","Plectroglyphidodon lacrymatus Whitespotted devil"
605713,"Plectroglyphidodon leucozonus","Singlebar devil","Plectroglyphidodon leucozonus Singlebar devil"
605715,"Pomacentrus amboinensis","Ambon damsel","Pomacentrus amboinensis Ambon damsel"
605726,"Pomacentrus pavo","Sapphire damsel","Pomacentrus pavo Sapphire damsel"
605730,"Pomacentrus vaiuli","Ocellate damselfish","Pomacentrus vaiuli Ocellate damselfish"
605733,"Sphyraena acutipinnis","Sharpfin barracuda","Sphyraena acutipinnis Sharpfin barracuda"
605734,"Sphyraena forsteri","Bigeye barracuda","Sphyraena forsteri Bigeye barracuda"
605736,"Sphyraena novaehollandiae","Australian barracuda","Sphyraena novaehollandiae Australian barracuda"
605737,"Platax orbicularis","Orbicular batfish","Platax orbicularis Orbicular batfish"
605738,"Platax pinnatus","Dusky batfish","Platax pinnatus Dusky batfish"
605739,"Platax teira","Longfin batfish","Platax teira Longfin batfish"
605740,"Apogonichthys ocellatus","Ocellated cardinalfish","Apogonichthys ocellatus Ocellated cardinalfish"
605748,"Apogon trimaculatus","Three-spot cardinalfish","Apogon trimaculatus Three-spot cardinalfish"
605752,"Apogon coccineus","Ruby cardinalfish","Apogon coccineus Ruby cardinalfish"
605756,"Apogon exostigma","Narrowstripe cardinalfish","Apogon exostigma Narrowstripe cardinalfish"
605758,"Apogon kallopterus","Iridescent cardinalfish","Apogon kallopterus Iridescent cardinalfish"
605761,"Ostorhinchus lateralis","Humpback cardinal","Ostorhinchus lateralis Humpback cardinal"
605763,"Nectamia bandanensis","Bigeye cardinalfish","Nectamia bandanensis Bigeye cardinalfish"
605764,"Nectamia savayensis","Samoan cardinalfish","Nectamia savayensis Samoan cardinalfish"
605765,"Apogon guamensis","Guam cardinalfish","Apogon guamensis Guam cardinalfish"
605766,"Apogon angustatus","Broadstriped cardinalfish","Apogon angustatus Broadstriped cardinalfish"
605767,"Apogon taeniophorus","Reef-flat cardinalfish","Apogon taeniophorus Reef-flat cardinalfish"
605768,"Apogon novemfasciatus","Sevenstriped cardinalfish","Apogon novemfasciatus Sevenstriped cardinalfish"
605772,"Zoramia gilberti","Gilberts cardinalfish","Zoramia gilberti Gilberts cardinalfish"
605774,"Zoramia perlita","Pearly cardinalfish","Zoramia perlita Pearly cardinalfish"
607700,"Gerres methueni","Striped silver biddy","Gerres methueni Striped silver biddy"
607710,"Hyporhamphus affinis","Tropical halfbeak","Hyporhamphus affinis Tropical halfbeak"
607714,"Sargocentron praslin","Darkstriped squirrelfish","Sargocentron praslin Darkstriped squirrelfish"
607715,"Kuhlia rupestris","Rock flagtail","Kuhlia rupestris Rock flagtail"
607773,"Myripristis amaena","Brick soldierfish","Myripristis amaena Brick soldierfish"
607848,"Apogon amboinensis","Ambon cardinalfish","Apogon amboinensis Ambon cardinalfish"
607897,"Sorsogona prionota","Halfspined flathead","Sorsogona prionota Halfspined flathead"
607937,"Sphyraena flavicauda","Yellowtail barracuda","Sphyraena flavicauda Yellowtail barracuda"
607938,"Sphyraena putnamae","Sawtooth barracuda","Sphyraena putnamae Sawtooth barracuda"
