iucn_sid,sciname,year,old_cat,cat,cat_score,iucn_version
199115,Callechelys guineensis,2015,LC,LC,0,2025-1
199118,Diastobranchus capensis,2023,VU,VU,0.4,2025-1
199120,Apterichtus orientalis,2022,LC,LC,0,2025-1
199123,Atractodenchelys robinsorum,2022,DD,DD,NA,2025-1
199125,Dalophis obtusirostris,2015,DD,DD,NA,2025-1
199126,Ariosoma nigrimanum,2019,DD,DD,NA,2025-1
199127,Cirrhimuraena chinensis,2022,LC,LC,0,2025-1
199130,Heteroconger chapmani,2019,DD,DD,NA,2025-1
199131,Scolecenchelys chilensis,2022,LC,LC,0,2025-1
199132,Ophichthus bonaparti,2022,LC,LC,0,2025-1
199133,Ariosoma marginatum,2019,LC,LC,0,2025-1
199134,Thermobiotes mytilogeiton,2022,LC,LC,0,2025-1
199136,Gnathophis habenatus,2019,LC,LC,0,2025-1
199137,Facciolella equatorialis,2022,LC,LC,0,2025-1
199138,Muraenichthys thompsoni,2023,LC,LC,0,2025-1
199139,Pseudomyrophis atlanticus,2015,LC,LC,0,2025-1
199143,Lumiconger arafura,2019,LC,LC,0,2025-1
199145,Scolecenchelys breviceps,2022,LC,LC,0,2025-1
199146,Pisodonophis semicinctus,2015,LC,LC,0,2025-1
199151,Caecula pterygera,2022,DD,DD,NA,2025-1
199152,Scolecenchelys nicholsarum,2022,LC,LC,0,2025-1
199153,Scolecenchelys godeffroyi,2022,DD,DD,NA,2025-1
199156,Phaenomonas longissima,2015,LC,LC,0,2025-1
199157,Gordiichthys leibyi,2015,LC,LC,0,2025-1
199158,Apterichtus australis,2022,LC,LC,0,2025-1
199160,Gnathophis castlei,2019,LC,LC,0,2025-1
199161,Pseudophichthys splendens,2015,LC,LC,0,2025-1
199165,Saurenchelys finitima,2022,LC,LC,0,2025-1
199169,Hoplunnis punctata,2015,LC,LC,0,2025-1
199170,Gnathophis heterolinea,2019,DD,DD,NA,2025-1
199171,Ophisurus macrorhynchos,2022,LC,LC,0,2025-1
199172,Gnathophis umbrellabius,2019,LC,LC,0,2025-1
199174,Kenyaconger heemstrai,2019,DD,DD,NA,2025-1
199177,Heteroconger obscurus,2019,LC,LC,0,2025-1
199178,Congresox talabon,2022,LC,LC,0,2025-1
199179,Muraenichthys sibogae,2023,LC,LC,0,2025-1
199180,Paraconger notialis,2015,LC,LC,0,2025-1
199181,Glenoglossa wassi,2022,LC,LC,0,2025-1
199182,Cirricaecula macdowelli,2022,DD,DD,NA,2025-1
199183,Ophichthus macrops,2022,DD,DD,NA,2025-1
199187,Stemonidium hypomelas,2015,LC,LC,0,2025-1
199189,Dalophis multidentatus,2015,DD,DD,NA,2025-1
199190,Yirrkala moorei,2022,LC,LC,0,2025-1
199191,Bathycongrus aequoreus,2019,LC,LC,0,2025-1
199192,Quassiremus polyclitellum,2022,LC,LC,0,2025-1
199194,Ophichthus rutidoderma,2022,DD,DD,NA,2025-1
199198,Heteroconger luteolus,2015,LC,LC,0,2025-1
199200,Conger cinereus,2019,LC,LC,0,2025-1
199204,Muraenichthys schultzei,2022,LC,LC,0,2025-1
199205,Paraconger caudilimbatus,2015,LC,LC,0,2025-1
199207,Gorgasia taiwanensis,2019,LC,LC,0,2025-1
199208,Bathycongrus bullisi,2019,LC,LC,0,2025-1
199210,Ilyophis robinsae,2022,DD,DD,NA,2025-1
199212,Brachysomophis crocodilinus,2022,LC,LC,0,2025-1
199214,Brachysomophis umbonis,2022,DD,DD,NA,2025-1
199217,Ophichthus cylindroideus,2015,LC,LC,0,2025-1
199219,Ichthyapus keramanus,2022,DD,DD,NA,2025-1
199221,Aplatophis chauliodus,2015,LC,LC,0,2025-1
199223,Rhynchoconger flavus,2015,LC,LC,0,2025-1
199229,Ophichthus lithinus,2022,LC,LC,0,2025-1
199232,Ophichthus puncticeps,2015,LC,LC,0,2025-1
199238,Echelus uropterus,2022,LC,LC,0,2025-1
199239,Parabathymyrus macrophthalmus,2019,LC,LC,0,2025-1
199240,Apterichtus monodi,2015,LC,LC,0,2025-1
199241,Apterichtus gracilis,2015,DD,DD,NA,2025-1
199245,Scolecenchelys acutirostris,2022,LC,LC,0,2025-1
199246,Callechelys catostoma,2022,LC,LC,0,2025-1
199247,Scalanago lateralis,2019,LC,LC,0,2025-1
199249,Histiobranchus bathybius,2015,DD,DD,NA,2025-1
199250,Benthenchelys indicus,2022,LC,LC,0,2025-1
199252,Facciolella castlei,2022,DD,DD,NA,2025-1
199253,Kertomichthys blastorhinos,2022,DD,DD,NA,2025-1
199254,Brachysomophis cirrocheilos,2022,LC,LC,0,2025-1
199255,Callechelys papulosa,2022,LC,LC,0,2025-1
199256,Gordiichthys randalli,2015,LC,LC,0,2025-1
199258,Ophichthus apicalis,2022,LC,LC,0,2025-1
199259,Gordiichthys ergodes,2015,DD,DD,NA,2025-1
199261,Yirrkala misolensis,2022,LC,LC,0,2025-1
199263,Skythrenchelys macrostomus,2022,LC,LC,0,2025-1
199264,Uroconger lepturus,2019,LC,LC,0,2025-1
199266,Congrhynchus talabonoides,2019,LC,LC,0,2025-1
199267,Gordiichthys irretitus,2015,LC,LC,0,2025-1
199268,Bathycongrus bleekeri,2019,DD,DD,NA,2025-1
199270,Gnathophis bracheatopos,2015,LC,LC,0,2025-1
199271,Myrichthys magnificus,2022,LC,LC,0,2025-1
199272,Echiophis punctifer,2015,LC,LC,0,2025-1
199274,Scolecenchelys macroptera,2022,LC,LC,0,2025-1
199276,Cirrhimuraena inhacae,2022,DD,DD,NA,2025-1
199277,Ichthyapus vulturis,2022,LC,LC,0,2025-1
199278,Dysomma anguillare,2015,LC,LC,0,2025-1
199279,Ariosoma mellissii,2015,DD,DD,NA,2025-1
199282,Ariosoma megalops,2019,DD,DD,NA,2025-1
199283,Conger wilsoni,2019,LC,LC,0,2025-1
199284,Nettenchelys erroriensis,2022,DD,DD,NA,2025-1
199286,Ichthyapus acuticeps,2022,DD,DD,NA,2025-1
199287,Apterichtus ansp,2015,LC,LC,0,2025-1
199289,Apterichtus klazingai,2022,LC,LC,0,2025-1
199290,Xyrias revulsus,2022,LC,LC,0,2025-1
199292,Luthulenchelys heemstraorum,2022,DD,DD,NA,2025-1
199293,Congresox talabonoides,2022,LC,LC,0,2025-1
199295,Gorgasia japonica,2019,LC,LC,0,2025-1
199297,Venefica procera,2022,LC,LC,0,2025-1
199298,Ariosoma kapala,2019,DD,DD,NA,2025-1
199299,Ophichthus macrochir,2022,LC,LC,0,2025-1
199302,Bascanichthys scuticaris,2015,LC,LC,0,2025-1
199309,Schultzidia retropinnis,2022,LC,LC,0,2025-1
199310,Ophichthus echeloides,2022,DD,DD,NA,2025-1
199311,Ahlia egmontis,2015,LC,LC,0,2025-1
199312,Conger triporiceps,2015,LC,LC,0,2025-1
199313,Ilyophis saldanhai,2022,LC,LC,0,2025-1
199314,Echelus pachyrhynchus,2015,LC,LC,0,2025-1
199315,Scolecenchelys xorae,2022,LC,LC,0,2025-1
199316,Bascanichthys deraniyagalai,2023,DD,DD,NA,2025-1
199317,Neenchelys buitendijki,2023,LC,LC,0,2025-1
199319,Gnathophis longicauda,2019,LC,LC,0,2025-1
199320,Myrophis microchir,2022,LC,LC,0,2025-1
199321,Serrivomer sector,2022,LC,LC,0,2025-1
199323,Nemichthys curvirostris,2015,LC,LC,0,2025-1
199324,Callechelys leucoptera,2015,LC,LC,0,2025-1
199325,Scolecenchelys cookei,2022,LC,LC,0,2025-1
199328,Pseudomyrophis nimius,2015,LC,LC,0,2025-1
199329,Meadia abyssalis,2022,LC,LC,0,2025-1
199330,Apterichtus flavicaudus,2022,LC,LC,0,2025-1
199332,Saurenchelys taiwanensis,2022,LC,LC,0,2025-1
199333,Ariosoma shiroanago,2019,LC,LC,0,2025-1
199335,Gnathophis andriashevi,2019,LC,LC,0,2025-1
199336,Heteroconger polyzona,2019,LC,LC,0,2025-1
199337,Bascanichthys ceciliae,2015,LC,LC,0,2025-1
199339,Schismorhynchus labialis,2022,LC,LC,0,2025-1
199340,Callechelys marmorata,2022,LC,LC,0,2025-1
199341,Muraenesox bagio,2022,LC,LC,0,2025-1
199342,Ophichthus rex,2015,LC,LC,0,2025-1
199344,Muraenesox cinereus,2021,LC,LC,0,2025-1
199345,Brachysomophis henshawi,2022,LC,LC,0,2025-1
199347,Caralophia loxochila,2015,LC,LC,0,2025-1
199351,Allips concolor,2023,DD,DD,NA,2025-1
199352,Heteroconger lentiginosus,2019,LC,LC,0,2025-1
199353,Avocettina paucipora,2022,LC,LC,0,2025-1
199354,Serrivomer garmani,2022,LC,LC,0,2025-1
199355,Myrophis platyrhynchus,2015,DD,DD,NA,2025-1
199357,Hemerorhinus heyningi,2022,DD,DD,NA,2025-1
199358,Benthenchelys cartieri,2022,LC,LC,0,2025-1
199360,Paraconger macrops,2015,DD,DD,NA,2025-1
199361,Bascanichthys bascanium,2015,LC,LC,0,2025-1
199362,Apterichtus moseri,2022,LC,LC,0,2025-1
199363,Dalophis cephalopeltis,2020,LC,LC,0,2025-1
199364,Hoplunnis diomediana,2015,LC,LC,0,2025-1
199367,Phyllophichthus xenodontus,2022,LC,LC,0,2025-1
199369,Ichthyapus platyrhynchus,2022,LC,LC,0,2025-1
199370,Heteroconger camelopardalis,2015,LC,LC,0,2025-1
199371,Acromycter alcocki,2019,LC,LC,0,2025-1
199372,Ophichthus erabo,2022,LC,LC,0,2025-1
199373,Venefica proboscidea,2015,LC,LC,0,2025-1
199378,Ariosoma coquettei,2019,LC,LC,0,2025-1
199382,Histiobranchus bruuni,2022,LC,LC,0,2025-1
199383,Nettastoma parviceps,2022,LC,LC,0,2025-1
199384,Myrophis lepturus,2022,DD,DD,NA,2025-1
199386,Gnathophis parini,2019,LC,LC,0,2025-1
199387,Ophichthus cephalozona,2022,LC,LC,0,2025-1
199388,Paraconger ophichthys,2019,DD,DD,NA,2025-1
199389,Bassanago hirsutus,2019,LC,LC,0,2025-1
199390,Callechelys muraena,2015,LC,LC,0,2025-1
199391,Conger oceanicus,2015,LC,LC,0,2025-1
199393,Gorgasia barnesi,2019,LC,LC,0,2025-1
199394,Gnathophis smithi,2019,LC,LC,0,2025-1
199396,Ophichthus maculatus,2014,DD,DD,NA,2025-1
199398,Quassiremus ascensionis,2015,DD,DD,NA,2025-1
199399,Myrichthys xysturus,2023,LC,LC,0,2025-1
199400,Ariosoma scheelei,2019,LC,LC,0,2025-1
199401,Nessorhamphus ingolfianus,2015,LC,LC,0,2025-1
199403,Phaenomonas cooperae,2022,LC,LC,0,2025-1
199404,Cirrhimuraena calamus,2022,DD,DD,NA,2025-1
199406,Gorgasia cotroneii,2019,DD,DD,NA,2025-1
199411,Gorgasia preclara,2019,LC,LC,0,2025-1
199413,Gnathophis codoniphorus,2015,DD,DD,NA,2025-1
199416,Heteroconger balteatus,2019,DD,DD,NA,2025-1
199418,Gorgasia galzini,2019,LC,LC,0,2025-1
199419,Bassanago bulbiceps,2019,LC,LC,0,2025-1
199622,Aurigequula fasciata,2017,LC,LC,0,2025-1
199624,Eubleekeria splendens,2012,LC,LC,0,2025-1
199648,Grammonus minutus,2020,DD,DD,NA,2025-1
199651,Cirripectes heemstraorum,2014,LC,LC,0,2025-1
199653,Eviota ancora,2019,LC,LC,0,2025-1
199654,Eviota rubriguttata,2024,LC,LC,0,2025-1
199656,Mulloidichthys ayliffe,2020,LC,LC,0,2025-1
199658,Perulibatrachus aquilonarius,2024,DD,DD,NA,2025-1
199659,Albula koreana,2012,DD,DD,NA,2025-1
199660,Upeneus randalli,2020,LC,LC,0,2025-1
199661,Trimma maiandros,2016,LC,LC,0,2025-1
199671,Dichotomyctere erythrotaenia,2020,LC,LC,0,2025-1
199723,Hemidactylus forbesii,2011,LC,LC,0,2025-1
199855,Halieutichthys intermedius,2015,LC,LC,0,2025-1
199932,Hemiscyllium freycineti,2021,NT,NT,0.2,2025-1
199965,Bilacunaria caspia,2014,EN,EN,0.6,2025-1
200714,Holothuria inornata,2013,DD,DD,NA,2025-1
200715,Holothuria fuscogilva,2013,VU,VU,0.4,2025-1
200787,Striostrea margaritacea,2017,LC,LC,0,2025-1
200790,Bathymodiolus puteoserpentis,2020,EN,EN,0.6,2025-1
200849,Bathymodiolus azoricus,2020,LC,LC,0,2025-1
200866,Alectryonella plicatula,2017,DD,DD,NA,2025-1
200901,Gigantidas horikoshii,2020,CR,CR,0.8,2025-1
200950,Saccostrea kegaki,2017,LC,LC,0,2025-1
200957,Ostrea atherstonei,2017,DD,DD,NA,2025-1
200958,Gigantidas taiwanensis,2021,EN,EN,0.6,2025-1
200959,Bathymodiolus brevior,2020,VU,VU,0.4,2025-1
200966,Ostrea futamiensis,2017,DD,DD,NA,2025-1
200988,Ostrea libella,2017,DD,DD,NA,2025-1
201004,Bathymodiolus elongatus,2020,VU,VU,0.4,2025-1
201031,Ostrea conchaphila,2017,DD,DD,NA,2025-1
201041,Saccostrea spathulata,2017,DD,DD,NA,2025-1
201075,Bathymodiolus septemdierum,2020,EN,EN,0.6,2025-1
201085,Bathymodiolus marisindicus,2019,VU,VU,0.4,2025-1
201096,Vulcanidas insolatus,2021,VU,VU,0.4,2025-1
201098,Crassostrea tulipa,2020,LC,LC,0,2025-1
201106,Ostrea algoensis,2017,DD,DD,NA,2025-1
201121,Saccostrea scyphophilla,2017,LC,LC,0,2025-1
201141,Nicaisolopha tridacnaeformis,2017,DD,DD,NA,2025-1
201159,Anomiostrea coralliophila,2017,DD,DD,NA,2025-1
201164,Bathymodiolus manusensis,2020,EN,EN,0.6,2025-1
201194,Talonostrea talonata,2017,DD,DD,NA,2025-1
201244,Saccostrea malabonensis,2017,LC,LC,0,2025-1
201249,Planostrea pestigris,2017,LC,LC,0,2025-1
201281,Gigantidas gladius,2021,VU,VU,0.4,2025-1
201946,Alosa aestivalis,2013,VU,VU,0.4,2025-1
201947,Alosa mediocris,2013,LC,LC,0,2025-1
201948,Alosa pseudoharengus,2013,LC,LC,0,2025-1
201996,Ilisha obfuscata,2017,DD,DD,NA,2025-1
201997,Pellona dayi,2017,DD,DD,NA,2025-1
201999,Thryssa kammalensoides,2018,DD,DD,NA,2025-1
202000,Thryssa polybranchialis,2018,DD,DD,NA,2025-1
202001,Thryssa stenosoma,2017,DD,DD,NA,2025-1
202007,Parascolopsis boesemani,2019,LC,LC,0,2025-1
202008,Upeneus indicus,2020,DD,DD,NA,2025-1
202018,Acentrogobius ennorensis,2019,DD,DD,NA,2025-1
202019,Acentrogobius griseus,2020,VU,VU,0.4,2025-1
202021,Callogobius andamanensis,2025,DD,DD,NA,2025-1
202022,Callogobius seshaiyai,2019,DD,DD,NA,2025-1
202024,Awaous fluviatilis,2019,DD,DD,NA,2025-1
202026,Egglestonichthys melanoptera,2019,LC,LC,0,2025-1
202027,Gobiopsis woodsi,2019,LC,LC,0,2025-1
202030,Oxyurichthys paulae,2020,DD,DD,NA,2025-1
202031,Parapocryptes rictuosus,2020,DD,DD,NA,2025-1
202032,Silhouettea indica,2019,DD,DD,NA,2025-1
202037,Cynoglossus dubius,2020,DD,DD,NA,2025-1
202038,Cynoglossus macrostomus,2020,VU,VU,0.4,2025-1
202039,Zebrias annandalei,2020,DD,DD,NA,2025-1
202042,Lalmohania velutina,2019,LC,LC,0,2025-1
202053,Dentiraja polyommata,2015,LC,LC,0,2025-1
202381,Fundulus diaphanus,2013,LC,LC,0,2025-1
202394,Gambusia holbrooki,2013,LC,LC,0,2025-1
202395,Heterandria formosa,2013,LC,LC,0,2025-1
202398,Lucania goodei,2013,LC,LC,0,2025-1
202405,Microgadus tomcod,2013,LC,LC,0,2025-1
202406,Syngnathus scovelli,2015,LC,LC,0,2025-1
202413,Osmerus mordax,2013,LC,LC,0,2025-1
202415,Thaleichthys pacificus,2013,LC,LC,0,2025-1
202560,Lepomis punctatus,2013,LC,LC,0,2025-1
202566,Morone mississippiensis,2013,LC,LC,0,2025-1
202625,Lampetra ayresii,2013,LC,LC,0,2025-1
202632,Paralichthys lethostigma,2015,NT,NT,0.2,2025-1
202634,Coregonus laurettae,2024,LC,LC,0,2025-1
202636,Oncorhynchus gorbuscha,2024,LC,LC,0,2025-1
202637,Oncorhynchus keta,2024,LC,LC,0,2025-1
202638,Oncorhynchus kisutch,2024,LC,LC,0,2025-1
202639,Oncorhynchus tshawytscha,2024,LC,LC,0,2025-1
202647,Salvelinus malma,2024,LC,LC,0,2025-1
202649,Cottus aleuticus,2013,LC,LC,0,2025-1
202670,Leptocottus armatus,2014,LC,LC,0,2025-1
202833,Awaous ocellaris,2019,LC,LC,0,2025-1
202909,Achillea millefolium,2012,LC,LC,0,2025-1
202921,Althaea officinalis,2013,LC,LC,0,2025-1
202926,Angelica archangelica,2014,LC,LC,0,2025-1
202932,Artemisia absinthium,2012,LC,LC,0,2025-1
202975,Stellaria media,2012,LC,LC,0,2025-1
202996,Sedum acre,2012,LC,LC,0,2025-1
202999,Cochlearia officinalis,2013,LC,LC,0,2025-1
203075,Phyllodactylus palmeus,2019,LC,LC,0,2025-1
203393,Polygonum aviculare,2012,LC,LC,0,2025-1
203395,Rumex acetosella,2012,LC,LC,0,2025-1
203423,Sillago sihama,2016,LC,LC,0,2025-1
203483,Solanum dulcamara,2012,LC,LC,0,2025-1
203487,Crithmum maritimum,2014,LC,LC,0,2025-1
13145780,Allium telmatum,2017,NT,NT,0.2,2025-1
13148003,Drimia undata,2018,LC,LC,0,2025-1
13152076,Tarentola maioensis,2013,LC,LC,0,2025-1
13164076,Romulea ligustica,2018,LC,LC,0,2025-1
13168143,Puccinellia iberica,2018,LC,LC,0,2025-1
13168390,Trisetaria dufourei,2018,LC,LC,0,2025-1
13306686,Colletes halophilus,2013,NT,NT,0.2,2025-1
13306829,Colletes impunctatus,2013,VU,VU,0.4,2025-1
13458323,Synagrops bellus,2015,LC,LC,0,2025-1
13458375,Synagrops microlepis,2015,LC,LC,0,2025-1
13462250,Guentherus altivela,2015,LC,LC,0,2025-1
13462411,Atherina lopeziana,2015,DD,DD,NA,2025-1
13462434,Aulopus cadenati,2015,LC,LC,0,2025-1
13462557,Chlorophthalmus atlanticus,2019,LC,LC,0,2025-1
13462566,Chlorophthalmus punctatus,2019,LC,LC,0,2025-1
13462713,Evermannella melanoderma,2015,LC,LC,0,2025-1
13462737,Gigantura chuni,2015,LC,LC,0,2025-1
13462748,Bathypterois atricolor,2015,LC,LC,0,2025-1
13462757,Bathypterois phenax,2015,LC,LC,0,2025-1
13462760,Bathypterois quadrifilis,2015,LC,LC,0,2025-1
13462763,Bathypterois viridensis,2015,LC,LC,0,2025-1
13462771,Bathytyphlops marionae,2015,LC,LC,0,2025-1
13485141,Ahliesaurus berryi,2015,LC,LC,0,2025-1
13485161,Luciosudis normani,2015,LC,LC,0,2025-1
13485167,Scopelosaurus argenteus,2015,LC,LC,0,2025-1
13485284,Scopelosaurus meadi,2015,LC,LC,0,2025-1
13485312,Omosudis lowii,2015,LC,LC,0,2025-1
13485395,Dolichosudis fuliginosa,2015,LC,LC,0,2025-1
13485398,Lestidiops affinis,2015,LC,LC,0,2025-1
13485411,Lestidiops cadenati,2015,LC,LC,0,2025-1
13485622,Lestrolepis intermedia,2015,LC,LC,0,2025-1
13485631,Macroparalepis affinis,2015,LC,LC,0,2025-1
13485635,Magnisudis atlantica,2015,LC,LC,0,2025-1
13485675,Benthalbella infans,2015,LC,LC,0,2025-1
13485856,Scopelarchus guentheri,2015,LC,LC,0,2025-1
13486028,Saurida brasiliensis,2015,LC,LC,0,2025-1
13486169,Synodus synodus,2015,LC,LC,0,2025-1
13486222,Batrachoides liberiensis,2015,LC,LC,0,2025-1
13486247,Chatrabus melanurus,2024,LC,LC,0,2025-1
13486345,Perulibatrachus elminensis,2015,LC,LC,0,2025-1
13486360,Perulibatrachus rossignoli,2015,LC,LC,0,2025-1
13486514,Ablennes hians,2015,LC,LC,0,2025-1
13487141,Strongylura senegalensis,2015,LC,LC,0,2025-1
13487690,Cheilopogon milleri,2015,LC,LC,0,2025-1
13487700,Cheilopogon nigricans,2015,LC,LC,0,2025-1
13487733,Fodiator acutus,2015,LC,LC,0,2025-1
13487740,Hirundichthys affinis,2015,LC,LC,0,2025-1
13487811,Parexocoetus mento,2015,LC,LC,0,2025-1
13487874,Prognichthys gibbifrons,2015,LC,LC,0,2025-1
13490727,Cenchrus macrourus,2018,LC,LC,0,2025-1
13491788,Spartina alterniflora,2016,LC,LC,0,2025-1
14134429,Gymnura marmorata,2020,NT,NT,0.2,2025-1
14134431,Gymnura crebripunctata,2020,NT,NT,0.2,2025-1
15147715,Alepocephalus agassizii,2015,LC,LC,0,2025-1
15147725,Alepocephalus australis,2015,LC,LC,0,2025-1
15147740,Alepocephalus bairdii,2015,DD,DD,NA,2025-1
15147791,Asquamiceps hjorti,2015,LC,LC,0,2025-1
15147816,Bajacalifornia megalops,2015,LC,LC,0,2025-1
15147860,Bathylaco nigricans,2015,LC,LC,0,2025-1
15147965,Bathyprion danae,2015,LC,LC,0,2025-1
15147977,Bathytroctes michaelsarsi,2015,LC,LC,0,2025-1
15148522,Conocara macropterum,2015,LC,LC,0,2025-1
15148566,Conocara salmoneum,2015,LC,LC,0,2025-1
15148742,Einara macrolepis,2015,LC,LC,0,2025-1
15148858,Herwigia kreffti,2015,LC,LC,0,2025-1
15148964,Leptoderma macrops,2015,LC,LC,0,2025-1
15149028,Rinoctes nasutus,2015,LC,LC,0,2025-1
15149121,Rouleina attrita,2015,LC,LC,0,2025-1
15149175,Talismania homoptera,2015,LC,LC,0,2025-1
15149262,Talismania longifilis,2015,LC,LC,0,2025-1
15149335,Xenodermichthys copei,2015,LC,LC,0,2025-1
15307967,Conus denizi,2013,NT,NT,0.2,2025-1
15307969,Conus desidiosus,2013,LC,LC,0,2025-1
15307971,Conus delanoyae,2013,LC,LC,0,2025-1
15307975,Conus furnae,2013,LC,LC,0,2025-1
15307977,Conus cacao,2013,VU,VU,0.4,2025-1
15307979,Conus calhetae,2013,LC,LC,0,2025-1
15307981,Conus pseudocuneolus,2013,LC,LC,0,2025-1
15521789,Gymnammodytes capensis,2015,LC,LC,0,2025-1
15521852,Euleptorhamphus velox,2015,LC,LC,0,2025-1
15521875,Hemiramphus balao,2015,LC,LC,0,2025-1
15521927,Hemiramphus brasiliensis,2015,LC,LC,0,2025-1
15521934,Oxyporhamphus similis,2015,LC,LC,0,2025-1
15521985,Scomberesox simulans,2015,LC,LC,0,2025-1
15522003,Sardinella rouxi,2018,DD,DD,NA,2025-1
15522042,Ilisha africana,2016,LC,LC,0,2025-1
15522050,Bregmaceros nectabanus,2015,LC,LC,0,2025-1
15522054,Enchelyopus cimbrius,2015,LC,LC,0,2025-1
15522095,Coelorinchus labiatus,2015,LC,LC,0,2025-1
15522140,Coryphaenoides leptolepis,2015,LC,LC,0,2025-1
15522213,Melanonus zugmayeri,2015,LC,LC,0,2025-1
15522216,Merluccius capensis,2015,LC,LC,0,2025-1
15522229,Merluccius senegalensis,2015,EN,EN,0.6,2025-1
15522270,Physiculus microbarbata,2015,DD,DD,NA,2025-1
15598524,Benthosema suborbitale,2015,LC,LC,0,2025-1
15598540,Bolinichthys distofax,2015,LC,LC,0,2025-1
15598550,Centrobranchus nigroocellatus,2015,LC,LC,0,2025-1
15598596,Ceratoscopelus warmingii,2015,LC,LC,0,2025-1
15598621,Diaphus bertelseni,2015,LC,LC,0,2025-1
15598630,Diaphus brachycephalus,2015,LC,LC,0,2025-1
15598639,Diaphus effulgens,2015,LC,LC,0,2025-1
15598666,Diaphus fragilis,2015,LC,LC,0,2025-1
15598669,Diaphus hudsoni,2015,LC,LC,0,2025-1
15598672,Diaphus lucidus,2015,LC,LC,0,2025-1
15598700,Diaphus meadi,2015,LC,LC,0,2025-1
15598704,Diaphus ostenfeldi,2015,LC,LC,0,2025-1
15598778,Diaphus perspicillatus,2015,LC,LC,0,2025-1
15598791,Diaphus splendidus,2015,LC,LC,0,2025-1
15598799,Diaphus subtilis,2015,DD,DD,NA,2025-1
15598809,Diaphus taaningi,2015,DD,DD,NA,2025-1
15598812,Diaphus termophilus,2015,LC,LC,0,2025-1
15598815,Hygophum macrochir,2015,LC,LC,0,2025-1
15598887,Hygophum reinhardtii,2015,LC,LC,0,2025-1
15598938,Hygophum taaningi,2015,LC,LC,0,2025-1
15598948,Lampadena anomala,2015,DD,DD,NA,2025-1
15598951,Lampadena chavesi,2015,LC,LC,0,2025-1
15598954,Lampadena dea,2015,DD,DD,NA,2025-1
15598957,Lampadena luminosa,2015,LC,LC,0,2025-1
15598976,Lampanyctodes hectoris,2015,LC,LC,0,2025-1
15599060,Lampanyctus alatus,2015,LC,LC,0,2025-1
15599064,Lampanyctus australis,2015,LC,LC,0,2025-1
15599067,Lampanyctus festivus,2015,LC,LC,0,2025-1
15599070,Lampanyctus intricarius,2015,LC,LC,0,2025-1
15599074,Lampanyctus lepidolychnus,2019,LC,LC,0,2025-1
15599078,Lampanyctus tenuiformis,2015,LC,LC,0,2025-1
15599092,Lampichthys procerus,2015,LC,LC,0,2025-1
15599123,Lepidophanes gaussi,2015,LC,LC,0,2025-1
15599136,Lepidophanes guentheri,2015,LC,LC,0,2025-1
15599150,Myctophum affine,2015,LC,LC,0,2025-1
15600450,Myctophum asperum,2015,LC,LC,0,2025-1
15600453,Myctophum nitidulum,2015,LC,LC,0,2025-1
15600713,Myctophum obtusirostre,2015,LC,LC,0,2025-1
15600720,Myctophum phengodes,2015,LC,LC,0,2025-1
15600727,Myctophum selenops,2015,LC,LC,0,2025-1
15600731,Nannobrachium atrum,2015,LC,LC,0,2025-1
15600738,Nannobrachium cuprarium,2015,LC,LC,0,2025-1
15601157,Nannobrachium isaacsi,2015,LC,LC,0,2025-1
15601865,Notoscopelus caudispinosus,2015,LC,LC,0,2025-1
15601872,Notoscopelus resplendens,2015,LC,LC,0,2025-1
15601881,Scopelopsis multipunctatus,2015,LC,LC,0,2025-1
15601887,Symbolophorus barnardi,2015,LC,LC,0,2025-1
15601894,Symbolophorus boops,2015,LC,LC,0,2025-1
15601902,Taaningichthys minimus,2015,LC,LC,0,2025-1
15601905,Taaningichthys paurolychnus,2015,LC,LC,0,2025-1
15601909,Neoscopelus macrolepidotus,2015,LC,LC,0,2025-1
15601913,Scopelengys tristis,2015,LC,LC,0,2025-1
15601916,Glossanodon polli,2015,LC,LC,0,2025-1
15601920,Bathylagichthys problematicus,2015,LC,LC,0,2025-1
15601934,Leptochilichthys agassizii,2015,LC,LC,0,2025-1
15601937,Nansenia atlantica,2015,LC,LC,0,2025-1
15601940,Nansenia tenera,2015,LC,LC,0,2025-1
15601952,Paracaristius maderensis,2019,LC,LC,0,2025-1
15601959,Cepola pauciradiata,2015,DD,DD,NA,2025-1
15601962,Epigonus pandionis,2015,LC,LC,0,2025-1
15601976,Sphyraena afra,2015,LC,LC,0,2025-1
15601979,Arnoglossus capensis,2015,LC,LC,0,2025-1
15601982,Bothus guibei,2015,DD,DD,NA,2025-1
15601985,Chascanopsetta lugubris,2015,LC,LC,0,2025-1
15601988,Monolene mertensi,2015,LC,LC,0,2025-1
15602417,Monolene microstoma,2015,LC,LC,0,2025-1
15602420,Cynoglossus browni,2015,DD,DD,NA,2025-1
15602435,Cynoglossus cadenati,2015,DD,DD,NA,2025-1
15602438,Cynoglossus canariensis,2015,NT,NT,0.2,2025-1
15602447,Cynoglossus capensis,2020,DD,DD,NA,2025-1
15602466,Cynoglossus monodi,2015,NT,NT,0.2,2025-1
15602947,Cynoglossus senegalensis,2015,NT,NT,0.2,2025-1
15622230,Cynoglossus zanzibarensis,2020,LC,LC,0,2025-1
15622233,Symphurus insularis,2015,LC,LC,0,2025-1
15622583,Symphurus normani,2015,LC,LC,0,2025-1
15622587,Symphurus vanmelleae,2015,LC,LC,0,2025-1
