iucn_sid,sciname,year,old_cat,cat,cat_score,iucn_version
39393,Pristis zijsron,2022,CR,CR,0.8,2025-1
39394,Rhynchobatus djiddensis,2019,CR,CR,0.8,2025-1
39396,Tetronarce californica,2015,LC,LC,0,2025-1
39399,Raja clavata,2024,NT,NT,0.2,2025-1
39400,Raja microocellata,2015,NT,NT,0.2,2025-1
39411,Fluvitrygon signifer,2021,EN,EN,0.6,2025-1
39413,Urogymnus asperrimus,2024,EN,EN,0.6,2025-1
39414,Fontitrygon ukpam,2021,CR,CR,0.8,2025-1
39416,Myliobatis californicus,2015,LC,LC,0,2025-1
39771,Dipturus laevis,2020,LC,LC,0,2025-1
39773,Cephalopholis boenak,2018,LC,LC,0,2025-1
39774,Epinephelus altivelis,2018,DD,DD,NA,2025-1
40090,Vitta rubricata,2020,NT,NT,0.2,2025-1
40635,Indopacetus pacificus,2020,LC,LC,0,2025-1
40708,Ninnigobius canestrinii,2024,LC,LC,0,2025-1
40710,Percarina demidoffii,2024,LC,LC,0,2025-1
40711,Stegastes sanctipauli,2015,LC,LC,0,2025-1
40715,Syngnathoides biaculeatus,2017,LC,LC,0,2025-1
40773,Hippocampus subelongatus,2017,DD,DD,NA,2025-1
40784,Neogale macrodon,2016,EX,EX,1,2025-1
40797,Carcharhinus amblyrhynchoides,2021,VU,VU,0.4,2025-1
40802,Hippocampus barbouri,2017,VU,VU,0.4,2025-1
41005,Hippocampus mohnikei,2017,VU,VU,0.4,2025-1
41006,Hippocampus guttulatus,2017,DD,DD,NA,2025-1
41007,Hippocampus algiricus,2017,VU,VU,0.4,2025-1
41008,Hippocampus comes,2015,VU,VU,0.4,2025-1
41010,Hippocampus kelloggi,2017,VU,VU,0.4,2025-1
41030,Syngnathus watermeyeri,2025,EN,EN,0.6,2025-1
41064,Pseudobatos horkelii,2020,CR,CR,0.8,2025-1
41303,Sylvilagus palustris,2019,LC,LC,0,2025-1
41366,Crocidura whitakeri,2016,LC,LC,0,2025-1
41588,Vulpes zerda,2010,LC,LC,0,2025-1
41590,Atilax paludinosus,2015,LC,LC,0,2025-1
41664,Arctocephalus forsteri,2015,LC,LC,0,2025-1
41665,Otaria byronia,2016,LC,LC,0,2025-1
41666,Zalophus californianus,2015,LC,LC,0,2025-1
41667,Zalophus japonicus,2017,EX,EX,1,2025-1
41668,Zalophus wollebaeki,2015,EN,EN,0.6,2025-1
41670,Histriophoca fasciata,2016,LC,LC,0,2025-1
41671,Pagophilus groenlandicus,2025,NT,NT,0.2,2025-1
41672,Pusa hispida,2025,VU,VU,0.4,2025-1
41688,Ursus arctos,2025,LC,LC,0,2025-1
41711,Eubalaena japonica,2018,EN,EN,0.6,2025-1
41712,Eubalaena glacialis,2023,CR,CR,0.8,2025-1
41714,Tursiops aduncus,2019,NT,NT,0.2,2025-1
41715,Phocoena dioptrica,2018,LC,LC,0,2025-1
41716,Hippocampus denise,2024,LC,LC,0,2025-1
41718,Apristurus albisoma,2015,LC,LC,0,2025-1
41720,Asymbolus analis,2015,LC,LC,0,2025-1
41721,Asymbolus funebris,2016,DD,DD,NA,2025-1
41722,Asymbolus occiduus,2016,LC,LC,0,2025-1
41725,Asymbolus rubiginosus,2015,LC,LC,0,2025-1
41726,Asymbolus submaculatus,2016,LC,LC,0,2025-1
41727,Asymbolus vincenti,2016,LC,LC,0,2025-1
41728,Atelomycterus fasciatus,2015,LC,LC,0,2025-1
41729,Atelomycterus macleayi,2015,LC,LC,0,2025-1
41730,Atelomycterus marmoratus,2021,NT,NT,0.2,2025-1
41731,Aulohalaelurus labiosus,2015,LC,LC,0,2025-1
41732,Brachaelurus waddi,2015,LC,LC,0,2025-1
41733,Carcharhinus cautus,2020,LC,LC,0,2025-1
41735,Carcharhinus fitzroyensis,2019,LC,LC,0,2025-1
41736,Carcharhinus galapagensis,2019,LC,LC,0,2025-1
41737,Carcharhinus macloti,2021,NT,NT,0.2,2025-1
41738,Carcharhinus sealei,2021,VU,VU,0.4,2025-1
41739,Carcharhinus tilstoni,2019,LC,LC,0,2025-1
41740,Centrophorus harrissoni,2020,EN,EN,0.6,2025-1
41741,Carcharhinus brachyurus,2020,VU,VU,0.4,2025-1
41743,Callorhinchus milii,2024,LC,LC,0,2025-1
41745,Centrophorus uyato,2024,EN,EN,0.6,2025-1
41746,Centroscyllium kamoharai,2018,LC,LC,0,2025-1
41747,Centroscymnus coelolepis,2021,NT,NT,0.2,2025-1
41749,Centroscymnus owstonii,2018,VU,VU,0.4,2025-1
41752,Cephaloscyllium isabellum,2018,LC,LC,0,2025-1
41753,Cephaloscyllium laticeps,2016,LC,LC,0,2025-1
41754,Neophocaena asiaeorientalis,2017,EN,EN,0.6,2025-1
41755,Physeter macrocephalus,2023,VU,VU,0.4,2025-1
41756,Platanista gangetica,2022,EN,EN,0.6,2025-1
41759,Mesoplodon perrini,2020,EN,EN,0.6,2025-1
41760,Mesoplodon traversii,2020,DD,DD,NA,2025-1
41772,Sus barbatus,2017,VU,VU,0.4,2025-1
41791,Chiloscyllium indicum,2020,VU,VU,0.4,2025-1
41792,Chiloscyllium griseum,2020,VU,VU,0.4,2025-1
41793,Chimaera panthera,2020,LC,LC,0,2025-1
41794,Chlamydoselachus anguineus,2024,LC,LC,0,2025-1
41795,Cirrhigaleus barbifer,2020,LC,LC,0,2025-1
41797,Hemitrygon fluviorum,2021,NT,NT,0.2,2025-1
41798,Deania calceus,2024,NT,NT,0.2,2025-1
41799,Dipturus innominatus,2018,LC,LC,0,2025-1
41800,Dipturus nasutus,2018,LC,LC,0,2025-1
41801,Echinorhinus brucus,2020,EN,EN,0.6,2025-1
41802,Echinorhinus cookei,2018,DD,DD,NA,2025-1
41810,Eusphyra blochii,2016,EN,EN,0.6,2025-1
41813,Gogolia filewoodi,2020,DD,DD,NA,2025-1
41814,Gollum attenuatus,2018,LC,LC,0,2025-1
41816,Hemigaleus microstoma,2021,VU,VU,0.4,2025-1
41818,Hemiscyllium ocellatum,2015,LC,LC,0,2025-1
41819,Hemiscyllium strahani,2021,VU,VU,0.4,2025-1
41820,Hemiscyllium trispeculare,2015,LC,LC,0,2025-1
41822,Hemitriakis falcata,2016,LC,LC,0,2025-1
41823,Heptranchias perlo,2020,NT,NT,0.2,2025-1
41824,Heterodontus galeatus,2016,LC,LC,0,2025-1
41827,Hydrolagus novaezealandiae,2018,LC,LC,0,2025-1
41828,Hypnos monopterygius,2015,LC,LC,0,2025-1
41830,Isistius brasiliensis,2018,LC,LC,0,2025-1
41831,Loxodon macrorhinus,2021,NT,NT,0.2,2025-1
41832,Mobula eregoodoo,2022,EN,EN,0.6,2025-1
41835,Nebrius ferrugineus,2021,VU,VU,0.4,2025-1
41836,Negaprion acutidens,2021,EN,EN,0.6,2025-1
41837,Orectolobus maculatus,2015,LC,LC,0,2025-1
41838,Orectolobus ornatus,2015,LC,LC,0,2025-1
41839,Orectolobus wardi,2015,LC,LC,0,2025-1
41841,Parascyllium collare,2016,LC,LC,0,2025-1
41842,Parascyllium ferrugineum,2016,LC,LC,0,2025-1
41844,Parascyllium variolatum,2016,LC,LC,0,2025-1
41846,Pristiophorus nudipinnis,2016,LC,LC,0,2025-1
41848,Rhina ancylostomus,2019,CR,CR,0.8,2025-1
41850,Rhizoprionodon acutus,2020,VU,VU,0.4,2025-1
41851,Rhizoprionodon oligolinx,2021,NT,NT,0.2,2025-1
41852,Rhizoprionodon taylori,2019,LC,LC,0,2025-1
41853,Rhynchobatus australiae,2019,CR,CR,0.8,2025-1
41855,Scymnodalatias albicauda,2018,DD,DD,NA,2025-1
41856,Scymnodalatias sherwoodi,2018,DD,DD,NA,2025-1
41857,Somniosus antarcticus,2018,LC,LC,0,2025-1
41858,Squaliolus aliae,2015,LC,LC,0,2025-1
41862,Squatina australis,2016,LC,LC,0,2025-1
41864,Sutorectus tentaculatus,2015,LC,LC,0,2025-1
41866,Trygonorrhina fasciata,2015,LC,LC,0,2025-1
41870,Aulohalaelurus kanakorum,2018,DD,DD,NA,2025-1
41871,Centrophorus squamosus,2024,EN,EN,0.6,2025-1
41872,Chiloscyllium punctatum,2024,NT,NT,0.2,2025-1
41873,Eucrossorhinus dasypogon,2024,LC,LC,0,2025-1
41874,Hemipristis elongata,2024,EN,EN,0.6,2025-1
41875,Hemiscyllium hallstromi,2016,VU,VU,0.4,2025-1
41876,Odontaspis ferox,2024,EN,EN,0.6,2025-1
41878,Stegostoma tigrinum,2024,EN,EN,0.6,2025-1
41880,Haliotis cracherodii,2021,CR,CR,0.8,2025-1
42248,Juniperus rigida,2013,LC,LC,0,2025-1
42393,Odocoileus hemionus,2016,LC,LC,0,2025-1
42394,Odocoileus virginianus,2016,LC,LC,0,2025-1
42653,Peromyscus gossypinus,2016,LC,LC,0,2025-1
42654,Peromyscus polionotus,2016,LC,LC,0,2025-1
42675,Oryzomys palustris,2016,LC,LC,0,2025-1
42700,Apristurus melanoasper,2015,LC,LC,0,2025-1
42706,Cephaloscyllium albipinnum,2019,CR,CR,0.8,2025-1
42707,Cephaloscyllium variegatum,2019,NT,NT,0.2,2025-1
42709,Cephaloscyllium zebrum,2016,DD,DD,NA,2025-1
42710,Cephaloscyllium speccum,2016,DD,DD,NA,2025-1
42712,Glyphis garricki,2021,VU,VU,0.4,2025-1
42713,Halaelurus sellus,2016,LC,LC,0,2025-1
42716,Mustelus stevensi,2019,LC,LC,0,2025-1
42717,Orectolobus hutchinsi,2015,LC,LC,0,2025-1
42718,Dichichthys bigus,2016,DD,DD,NA,2025-1
42721,Rhinobatos sainsburyi,2015,LC,LC,0,2025-1
42723,Squalus albifrons,2019,LC,LC,0,2025-1
42725,Squalus crassispinus,2019,LC,LC,0,2025-1
42727,Squalus grahami,2019,NT,NT,0.2,2025-1
42729,Squatina albipunctata,2016,VU,VU,0.4,2025-1
42730,Urolophus kapalensis,2019,NT,NT,0.2,2025-1
43972,Polyprion americanus,2015,NT,NT,0.2,2025-1
43974,Epinephelus akaara,2018,EN,EN,0.6,2025-1
43993,Vanvoorstia bennettiana,2003,EX,EX,1,2025-1
44166,Aonyx cinereus,2021,VU,VU,0.4,2025-1
44170,Bythaelurus dawsoni,2018,LC,LC,0,2025-1
44181,Ctenosaura bakeri,2018,CR,CR,0.8,2025-1
44183,Beringraja binoculata,2016,LC,LC,0,2025-1
44185,Fluvitrygon oxyrhynchus,2021,EN,EN,0.6,2025-1
44186,Aptychotrema vincentiana,2015,LC,LC,0,2025-1
44189,Ctenosaura melanosterna,2012,EN,EN,0.6,2025-1
44191,Ctenosaura oedirhina,2019,EN,EN,0.6,2025-1
44205,Trigonognathus kabeyai,2020,LC,LC,0,2025-1
44206,Oxynotus japonicus,2021,VU,VU,0.4,2025-1
44209,Apristurus brunneus,2015,DD,DD,NA,2025-1
44210,Apristurus fedorovi,2021,LC,LC,0,2025-1
44215,Apristurus kampae,2015,DD,DD,NA,2025-1
44218,Apristurus macrorhynchus,2021,LC,LC,0,2025-1
44224,Apristurus profundorum,2020,LC,LC,0,2025-1
44226,Apristurus spongiceps,2015,DD,DD,NA,2025-1
44275,Cyclura lewisi,2012,EN,EN,0.6,2025-1
44478,Awaous macrorhynchus,2017,LC,LC,0,2025-1
44479,Eleotris pellegrini,2016,LC,LC,0,2025-1
44502,Ptychochromis grandidieri,2016,LC,LC,0,2025-1
44514,Centroscyllium nigrum,2020,LC,LC,0,2025-1
44515,Mollisquama parini,2020,LC,LC,0,2025-1
44565,Mitsukurina owstoni,2018,LC,LC,0,2025-1
44566,Pseudotriakis microdon,2024,LC,LC,0,2025-1
44570,Scymnodalatias oligodon,2020,LC,LC,0,2025-1
44571,Squatina armata,2020,CR,CR,0.8,2025-1
44575,Atlantoraja castelnaui,2020,CR,CR,0.8,2025-1
44578,Galeus mincaronei,2020,VU,VU,0.4,2025-1
44579,Heterodontus quoyi,2020,LC,LC,0,2025-1
44580,Mustelus dorsalis,2020,VU,VU,0.4,2025-1
44581,Mustelus fasciatus,2020,CR,CR,0.8,2025-1
44582,Psammobatis bergi,2020,LC,LC,0,2025-1
44583,Psammobatis extenta,2020,LC,LC,0,2025-1
44584,Pseudobatos planiceps,2020,VU,VU,0.4,2025-1
44585,Schroederichthys chilensis,2020,LC,LC,0,2025-1
44586,Schroederichthys saurisqualus,2020,VU,VU,0.4,2025-1
44587,Schroederichthys tenuis,2020,LC,LC,0,2025-1
44591,Sphyrna corona,2020,CR,CR,0.8,2025-1
44592,Hypanus guttatus,2020,NT,NT,0.2,2025-1
44595,Rhinoptera brasiliensis,2020,VU,VU,0.4,2025-1
44596,Sympterygia brevicaudata,2020,NT,NT,0.2,2025-1
44597,Sympterygia bonapartii,2020,NT,NT,0.2,2025-1
44598,Urotrygon microphthalmum,2020,CR,CR,0.8,2025-1
44603,Euprotomicroides zantedeschia,2019,LC,LC,0,2025-1
44606,Cephaloscyllium sufflans,2020,NT,NT,0.2,2025-1
44607,Dipturus campbelli,2020,NT,NT,0.2,2025-1
44609,Dipturus pullopunctatus,2020,LC,LC,0,2025-1
44612,Halaelurus lineatus,2019,LC,LC,0,2025-1
44613,Halaelurus natalensis,2020,VU,VU,0.4,2025-1
44614,Heterodontus ramalheira,2019,DD,DD,NA,2025-1
44615,Neoraja stehmanni,2019,LC,LC,0,2025-1
44617,Pseudoginglymostoma brevicaudatum,2019,CR,CR,0.8,2025-1
44618,Rajella caudaspinosa,2019,LC,LC,0,2025-1
44619,Rajella leoparda,2021,LC,LC,0,2025-1
44621,Torpedo fuscomaculata,2019,DD,DD,NA,2025-1
44641,Psammobatis rudis,2020,LC,LC,0,2025-1
44642,Sympterygia acuta,2020,CR,CR,0.8,2025-1
44643,Sympterygia lima,2020,LC,LC,0,2025-1
44644,Dipturus leptocaudus,2020,VU,VU,0.4,2025-1
44647,Urotrygon chilensis,2020,NT,NT,0.2,2025-1
44649,Galeus polli,2021,VU,VU,0.4,2025-1
44650,Rajella barnardi,2021,LC,LC,0,2025-1
44653,Aculeola nigra,2020,NT,NT,0.2,2025-1
44657,Apristurus microps,2019,LC,LC,0,2025-1
44666,Rhizoprionodon lalandii,2020,VU,VU,0.4,2025-1
44668,Choerodon cauteroma,2004,LC,LC,0,2025-1
44669,Choerodon schoenleinii,2004,NT,NT,0.2,2025-1
44670,Choerodon cyanodus,2004,LC,LC,0,2025-1
44671,Choerodon rubescens,2004,LC,LC,0,2025-1
44672,Dermatolepis striolata,2018,LC,LC,0,2025-1
44673,Epinephelus fuscoguttatus,2018,VU,VU,0.4,2025-1
44674,Epinephelus coioides,2018,LC,LC,0,2025-1
44675,Hyporthodus quernus,2018,LC,LC,0,2025-1
44676,Epinephelus irroratus,2018,LC,LC,0,2025-1
44677,Mycteroperca albomarginatus,2018,VU,VU,0.4,2025-1
44678,Mycteroperca andersoni,2018,NT,NT,0.2,2025-1
44679,Epinephelides armatus,2004,NT,NT,0.2,2025-1
44681,Epinephelus morio,2018,VU,VU,0.4,2025-1
44682,Mycteroperca tigris,2018,DD,DD,NA,2025-1
44683,Mycteroperca venenosa,2018,NT,NT,0.2,2025-1
44684,Plectropomus leopardus,2018,LC,LC,0,2025-1
44685,Semicossyphus reticulatus,2004,DD,DD,NA,2025-1
44686,Hyporthodus cifuentesi,2018,LC,LC,0,2025-1
44993,Discopyge tschudii,2020,LC,LC,0,2025-1
44996,Squatina africana,2019,NT,NT,0.2,2025-1
45116,Hypericum quitense,2004,LC,LC,0,2025-1
45925,Hypanus marianae,2020,EN,EN,0.6,2025-1
46583,Alligator mississippiensis,2019,LC,LC,0,2025-1
46585,Caiman latirostris,2020,LC,LC,0,2025-1
46864,Centroselachus crepidater,2020,NT,NT,0.2,2025-1
46865,Scymnodon plunketi,2018,VU,VU,0.4,2025-1
54734,Ingerophrynus philippinicus,2018,LC,LC,0,2025-1
54820,Melanophryniscus dorsalis,2023,LC,LC,0,2025-1
58023,Uperodon systoma,2023,LC,LC,0,2025-1
58360,Limnonectes modestus,2020,LC,LC,0,2025-1
58542,Rana amurensis,2023,LC,LC,0,2025-1
58705,Pelophylax ridibundus,2024,LC,LC,0,2025-1
60080,Trygonoptera galba,2019,LC,LC,0,2025-1
60081,Trygonoptera imitata,2019,LC,LC,0,2025-1
60082,Trygonoptera mucosa,2019,LC,LC,0,2025-1
60083,Trygonoptera ovalis,2019,LC,LC,0,2025-1
60084,Trygonoptera personata,2019,LC,LC,0,2025-1
60085,Trygonoptera testacea,2019,NT,NT,0.2,2025-1
60087,Urolophus aurantiacus,2020,VU,VU,0.4,2025-1
60088,Urolophus bucculentus,2019,VU,VU,0.4,2025-1
60089,Urolophus circularis,2019,LC,LC,0,2025-1
60090,Urolophus cruciatus,2019,LC,LC,0,2025-1
60092,Urolophus expansus,2019,LC,LC,0,2025-1
60093,Urolophus flavomosaicus,2019,LC,LC,0,2025-1
60094,Urolophus gigas,2019,LC,LC,0,2025-1
60095,Urolophus javanicus,2023,EX,EX,1,2025-1
60097,Urolophus lobatus,2019,LC,LC,0,2025-1
60098,Urolophus mitosis,2019,LC,LC,0,2025-1
60100,Urolophus orarius,2019,EN,EN,0.6,2025-1
60102,Urolophus paucimaculatus,2019,LC,LC,0,2025-1
60103,Urolophus piperatus,2019,LC,LC,0,2025-1
60104,Urolophus sufflavus,2019,VU,VU,0.4,2025-1
60105,Urolophus viridis,2019,VU,VU,0.4,2025-1
60106,Urolophus westraliensis,2019,LC,LC,0,2025-1
60107,Urobatis concentricus,2020,LC,LC,0,2025-1
60108,Urobatis halleri,2015,LC,LC,0,2025-1
60109,Urobatis jamaicensis,2021,LC,LC,0,2025-1
60110,Urobatis maculatus,2020,LC,LC,0,2025-1
60111,Plesiobatis daviesi,2024,LC,LC,0,2025-1
60112,Platyrhinoidis triseriata,2016,LC,LC,0,2025-1
60113,Gymnura zonura,2021,EN,EN,0.6,2025-1
60116,Gymnura natalensis,2019,LC,LC,0,2025-1
60117,Gymnura poecilura,2021,VU,VU,0.4,2025-1
60120,Aetomylaeus maculatus,2020,EN,EN,0.6,2025-1
60121,Aetomylaeus vespertilio,2024,CR,CR,0.8,2025-1
60123,Myliobatis chilensis,2020,VU,VU,0.4,2025-1
60124,Myliobatis hamlyni,2016,NT,NT,0.2,2025-1
60125,Myliobatis longirostris,2020,VU,VU,0.4,2025-1
60126,Myliobatis peruvianus,2020,VU,VU,0.4,2025-1
60127,Aetomylaeus bovinus,2021,CR,CR,0.8,2025-1
60128,Rhinoptera bonasus,2020,VU,VU,0.4,2025-1
60129,Rhinoptera javanica,2021,EN,EN,0.6,2025-1
60130,Rhinoptera steindachneri,2020,NT,NT,0.2,2025-1
60131,Torpedo adenensis,2017,EN,EN,0.6,2025-1
60132,Torpedo andersoni,2020,LC,LC,0,2025-1
60134,Torpedo panthera,2022,EN,EN,0.6,2025-1
60135,Tetronarce puelcha,2020,CR,CR,0.8,2025-1
60136,Torpedo sinuspersici,2019,DD,DD,NA,2025-1
60138,Callorhinchus capensis,2020,LC,LC,0,2025-1
60139,Harriotta haeckeli,2024,LC,LC,0,2025-1
60140,Harriotta raleighana,2015,LC,LC,0,2025-1
60141,Neoharriotta carri,2020,NT,NT,0.2,2025-1
60144,Rhinochimaera africana,2024,LC,LC,0,2025-1
60147,Telatrygon acutirostra,2021,VU,VU,0.4,2025-1
60148,Hemitrygon akajei,2021,NT,NT,0.2,2025-1
60150,Neotrygon annotata,2015,NT,NT,0.2,2025-1
60151,Fontitrygon colarensis,2020,CR,CR,0.8,2025-1
60152,Hypanus dipterurus,2020,VU,VU,0.4,2025-1
60153,Fontitrygon geijskesi,2020,CR,CR,0.8,2025-1
60154,Dasyatis hypostigma,2020,EN,EN,0.6,2025-1
60155,Hemitrygon izuensis,2021,VU,VU,0.4,2025-1
60156,Neotrygon leylandi,2015,LC,LC,0,2025-1
60157,Hypanus longus,2020,VU,VU,0.4,2025-1
60158,Hypanus sabinus,2020,LC,LC,0,2025-1
60159,Hypanus say,2020,NT,NT,0.2,2025-1
60161,Styracura schmardae,2021,EN,EN,0.6,2025-1
60162,Taeniurops meyeni,2024,VU,VU,0.4,2025-1
60163,Acroteriobatus annulatus,2020,VU,VU,0.4,2025-1
60164,Acroteriobatus blochii,2019,LC,LC,0,2025-1
60166,Glaucostegus granulatus,2022,CR,CR,0.8,2025-1
60167,Rhinobatos hynnicephalus,2020,EN,EN,0.6,2025-1
60168,Pseudobatos leucorhynchus,2020,VU,VU,0.4,2025-1
60169,Rhinobatos nudidorsalis,2019,DD,DD,NA,2025-1
60170,Glaucostegus obtusus,2021,CR,CR,0.8,2025-1
60171,Pseudobatos productus,2016,NT,NT,0.2,2025-1
60172,Acroteriobatus salalah,2017,NT,NT,0.2,2025-1
60175,Glaucostegus thouin,2021,CR,CR,0.8,2025-1
60176,Acroteriobatus zanzibarensis,2016,NT,NT,0.2,2025-1
60177,Zapteryx exasperata,2015,DD,DD,NA,2025-1
60178,Zapteryx xyster,2020,VU,VU,0.4,2025-1
60179,Aptychotrema timorensis,2015,VU,VU,0.4,2025-1
60180,Rhynchobatus luebberti,2019,CR,CR,0.8,2025-1
60181,Rhynchobatus cooki,2019,CR,CR,0.8,2025-1
60182,Rhynchobatus springeri,2019,CR,CR,0.8,2025-1
60185,Chimaera lignaria,2024,LC,LC,0,2025-1
60187,Chimaera phantasma,2020,VU,VU,0.4,2025-1
60191,Hydrolagus colliei,2024,LC,LC,0,2025-1
60196,Hydrolagus purpurescens,2020,LC,LC,0,2025-1
60197,Hydrolagus trolli,2024,LC,LC,0,2025-1
60198,Mobula munkiana,2022,VU,VU,0.4,2025-1
60199,Mobula tarapacana,2022,EN,EN,0.6,2025-1
60200,Mobula thurstoni,2022,EN,EN,0.6,2025-1
60201,Sphyrna media,2020,CR,CR,0.8,2025-1
60202,Sphyrna tudes,2020,CR,CR,0.8,2025-1
60203,Mustelus schmitti,2020,CR,CR,0.8,2025-1
60204,Mustelus higmani,2020,EN,EN,0.6,2025-1
60205,Mustelus minicanis,2020,EN,EN,0.6,2025-1
60206,Mustelus sinusmexicanus,2021,LC,LC,0,2025-1
60210,Euprotomicrus bispinatus,2024,LC,LC,0,2025-1
60211,Heteroscymnoides marleyi,2019,LC,LC,0,2025-1
60212,Isistius plutodus,2015,LC,LC,0,2025-1
60213,Somniosus microcephalus,2020,VU,VU,0.4,2025-1
60214,Squaliolus laticaudus,2020,LC,LC,0,2025-1
60215,Zameus squamulosus,2020,LC,LC,0,2025-1
60217,Carcharhinus perezi,2021,EN,EN,0.6,2025-1
60218,Isogomphodon oxyrhynchus,2020,CR,CR,0.8,2025-1
60219,Carcharhinus signatus,2021,EN,EN,0.6,2025-1
60225,Isurus paucus,2019,EN,EN,0.6,2025-1
60227,Cephaloscyllium ventriosum,2015,LC,LC,0,2025-1
60231,Parmaturus xaniurus,2015,LC,LC,0,2025-1
60233,Scyliorhinus retifer,2020,LC,LC,0,2025-1
60234,Scyliorhinus cervigoni,2021,DD,DD,NA,2025-1
60235,Heterodontus mexicanus,2020,LC,LC,0,2025-1
60236,Etmopterus bigelowi,2020,LC,LC,0,2025-1
60238,Etmopterus carteri,2020,LC,LC,0,2025-1
60239,Etmopterus hillianus,2020,LC,LC,0,2025-1
60240,Etmopterus perryi,2020,LC,LC,0,2025-1
60242,Etmopterus princeps,2015,LC,LC,0,2025-1
60243,Etmopterus robinsi,2020,LC,LC,0,2025-1
60244,Etmopterus sentosus,2019,LC,LC,0,2025-1
60245,Etmopterus virens,2020,LC,LC,0,2025-1
60246,Etmopterus schultzi,2021,LC,LC,0,2025-1
60247,Mustelus palumbes,2020,LC,LC,0,2025-1
60302,Orthetrum poecilops,2009,VU,VU,0.4,2025-1
60324,Chanos chanos,2019,LC,LC,0,2025-1
60344,Anguilla anguilla,2023,CR,CR,0.8,2025-1
60447,Marcusenius livingstonii,2018,LC,LC,0,2025-1
60708,Xenochromis hecqui,2006,DD,DD,NA,2025-1
61207,Pellona ditchela,2016,LC,LC,0,2025-1
61213,Oligolepis acutipennis,2019,LC,LC,0,2025-1
61250,Lutjanus argentimaculatus,2016,LC,LC,0,2025-1
61278,Salvelinus fontinalis,2024,LC,LC,0,2025-1
61314,Acentronura australe,2016,DD,DD,NA,2025-1
61333,Parahucho perryi,2006,CR,CR,0.8,2025-1
61334,Bahaba taipingensis,2020,CR,CR,0.8,2025-1
61335,Choerodon azurio,2006,DD,DD,NA,2025-1
61336,Epinephelus awoara,2018,DD,DD,NA,2025-1
61337,Epinephelus daemelii,2018,NT,NT,0.2,2025-1
61338,Epinephelus malabaricus,2018,LC,LC,0,2025-1
61339,Epinephelus polyphekadion,2018,VU,VU,0.4,2025-1
61340,Semicossyphus pulcher,2006,VU,VU,0.4,2025-1
61395,Petroleuciscus borysthenicus,2024,LC,LC,0,2025-1
61398,Atlantoraja cyclophora,2020,EN,EN,0.6,2025-1
61401,Diplobatis colombiensis,2020,VU,VU,0.4,2025-1
61402,Diplobatis guamachensis,2020,VU,VU,0.4,2025-1
61403,Diplobatis ommata,2020,LC,LC,0,2025-1
61404,Diplobatis picta,2022,VU,VU,0.4,2025-1
61405,Leucoraja melitensis,2015,CR,CR,0.8,2025-1
61406,Narcine brevilabiata,2020,VU,VU,0.4,2025-1
61407,Rhizoprionodon porosus,2021,VU,VU,0.4,2025-1
61408,Rostroraja alba,2024,EN,EN,0.6,2025-1
61416,Squalus cubensis,2020,LC,LC,0,2025-1
61417,Squatina aculeata,2019,CR,CR,0.8,2025-1
61418,Squatina oculata,2019,CR,CR,0.8,2025-1
61419,Zapteryx brevirostris,2020,EN,EN,0.6,2025-1
61422,Xyrichtys trivittatus,2006,DD,DD,NA,2025-1
61460,Acanthodactylus pardalis,2006,VU,VU,0.4,2025-1
61473,Chalcides chalcides,2024,LC,LC,0,2025-1
61478,Chalcides manueli,2006,VU,VU,0.4,2025-1
61489,Chalcides striatus,2024,LC,LC,0,2025-1
61500,Gallotia atlantica,2024,LC,LC,0,2025-1
61503,Gallotia caesaris,2024,LC,LC,0,2025-1
61504,Gallotia galloti,2024,LC,LC,0,2025-1
61506,Gallotia stehlini,2024,CR,CR,0.8,2025-1
61528,Dalmatolacerta oxycephala,2024,LC,LC,0,2025-1
61538,Natrix maura,2024,LC,LC,0,2025-1
61547,Podarcis gaigeae,2024,LC,LC,0,2025-1
61552,Podarcis raffonei,2024,EN,EN,0.6,2025-1
61572,Tarentola angustimentalis,2024,LC,LC,0,2025-1
61574,Tarentola boettgeri,2024,LC,LC,0,2025-1
61575,Tarentola delalandii,2024,LC,LC,0,2025-1
61577,Tarentola gomerensis,2024,LC,LC,0,2025-1
61584,Timon pater,2006,LC,LC,0,2025-1
61618,Calendula maritima,2006,CR,CR,0.8,2025-1
61654,Anchusa crispa,2011,EN,EN,0.6,2025-1
61743,Haliotis kamtschatkana,2021,EN,EN,0.6,2025-1
62217,Mayaheros urophthalmus,2019,LC,LC,0,2025-1
62222,Plecoglossus altivelis,2012,DD,DD,NA,2025-1
62224,Oncorhynchus clarkii,2024,LC,LC,0,2025-1
62225,Entosphenus tridentatus,2022,LC,LC,0,2025-1
62237,Nerodia fasciata,2007,LC,LC,0,2025-1
62239,Nerodia sipedon,2007,LC,LC,0,2025-1
62241,Naja naja,2021,LC,LC,0,2025-1
62256,Trionyx triunguis,2024,NA,NA,NA,2025-1
62335,Pandanus tectorius,2019,LC,LC,0,2025-1
62466,Jupunba curvicarpa,2012,LC,LC,0,2025-1
62543,Vallesia glabra,2022,LC,LC,0,2025-1
63100,Dipturus oxyrinchus,2024,VU,VU,0.4,2025-1
63101,Psammobatis rutrum,2020,LC,LC,0,2025-1
63102,Bathyraja albomaculata,2020,VU,VU,0.4,2025-1
63103,Hydrolagus pallidus,2020,LC,LC,0,2025-1
63106,Bathyraja cousseauae,2020,LC,LC,0,2025-1
