iucn_sid,habs,max_depth
22693764,"12_1, 12_2, 12_3, 12_4, 12_5, 12_6",< 20 m
22693767,12_4,< 20 m
22693770,"9_10, 12_2, 12_3",< 200 m
22693774,"12_2, 12_4",< 20 m
22693777,"12_1, 12_2, 12_3, 12_5",< 20 m
22693780,"12_2, 12_4, 12_5",< 20 m
22693793,"9_10, 12_2, 12_4, 12_5",< 200 m
22693814,9_10,< 200 m
22693828,"9_10, 12_1, 12_2, 12_3, 12_4, 12_6",< 200 m
22693832,"12_2, 12_3, 12_4, 12_5",< 20 m
22693836,"12_2, 12_4",< 20 m
22693839,"12_1, 12_2, 12_3, 12_4, 12_6",< 20 m
22693842,12_2,< 20 m
22693845,"9_10, 12_2, 12_3, 12_5",< 200 m
22693852,"12_1, 12_2, 12_3, 12_4, 12_6",< 20 m
22693862,"12_2, 12_3, 12_4, 12_6, 13_1",< 20 m
22693868,"12_2, 12_3",< 20 m
22693872,12_4,< 20 m
22693879,"12_1, 12_2, 12_3, 12_4",< 20 m
22693899,"12_1, 12_2, 12_3, 12_6",< 20 m
22693928,12_4,< 20 m
22693949,12_4,< 20 m
22693978,12_4,< 20 m
22693983,"12_2, 12_3, 12_4",< 20 m
22694038,12_4,< 20 m
22694081,"12_1, 12_2, 12_3, 12_4",< 20 m
22694086,9_10,< 200 m
22694127,12_4,< 20 m
22694132,"12_2, 12_3, 12_4",< 20 m
22694140,"9_10, 12_1, 12_5, 12_6",< 200 m
22694148,9_10,< 200 m
22694152,"9_10, 12_5",< 200 m
22694160,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694210,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_3, 12_6, 13_1",200 m +
22694218,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694240,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694245,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2",200 m +
22694251,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694256,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_2, 12_3, 12_4, 12_5",< 200 m
22694268,"12_2, 12_4",< 20 m
22694271,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694279,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694282,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 13_1",< 200 m
22694286,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_4, 12_6",< 200 m
22694289,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694292,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2",< 200 m
22694296,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694299,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694303,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 12_1, 12_2, 12_3, 12_4, 12_6, 13_1",< 200 m
22694308,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_4, 12_6, 13_1",< 200 m
22694313,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_3, 12_6, 13_1",200 m +
22694317,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22694321,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_4, 12_6",< 200 m
22694324,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694329,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694334,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_6, 13_1",< 200 m
22694337,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694340,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2, 13_1",< 200 m
22694343,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694357,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 13_1",< 200 m
22694362,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2, 13_1",< 200 m
22694373,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2, 12_2, 13_1",200 m +
22694379,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3",< 200 m
22694384,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22694387,"9_10, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694393,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_4, 13_1",< 200 m
22694413,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 13_1",< 200 m
22694417,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_5",< 200 m
22694420,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_5, 12_6",< 200 m
22694428,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694432,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22694436,"9_10, 12_5",< 200 m
22694443,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_5",< 200 m
22694447,9_10,< 200 m
22694452,"9_1, 12_2, 12_3",< 200 m
22694455,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2, 13_1",< 200 m
22694462,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2, 12_1, 12_2, 12_3, 12_4, 13_1",200 m +
22694469,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2, 12_2",200 m +
22694473,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 12_1, 12_2, 12_6, 13_1",200 m +
22694476,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694479,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694493,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_3, 12_6, 13_1",< 200 m
22694497,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_6, 13_1",200 m +
22694502,"9_1, 10_1, 13_1",200 m +
22694524,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_5",< 200 m
22694537,"9_10, 12_4",< 200 m
22694542,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_2, 12_5",< 200 m
22694552,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2, 12_4",< 200 m
22694561,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 12_2",< 200 m
22694571,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 12_2, 13_1",< 200 m
22694585,"9_1, 9_5, 12_2, 12_3, 12_4",< 200 m
22694591,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 10_1, 10_2, 12_1, 12_2, 12_3, 12_4",200 m +
22694601,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 10_1, 10_2, 12_2, 12_5, 13_1",200 m +
22694607,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 13_1",< 200 m
22694612,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 12_1, 12_2, 12_6, 13_1",< 200 m
22694618,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_6, 13_1",< 200 m
22694623,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 13_1",< 200 m
22694629,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2, 12_3",< 200 m
22694635,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_3, 12_6, 13_1",< 200 m
22694641,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22694646,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22694651,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_5",< 200 m
22694656,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_2",< 200 m
22694666,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 12_2, 12_3, 12_4, 12_6, 13_1",< 200 m
22694673,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_5",< 200 m
22694685,"9_1, 12_2",< 200 m
22694691,"9_1, 12_2, 12_3",< 200 m
22694699,"9_1, 9_10, 12_1, 12_2, 12_3, 12_4, 13_1",< 200 m
22694705,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 12_1, 12_2, 12_3, 13_1",< 200 m
22694716,"9_1, 10_1, 12_2, 12_3",200 m +
22694722,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_3, 12_6, 13_1",< 200 m
22694730,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_3, 12_6, 13_1",200 m +
22694740,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_3, 12_6, 13_1",200 m +
22694750,"9_10, 12_3, 13_1",< 200 m
22694764,12_5,< 20 m
22694782,"12_1, 12_6",< 20 m
22694787,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2",200 m +
22694791,"9_10, 12_1, 12_2, 12_3, 12_6",< 200 m
22694794,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 10_1, 10_2, 13_1",200 m +
22694799,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22694805,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22694830,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 12_1, 12_6, 13_1",< 200 m
22694834,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_2, 12_6, 13_1",< 200 m
22694837,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694841,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22694847,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22694852,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694856,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1",200 m +
22694861,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694864,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694867,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694870,"9_1, 10_1",200 m +
22694875,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694887,"9_1, 10_1, 13_1",200 m +
22694896,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694899,"9_1, 10_1, 13_1",200 m +
22694903,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22694906,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694915,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694918,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694921,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694924,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22694927,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694931,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22694934,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_6, 13_1",200 m +
22694938,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22695021,12_4,< 20 m
22695028,"9_10, 12_4",< 200 m
22695036,12_4,< 20 m
22695091,9_10,< 200 m
22695094,"9_10, 12_1, 12_2, 12_3, 12_6",< 200 m
22695097,"9_10, 12_1, 12_2, 12_3, 13_1",< 200 m
22695105,"12_1, 12_2, 12_3",< 20 m
22695115,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22695121,"9_10, 12_1, 13_1",< 200 m
22695137,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 13_1",< 200 m
22695144,"9_10, 12_1, 12_2, 12_3, 12_6",< 200 m
22695147,"9_10, 12_1, 12_2, 12_3, 13_1",< 200 m
22695163,9_10,< 200 m
22695293,9_10,< 200 m
22695344,12_5,< 20 m
22695363,12_5,< 20 m
22695613,"12_1, 12_2",< 20 m
22695909,"12_1, 12_6",< 20 m
22696027,12_5,< 20 m
22696092,13_1,unknown
22696247,"12_1, 12_6",< 20 m
22696354,12_4,< 20 m
22696362,13_1,unknown
22696391,"12_1, 12_2, 12_3, 13_1",< 20 m
22696442,"12_1, 13_1",< 20 m
22696446,13_1,unknown
22696453,"12_4, 12_5",< 20 m
22696495,12_4,< 20 m
22696500,13_1,unknown
22696545,9_10,< 200 m
22696589,"9_10, 12_5",< 200 m
22696596,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22696599,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696602,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696606,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696610,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696628,9_10,< 200 m
22696631,"9_1, 9_10",< 200 m
22696637,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696641,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696645,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696649,"9_1, 10_1",200 m +
22696657,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696668,"9_1, 10_1, 13_1",200 m +
22696675,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696683,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696686,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696694,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22696698,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696705,9_10,< 200 m
22696712,9_10,< 200 m
22696719,9_10,< 200 m
22696725,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 13_1",< 200 m
22696730,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 12_1, 13_1",< 200 m
22696743,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696750,12_1,< 20 m
22696753,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22696756,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1",< 200 m
22696766,"9_1, 12_1, 13_1",< 200 m
22696770,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 13_1",< 200 m
22696773,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22696776,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22696779,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696782,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696788,9_10,< 200 m
22696792,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22696799,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_6, 13_1",< 200 m
22696802,"9_1, 12_2, 13_1",< 200 m
22696806,"9_1, 12_1, 13_1",< 200 m
22696810,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22696813,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 13_1",< 200 m
22696840,"9_1, 13_1",< 200 m
22696846,"9_1, 10_1, 13_1",200 m +
22696853,"9_1, 12_1, 12_6, 13_1",< 200 m
22696861,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_6, 13_1",< 200 m
22696869,"9_1, 12_1, 12_6, 13_1",< 200 m
22696876,"9_1, 13_1",< 200 m
22696883,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 13_1",< 200 m
22696887,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 13_1",< 200 m
22696894,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_6, 13_1",< 200 m
22696898,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 13_1",< 200 m
22696901,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_6, 13_1",< 200 m
22696907,"9_1, 12_1, 13_1",< 200 m
22696916,"12_1, 12_2, 12_3, 12_4, 12_6, 13_1",< 20 m
22696926,"9_10, 12_4",< 200 m
22696931,"12_1, 12_2, 12_3, 12_4",< 20 m
22696938,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_10, 12_1, 12_2, 12_3, 12_4, 12_5, 12_6, 13_1",< 200 m
22696944,12_5,< 20 m
22696974,12_5,< 20 m
22696977,"12_1, 12_4",< 20 m
22696980,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_10, 12_1, 12_2, 12_3, 12_4, 12_6, 13_1",< 200 m
22696993,"9_10, 12_4, 12_5",< 200 m
22697008,9_10,< 200 m
22697012,"9_8, 9_10, 12_4",< 200 m
22697017,9_10,< 200 m
22697028,"9_10, 12_4",< 200 m
22697031,12_4,< 20 m
22697037,"12_2, 12_4",< 20 m
22697043,12_4,< 20 m
22697123,9_10,< 200 m
22697128,12_4,< 20 m
22697133,12_5,< 20 m
22697143,9_10,< 200 m
22697203,12_5,< 20 m
22697211,12_5,< 20 m
22697219,9_10,< 200 m
22697314,12_5,< 20 m
22697334,"9_10, 12_4",< 200 m
22697353,12_5,< 20 m
22697360,"9_10, 12_2, 12_4",< 200 m
22697365,"9_10, 12_4",< 200 m
22697369,"9_10, 12_4",< 200 m
22697488,13_1,unknown
22697510,"12_4, 12_6, 13_1",< 20 m
22697516,12_5,< 20 m
22697519,9_10,< 200 m
22697555,9_10,< 200 m
22697561,9_10,< 200 m
22697564,9_10,< 200 m
22697568,"12_4, 13_1",< 20 m
22697590,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_4",< 200 m
22697595,"9_2, 9_3, 9_4, 9_5, 9_7, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 12_2, 13_1",< 200 m
22697599,9_10,< 200 m
22697608,"9_10, 12_2, 12_3",< 200 m
22697611,9_10,< 200 m
22697619,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2, 12_1, 12_2, 12_3, 13_1",200 m +
22697641,"12_1, 12_2, 12_3",< 20 m
22697648,12_5,< 20 m
22697654,12_4,< 20 m
22697702,"9_10, 12_5",< 200 m
22697713,"12_4, 12_5, 12_7",< 20 m
22697724,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697728,"9_1, 10_1, 13_1",200 m +
22697733,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697738,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697742,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2",200 m +
22697748,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 10_1, 10_2",200 m +
22697752,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 10_1, 10_2, 12_1",200 m +
22697755,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697758,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1",200 m +
22697761,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1",200 m +
22697776,"9_1, 10_1, 12_1",200 m +
22697782,"9_1, 10_1",200 m +
22697789,"9_1, 10_1, 12_1, 13_1",200 m +
22697793,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1",200 m +
22697797,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697800,"9_1, 10_1",200 m +
22697805,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_8, 9_9, 9_10, 10_1, 10_2, 12_1, 12_2, 13_1",200 m +
22697810,"9_1, 10_1, 12_1, 12_3, 13_1",200 m +
22697817,"9_1, 9_10, 10_1, 12_1, 12_2, 12_3, 12_6, 13_1, 15_11",200 m +
22697822,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 12_1, 12_2, 12_3, 12_6",200 m +
22697825,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 12_1, 12_2, 12_3, 12_4, 12_6",200 m +
22697829,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22697834,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22697839,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22697842,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22697847,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10",< 200 m
22697852,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22697859,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697866,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697870,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697875,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697879,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697885,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697888,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697896,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697913,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697925,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697935,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697949,"9_1, 10_1",200 m +
22697954,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22697957,"9_1, 10_1",200 m +
22697963,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 10_3, 10_4, 13_1",deep oceanic
22697967,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22697970,"9_1, 10_1",200 m +
22697975,"9_1, 10_1",200 m +
22697984,"9_1, 10_1, 10_2",200 m +
22697987,"9_1, 10_1",200 m +
22697990,"9_1, 10_1, 12_1, 13_1",200 m +
