iucn_sid,range_km2,sciname,dbf_file
188582,5588508.499993801,Chromis viridis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
188583,349897.2499847412,Chrysiptera starcki,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
188584,134457.7500038147,Stegastes uenfi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
188585,424004.2500181198,Plectroglyphidodon phoenixensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
188586,392420.50002861023,Stegastes imbricatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
188587,117835.49998474121,Chromis klunzingeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
188588,5083748.249987125,Neoglyphidodon nigroris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
188590,3018407.7500240803,Chromis elerae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
188592,845065.2500133514,Stegastes diencaeus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
188593,913516.7499933243,Chromis scotochiloptera,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
188595,4733486.250025034,Chromis ternatensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
188596,995561.7499828339,Amblyglyphidodon indicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
188597,896733.7500314713,Chromis opercularis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
188599,858300.2499856949,Chrysiptera bleekeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
188600,159784.50003051758,Amphiprion latifasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
188601,143244.74999904633,Pomacentrus armillatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
188603,570834.5000190735,Pomacentrus auriventris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
188604,163054.2500038147,Pomacentrus indicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
188605,1979448.499985695,Dischistodus fasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
188606,5560484.999970913,Plectroglyphidodon leucozonus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
188607,1811501.500011444,Chromis multilineata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
188608,4180652.9999973774,Pomacentrus moluccensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
188609,7176287.999987125,Abudefduf vaigiensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
188610,174510.24997615814,Chromis dasygenys,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
188611,26610.250007629395,Pycnochromis hanui,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
188612,3739772.24999547,Dischistodus perspicillatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
188613,4232234.749982119,Pomacentrus chrysurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
188614,3900843.249999523,Chrysiptera rollandi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
188616,414852.5000143051,Neoglyphidodon crossi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
188617,1427462.7500047684,Microspathodon chrysurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
188618,240440.00001716614,Pycnochromis acares,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
188619,378483.25000190735,Pomacentrus xanthosternus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
188620,28420.75,Amphiprion tricinctus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
188621,215543.5000076294,Abudefduf hoefleri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
188622,48772.75,Microspathodon frontatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
188623,282953.75,Pomacentrus similis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
188624,1222119.0000190735,Chromis insolata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
188626,1963616.9999525547,Plectroglyphidodon fasciolatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
188627,2775965.749986887,Lepidozygus tapeinosoma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
188628,230613.00000572205,Pycnochromis leucurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
188629,5823531.500025988,Pristotis obtusirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
189744,83410.4999923706,Clinus arborescens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
189746,109632.5000038147,Enneapterygius hsiojenae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
189747,70567.4999961853,Enneapterygius leucopunctatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
189748,220454.49999141693,Enneapterygius pallidus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
189750,749,Helcogramma ascensionis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
189752,261460.2500152588,Ruanoho whero,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
189810,4800.999996185303,Clinus ornatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
189818,152964316.50001955,Lestidiops jayakari,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
189819,705060.5000162125,Strongylura notata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
189820,10079670.00008297,Tylosurus acus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
189823,29287.250023126602,Cyprinodon variegatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
189828,2904404,Trachyscorpia cristulata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
189829,1694889,Chilomycterus spinosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190064,7393679.750009537,Chaunax pictus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190065,2322844.0000038147,Cottunculus thomsonii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190066,666452.7500133514,Foetorepus goodenbeani,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190067,287055990.4999876,Cryptopsaras couesii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190068,9090784.750027657,Eustomias bituberatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190069,3995811.9999961853,Gadella imberbis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190070,1654752.2500228882,Pseudocaranx dentex,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190071,360655.2500190735,Channomuraena vittata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190072,1523991.5000190735,Bembrops macromma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190073,34016479.75000763,Desmodema polystictum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190074,543112.2500209808,Laemonema melanurum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190075,15770733.000016212,Eustomias acinosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190076,139320.7499809265,Opistognathus signatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190077,11502,Vladichthys gloverensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190078,1381.0000019073486,Ariopsis assimilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190079,1127572.749994278,Opistognathus aurifrons,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190080,215212965.50002718,Remora osteochir,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190081,476260.9999990463,Paralichthys squamilentus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190082,42108.49998188019,Trinectes maculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190083,968444.2500209808,Lutjanus mahogoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SEABREAMS_SNAPPERS_GRUNTS.dbf
190084,2821642.0000083447,Nezumia cyrano,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190085,630716.2500228882,Xenomystax congroides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190086,1718550.499970436,Pontinus longispinis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190087,36795658.50002098,Pollichthys mauli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190088,23962669.249988556,Leptostomias bilobatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190089,34037286.500024796,Diceratias pileatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190090,13435704.250015259,Trichiurus lepturus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190091,2284745.2500019073,Physiculus fulvus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190092,92002.7500076294,Anchoviella elongata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190093,16165801.750015259,Malacocephalus laevis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190094,206535,Eustomias decoratus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190095,1323058.2500133514,Evoxymetopon taeniatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190096,392574.9999923706,Rhynchoconger guppyi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190097,2017405.750014305,Bellator brachychir,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190099,47083096.500021935,Lestidium atlanticum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190100,23518330.500054836,Hygophum benoiti,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190101,54526814.50012493,Sudis hyalina,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190102,1541235.7500362396,Bothus lunatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190103,5317263.2500247955,Melanostomias biseriatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190104,1279854.4999961853,Anchoa parva,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190105,483233.2500228882,Plectranthias garrupellus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190106,1686338.5000152588,Lactophrys bicaudalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190107,59872802.00001526,Eumecichthys fiski,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190108,20575545.250021935,Eustomias achirus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190109,79335903.24999428,Chiasmodon subniger,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190110,1412333.7499980927,Leucicorus atlanticus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190111,434677.0000152588,Fundulus grandis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190112,472848.25002098083,Monomitopus magnus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190113,211963.75,Atractodenchelys phrix,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190116,112262421.49996328,Luvarus imperialis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190117,11689643.74998951,Decapterus macarellus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190118,181809265.50008416,Argyropelecus affinis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190119,583325.2499923706,Notarius quadriscutis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190120,25683.250003814697,Myrophis anterodorsalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190121,603142.2500228882,Hypoplectrus chlorurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190123,12331017.499977112,Cheilopogon cyanopterus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190125,12601297.499999046,Aluterus scriptus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190126,3249976.2499759197,Gadomus dispar,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190127,3354511.250030279,Barathrites parri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190128,458507.25001335144,Muraena melanotis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190129,507027.5000009537,Ancylopsetta ommata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190130,2773086.0000190735,Argyripnus atlanticus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190131,60425366.24999738,Xenophthalmichthys danae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190132,2118819.7500123978,Haemulon plumierii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SEABREAMS_SNAPPERS_GRUNTS.dbf
190133,180767483.7500825,Cyclothone microdon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190134,528921.2500343323,Brevoortia tyrannus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190135,559322.500002861,Xenocephalus egregius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190136,359548.24998760223,Ogcocephalus pantostictus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190137,55507966.50004983,Diretmichthys parini,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190138,3879831.750008583,Rhomboplites aurorubens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SEABREAMS_SNAPPERS_GRUNTS.dbf
190139,1830480.0000600815,Seriola fasciata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190140,358622.24999427795,Hyperoglyphe bythites,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190141,47100,Gyrinomimus parri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190142,1466152.7500047684,Hoplunnis tenuis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190143,4068623.0000178814,Symphurus marginatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190144,51408.75,Eustomias pyrifer,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190145,232392941.5000038,Sternoptyx pseudobscura,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190146,30030448.50003338,Stemonosudis intermedia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190147,1117839.2499599457,Searsia koefoedi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190148,13244,Emmelichthys ruber,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190149,218972283.50002122,Malacosteus niger,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190151,686025.7500009537,Kathetostoma albigutta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190152,6318190.749959469,Platax orbicularis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190153,1066720.9999866486,Cynoponticus savanna,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190154,84031080.25000405,Bassozetus compressus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190155,537924.7500152588,Parophidion schmidti,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190156,3631186.000008583,Pristipomoides aquilonaris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SEABREAMS_SNAPPERS_GRUNTS.dbf
190157,55774958.50002861,Lophodolos acanthognathus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190158,7715119.5000190735,Stemonosudis siliquiventer,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190159,19087516.000000954,Diaphus adenomus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190160,1533435.500032425,Ophichthus ophis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190161,974488.4999980927,Synagrops trispinosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190162,999.25,Dysomma tridens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190163,51291397.50006008,Exocoetus obtusirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190165,1031450.2500567436,Pseudopleuronectes americanus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190166,371718.49998283386,Ariosoma anale,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/EELS.dbf
190168,3384922.999981165,Mugil curema,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190169,40591167.99995136,Asquamiceps caeruleus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190170,1630989.7500171661,Lutjanus buccanella,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SEABREAMS_SNAPPERS_GRUNTS.dbf
190172,928822.9999961853,Canthigaster figueiredoi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190173,816713.7500247955,Hypoplectrus aberrans,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190174,2267606.2500047684,Bathyanthias cubensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190175,3660589.0000333786,Polymixia lowei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190176,89594868.99999142,Bonapartia pedaliota,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190177,526112.5000267029,Ancylopsetta antillarum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190178,430006.7500076294,Centropristis fuscula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190180,181980687.4999442,Gigantura indica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190181,13001780.750040054,Grammatostomias circularis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190182,339588.50000190735,Calamopteryx goslinei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190183,33123691.500039577,Histrio histrio,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190184,9856543.000016212,Photonectes achirus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190185,254476.75000953674,Brevoortia smithi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190187,488497.2500038147,Oneirodes thysanema,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190188,172955.7500114441,Etropus microstomus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190189,3703653.999994993,Dicrolene kanazawai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190190,23190228.24997568,Rachycentron canadum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190191,507673.25001335144,Caulolatilus microps,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190192,43505.75000190735,Ogilbichthys kakuki,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
190193,26296456.50004673,Sphoeroides pachygaster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
190194,18864.74998855591,Ogilbichthys ferocis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
190195,1334325.2500154972,Strongylura timucu,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
190196,5907608.999998093,Halosaurus guentheri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
190197,119250046.00005102,Diaphus mollis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
190198,135607627.99999714,Talismania antillarum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
190199,773662.2499847412,Bellator ribeiroi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
190200,818194.7500085831,Ogcocephalus corniger,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
190201,70106335.74996114,Acanthonus armatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
