iucn_sid,sciname,year,category,code
225960940,Allium orosamium,2024,DD,4
225960995,Allium pythagoricum,2024,DD,4
225961466,Allium abanticum,2024,VU,4
225961592,Allium pignattii,2024,DD,4
225961622,Allium velutinum,2024,DD,4
171333,Inchoatia megdova,2025,LC,4
171075,Sciocochlea collasi,2025,VU,4
85589446,Tsoukatosia arabatzis,2025,LC,4
107884970,Tsoukatosia argolica,2025,VU,4
171071,Tsoukatosia christinae,2025,LC,4
85588054,Tsoukatosia evauemgei,2025,CR,4
171561,Tsoukatosia liae,2025,LC,4
107885596,Tsoukatosia nicoleae,2025,VU,4
107885233,Tsoukatosia pallgergelyi,2025,NT,4
226016227,Tsoukatosia brandtstetteri,2025,NT,4
226017012,Tsoukatosia feheri,2025,LC,4
76131964,Tsoukatosia subaii,2025,VU,4
171060,Vallatia vallata,2025,LC,4
171550,Pleurodiscus sudensis,2025,LC,4
170642,Deroceras astypalaeense,2023,LC,4
170643,Deroceras attemsi,2023,DD,4
170645,Deroceras bistimulatum,2023,VU,4
170646,Deroceras boeoticum,2023,LC,4
170647,Deroceras boettgeri,2023,DD,4
170656,Deroceras cycladicum,2023,LC,4
170659,Deroceras dewinteri,2023,VU,4
170662,Deroceras gavdosense,2023,LC,4
170665,Deroceras gorgonium,2023,EN,4
170666,Deroceras halieos,2023,LC,4
170667,Deroceras ikaria,2023,DD,4
170669,Deroceras karnaniense,2023,VU,4
170670,Deroceras kasium,2023,VU,4
170671,Deroceras keanense,2023,LC,4
170673,Deroceras korthionense,2023,LC,4
170674,Deroceras kythirense,2023,VU,4
170676,Deroceras lasithionense,2023,LC,4
170682,Deroceras melinum,2023,LC,4
170683,Deroceras minoicum,2025,VU,4
170685,Deroceras neuteboomi,2023,EN,4
170687,Deroceras nyphoni,2023,NT,4
170689,Deroceras oertzeni,2023,LC,4
170690,Deroceras pageti,2023,LC,4
170692,Deroceras parium,2023,LC,4
170697,Deroceras pseudopanormitanum,2023,LC,4
170698,Deroceras rethimnonense,2023,LC,4
170700,Deroceras rhodense,2023,DD,4
170702,Deroceras samium,2023,LC,4
170704,Deroceras seriphium,2023,LC,4
75780934,Carinigera albicosta,2023,NT,4
171223,Carinigera calabacensis,2023,VU,4
171299,Carinigera leucorhaphe,2023,NT,4
171046,Carinigera liebegottae,2023,EN,4
171677,Carinigera praestans,2023,LC,4
171592,Carinigera stussineri,2023,LC,4
170978,Carinigera tantilla,2023,CR,4
171215,Carinigera thessalonica,2023,LC,4
171546,Carinigera torifera,2023,EN,4
226156163,Radomaniola dolens,2023,CR,4
212446970,Achaiohydrobia moreana,2023,VU,4
15771,Mediterranea amaltheae,2024,VU,4
171239,Mediterranea ionica,2024,LC,4
171152,Mediterranea mylonasi,2024,LC,4
171242,Mediterranea pieperi,2024,LC,4
170937,Mediterranea pygmaea,2024,VU,4
170827,Tandonia melanica,2024,LC,4
171100,Oxychilus aegopinoides,2024,EN,4
226275847,Oxychilus mariensis,2024,DD,4
171462,Oxychilus seidli,2024,LC,4
171188,Oxychilus superfluus,2024,LC,4
171700,Oxychilus tomlini,2024,LC,4
107885952,Cattania ista,2024,DD,4
171778,Limax hemmeni,2024,LC,4
171690,Schistophallus minoicus,2024,LC,4
171453,Schistophallus spratti,2024,LC,4
171399,Milax aegaeicus,2024,LC,4
171081,Sphincterochila insularis,2023,EN,4
170878,Balcanodiscus beroni,2023,VU,4
170917,Balcanodiscus carinatus,2023,LC,4
171512,Balcanodiscus cerberus,2023,NT,4
76020316,Balcanodiscus danyii,2023,NT,4
171521,Balcanodiscus difficilis,2023,NT,4
171120,Balcanodiscus magnus,2023,NT,4
107885764,Balcanodiscus mirus,2023,VU,4
171990,Balcanodiscus stummerorum,2023,NT,4
171117,Doraegopis boeoticus,2023,NT,4
171054,Doraegopis carinatus,2023,EN,4
171108,Doraegopis euboeicus,2023,EN,4
171645,Doraegopis parnonicus,2023,VU,4
171373,Doraegopis subaii,2023,VU,4
171774,Gyralina epeirotica,2023,NT,4
170836,Gyralina ermonae,2023,NT,4
76024973,Gyralina graeca,2023,NT,4
171461,Gyralina hausdorfi,2023,VU,4
76025968,Gyralina orientalis,2023,VU,4
171093,Gyralina pageti,2023,VU,4
76025980,Gyralina riedeli,2023,VU,4
171708,Gyralina sattmanni,2023,LC,4
171365,Gyralina tsatsae,2023,NT,4
171706,Gyralina velasensis,2023,VU,4
170872,Lindbergia beroni,2023,CR,4
171111,Lindbergia gittenbergeri,2023,CR,4
171666,Lindbergia orbicularis,2023,LC,4
171221,Lindbergia pageti,2023,VU,4
171999,Lindbergia parnonensis,2023,LC,4
171034,Lindbergia pinteri,2023,VU,4
171340,Lindbergia pseudoillyrica,2023,LC,4
171492,Lindbergia spiliaenymphis,2023,VU,4
170899,Lindbergia stylokamarae,2023,NT,4
171422,Albinaria olivieri,2023,LC,4
171250,Albinaria petrosa,2023,LC,4
170849,Albinaria praeclara,2023,LC,4
171558,Albinaria profuga,2023,NT,4
171698,Albinaria proteus,2023,LC,4
171196,Albinaria rebeli,2023,VU,4
171775,Albinaria rechingeri,2023,CR,4
171538,Albinaria retusa,2023,CR,4
170987,Albinaria solicola,2023,NT,4
171543,Albinaria sphakiota,2023,NT,4
170830,Albinaria spratti,2023,LC,4
171425,Albinaria sturanyi,2023,VU,4
171229,Albinaria subaii,2023,VU,4
171141,Albinaria sublamellosa,2023,VU,4
171044,Albinaria tenuicostata,2023,LC,4
171519,Albinaria terebra,2023,LC,4
171701,Albinaria teres,2023,LC,4
171354,Albinaria thiesseae,2023,NT,4
171101,Albinaria torticollis,2023,NT,4
171611,Albinaria troglodytes,2023,LC,4
171127,Albinaria turrita,2023,LC,4
171362,Albinaria ulrikae,2023,VU,4
171480,Albinaria unicolor,2023,LC,4
170964,Albinaria violacea,2023,VU,4
171463,Albinaria virginea,2023,LC,4
170973,Albinaria voithii,2023,LC,4
171741,Albinaria wettsteini,2023,VU,4
171324,Albinaria wiesei,2023,VU,4
171654,Albinaria xanthostoma,2023,NT,4
170965,Albinaria zilchi,2023,VU,4
171070,Idyla liebegottae,2023,VU,4
171668,Idyla pelobsoleta,2023,VU,4
171572,Macedonica pindica,2023,NT,4
170861,Macedonica schatzmayri,2023,LC,4
171448,Macedonica thasia,2023,LC,4
171275,Macedonica ypsilon,2023,LC,4
171216,Macedonica guicciardii,2023,EN,4
171563,Albinaria pelocarinata,2023,EN,4
64529440,Anadrymadusa brevipennis,2025,EN,4
17181859,Metaplastes oertzeni,2023,LC,4
17181896,Poecilimon aegaeus,2023,LC,4
17181904,Poecilimon artedentatus,2023,LC,4
17181907,Poecilimon athos,2023,VU,4
17181950,Poecilimon deplanatus,2023,LC,4
17181953,Poecilimon erimanthos,2023,LC,4
17181974,Poecilimon gerlindae,2023,LC,4
17182027,Poecilimon ikariensis,2023,VU,4
17182043,Poecilimon klausgerhardi,2023,LC,4
68458212,Poecilimon mariannae,2023,LC,4
45466621,Poecilimon nobilis,2023,LC,4
45466779,Poecilimon paros,2023,VU,4
68458962,Poecilimon propinquus,2023,LC,4
68459242,Poecilimon thessalicus,2023,LC,4
68451909,Pholidoptera lucasi,2023,EN,4
16084613,Chorthippus crassiceps,2023,NT,4
69637992,Chorthippus ferdinandi,2023,EN,4
16084612,Chorthippus moreanus,2023,LC,4
16084456,Chorthippus parnon,2023,NT,4
16084479,Chorthippus pulloides,2023,NT,4
16084530,Chorthippus sangiorgii,2023,LC,4
226351055,Oenanthe tricholoba,2025,CR,4
226351868,Vincetoxicum creticum,2025,LC,4
13137033,Fritillaria davisii,2024,VU,4
13137108,Fritillaria ehrhartii,2024,LC,4
13137302,Fritillaria mutabilis,2024,LC,4
13137349,Fritillaria rhodia,2024,LC,4
226355254,Arabis cretica,2024,LC,4
226355257,Arabis subflava,2024,NT,4
226355260,Cardamine barbaraeoides,2024,DD,4
226355263,Cardamine calliphaea,2024,NT,4
226355270,Hypericum amblyocalyx,2025,DD,4
226355276,Hypericum athoum,2025,DD,4
226355283,Hypericum boehlingraabei,2025,LC,4
226355299,Hypericum cycladicum,2025,NT,4
226355311,Hypericum icaricum,2025,LC,4
226355319,Hypericum jovis,2025,LC,4
226355325,Hypericum kelleri,2025,LC,4
226355342,Hypericum tymphresteum,2025,DD,4
226355351,Isatis grammotis,2025,DD,4
226372620,Entoloma alnicola,2025,CR,4
226374102,Thesium vlachorum,2025,VU,4
162211,Bupleurum capillare,2024,VU,4
161858,Phitosia crocifolia,2025,EN,4
19892431,Genista parnassica,2024,NT,4
174410378,Onobrychis peloponnesiaca,2025,CR,4
83772511,Rhamnus sibthorpiana,2025,LC,4
226667430,Acantholimon aegaeum,2024,VU,4
226667433,Achillea occulta,2024,VU,4
226667442,Aethionema carlsbergii,2024,EN,4
226667445,Aethionema orbiculatum,2024,VU,4
226669062,Arenaria leucadia,2024,VU,4
226667457,Thliphthisa baenitzii,2025,EN,4
226667468,Cynanchica brachyphylla,2024,CR,4
226667479,Cynanchica malevonensis,2024,CR,4
226667542,Astragalus laconicus,2024,EN,4
226667553,Chondrilla ramosissima,2024,LC,4
226667575,Draba laconica,2024,EN,4
226667581,Draba strasseri,2024,EN,4
226667584,Drymocallis halacsyana,2024,EN,4
226667716,Hypericum fragile,2025,VU,4
226667735,Hypericum taygeteum,2025,EN,4
162254,Ramonda heldreichii,2025,LC,4
226667747,Linum hellenicum,2025,VU,4
226667879,Potentilla arcadiensis,2025,EN,4
226669852,Erodium hartvigianum,2024,NT,4
226673603,Prozercon bulbiferus,2025,LC,4
226673643,Prozercon morazae,2025,LC,4
226673647,Prozercon norae,2025,LC,4
226673592,Prozercon achaeanus,2025,LC,4
226674944,Euscorpius birulai,2025,VU,4
226674986,Euscorpius kabateki,2025,LC,4
226674992,Euscorpius kinzelbachi,2025,LC,4
226675046,Euscorpius mylonasi,2025,NT,4
226675061,Euscorpius naupliensis,2025,LC,4
226675099,Euscorpius scheraboni,2025,LC,4
226675122,Euscorpius stahlavskyi,2025,LC,4
226675144,Euscorpius yagmuri,2025,LC,4
226675217,Iurus dufoureius,2025,LC,4
226675289,Letoiurus rhodiensis,2025,LC,4
226675317,Metaiurus stathiae,2025,LC,4
226689660,Pseudobithynia nigra,2025,CR,4
226689664,Bithynia corfuensis,2025,CR,4
29655,Crocidura sicula,2024,LC,4
226776767,Crocus athous,2024,VU,4
226776801,Crocus georgei,2024,CR,4
226776867,Crocus harveyi,2024,VU,4
226776887,Crocus ruksansii,2024,VU,4
226776893,Crocus seisumsiana,2024,VU,4
226776918,Crocus vaclavii,2024,VU,4
226776905,Crocus hellenicus,2024,VU,4
226776921,Onosma elegantissima,2025,LC,4
226776930,Onosma epirotica,2025,LC,4
226776941,Onosma erecta,2025,LC,4
226776945,Onosma euboica,2025,LC,4
226776954,Onosma kaheirei,2025,LC,4
226776961,Onosma leptantha,2025,NT,4
226777012,Onosma pseudoeuboica,2025,VU,4
226777064,Onosma spruneri,2025,LC,4
226777067,Onosma stridii,2025,VU,4
226777086,Viola thasia,2025,EN,4
226785595,Acheroxenylla cretensis,2025,LC,4
226785769,Ballistura albertinae,2025,LC,4
226785920,Cryptonura anthrenoidea,2025,DD,4
226785991,Dalianus galae,2025,DD,4
226785998,Detriturus xenonis,2025,DD,4
226786101,Ephemerotoma porcella,2025,DD,4
226786260,Endonura cretensis,2025,DD,4
226786463,Neanurella microphthalma,2025,DD,4
226786560,Orchesella sporadica,2025,DD,4
226786807,Proctostephanus anopolitana,2025,DD,4
226786963,Pseudosinella ciliata,2025,DD,4
226787069,Tremoisea enigmatica,2025,DD,4
226787075,Tremoisea ossica,2025,DD,4
5588,Crocidura zimmermanni,2024,EN,4
41479,Talpa caeca,2024,LC,4
226860296,Helianthemum hymettium,2025,LC,4
226860368,Nepeta camphorata,2025,LC,4
226860483,Nepeta hystrix,2025,LC,4
226860486,Nepeta melissifolia,2025,NT,4
226860553,Nepeta scordotis,2025,LC,4
41484,Talpa romana,2024,LC,4
29664,Sorex granarius,2024,LC,4
226997613,Arenaria fragillima,2024,LC,4
226997636,Arenaria guicciardii,2024,LC,4
226997780,Carlina barnebiana,2024,VU,4
226997824,Carlina sitiensis,2024,LC,4
226997951,Draba cretica,2024,LC,4
226998000,Filago cretensis,2024,NT,4
226998062,Inula candida,2025,NT,4
226998120,Klasea cretica,2025,VU,4
226998399,Lomelosia albocincta,2025,VU,4
226998450,Cherleria wettsteinii,2024,CR,4
226998501,Ranunculus creticus,2025,LC,4
226998551,Silene antri-jovis,2025,NT,4
226998704,Silene insularis,2025,EN,4
226998736,Silene sieberi,2025,LC,4
226998805,Hirtellina fruticosa,2025,LC,4
226999084,Staehelina petiolata,2025,LC,4
227002833,Guepiniopsis fulva,2024,EN,4
58055,Pelodytes ibericus,2024,LC,4
58581,Pelophylax cretensis,2024,EN,4
58624,Rana italica,2024,LC,4
59465,Salamandra corsica,2024,LC,4
59468,Salamandrina terdigitata,2024,LC,4
20455,Speleomantes flavus,2024,EN,4
20456,Speleomantes genei,2024,VU,4
20457,Speleomantes imperialis,2024,NT,4
135825,Speleomantes sarrabusensis,2024,CR,4
20459,Speleomantes supramontis,2024,EN,4
41485,Talpa stankovici,2024,LC,4
41483,Talpa occidentalis,2024,LC,4
171254,Vitrea argolica,2023,LC,4
171713,Vitrea clessini,2023,LC,4
171297,Vitrea demiobasensis,2023,LC,4
170932,Vitrea keaana,2023,LC,4
171394,Vitrea klemmi,2023,LC,4
171195,Vitrea matsakisi,2023,LC,4
85590206,Vitrea megistislavras,2023,VU,4
171509,Vitrea olympica,2023,NT,4
171689,Vitrea ossaea,2023,DD,4
171178,Vitrea pageti,2023,LC,4
171138,Vitrea pieperiana,2023,CR,4
171710,Vitrea pinteri,2023,VU,4
171176,Vitrea schneideri,2023,NT,4
171481,Vitrea sporadica,2023,LC,4
171467,Gyralina formosa,2023,NT,4
20411,Sorex samniticus,2024,LC,4
170882,Albinaria nivea,2023,LC,4
162144,Anthyllis hystrix,2017,LC,4
226810485,Acinopus creticus,2025,DD,4
227562416,Amara cretica,2025,DD,4
227563239,Amara oertzeni,2025,DD,4
227562231,Aptinus lugubris,2025,LC,4
227563022,Cymindis kalavrytana,2025,LC,4
227707919,Hypochaeris tenuiflora,2025,LC,4
227708090,Umbilicus albido-opacus,2025,EN,4
227708109,Coronilla globosa,2024,LC,4
227708229,Geranium kikianum,2024,VU,4
227562909,Cymindis pindicola,2025,DD,4
227560508,Nebria holtzi,2025,DD,4
227562718,Nebria storkani,2025,DD,4
227562818,Ophonus bartoni,2025,DD,4
227563092,Ophonus wrasei,2025,DD,4
227560928,Penthophonus taygetanus,2025,LC,4
227560791,Zabrus aegeus,2025,LC,4
227560679,Zabrus peristericus,2025,DD,4
227560659,Zabrus reflexus,2025,DD,4
227560608,Zabrus tumidus,2025,LC,4
227562728,Nebria olympica,2025,DD,4
227562698,Nebria vseteckai,2025,DD,4
227767784,Astragalus austroaegaeus,2024,NT,4
227772385,Ricotia isatoides,2025,VU,4
227794301,Phlebotomus creticus,2025,LC,4
227820643,Asperula tymphaea,2024,LC,4
227820173,Cynanchica pinifolia,2024,LC,4
227877590,Bellis longifolia,2024,NT,4
162269,Paeonia clusii,2025,NT,4
227880462,Saponaria aenesia,2025,EN,4
228115766,Armeria icarica,2024,EN,4
228115929,Armeria sancta,2024,LC,4
228116032,Goniolimon heldreichii,2024,DD,4
228116274,Limonium aegaeum,2025,LC,4
228116508,Limonium albomarginatum,2025,CR,4
228116531,Limonium ammophilon,2025,LC,4
228116630,Limonium amopicum,2025,LC,4
228116659,Limonium aphroditae,2025,CR,4
228116682,Limonium archeothirae,2025,LC,4
228116743,Limonium astypaleanum,2025,VU,4
228116752,Limonium athinense,2025,EN,4
228116767,Limonium atticum,2025,LC,4
228116904,Limonium brevipetiolatum,2025,NT,4
228116960,Limonium calliopsium,2025,EN,4
228116981,Limonium carpathum,2025,VU,4
228117141,Limonium chersonesum,2025,EN,4
228117211,Limonium chrisianum,2025,VU,4
228117291,Limonium compactum,2025,LC,4
228117305,Limonium contractum,2025,VU,4
228117324,Limonium corinthiacum,2025,VU,4
228117347,Limonium cornarianum,2025,CR,4
228117668,Limonium coronense,2025,VU,4
228117812,Limonium crateriforme,2025,LC,4
228117943,Limonium cythereum,2025,VU,4
228117963,Limonium doerfleri,2025,LC,4
228117975,Limonium dolihiense,2025,EN,4
228118181,Limonium elaphonisicum,2025,VU,4
228118280,Limonium frederici,2025,LC,4
228118312,Limonium grabusae,2025,LC,4
228118380,Limonium helenae,2025,EN,4
228118390,Limonium heraionense,2025,EN,4
228118444,Limonium hierapetrae,2025,VU,4
228118483,Limonium hirsuticalyx,2025,LC,4
228118487,Limonium ikaricum,2025,EN,4
228118490,Limonium isidorum,2025,VU,4
228118499,Limonium kardamylii,2025,EN,4
228118502,Limonium kirikosicum,2025,EN,4
228118523,Limonium meandrinum,2025,VU,4
228118526,Limonium messeniacum,2025,EN,4
228118529,Limonium microcycladicum,2025,LC,4
228118584,Limonium monolithicum,2025,LC,4
228118557,Limonium minoicum,2025,VU,4
228118593,Limonium ocymifolium,2025,LC,4
228118602,Limonium pagasaeum,2025,EN,4
228118606,Limonium palmare,2025,LC,4
228118615,Limonium parosicum,2025,EN,4
228118621,Limonium pigadiense,2025,LC,4
228118639,Limonium proliferum,2025,LC,4
228118660,Limonium pusillum,2025,VU,4
228118665,Limonium pylium,2025,VU,4
228118792,Limonium quinnii,2025,EN,4
228118807,Limonium recticaule,2025,EN,4
228118879,Limonium samium,2025,VU,4
228118888,Limonium sartorianum,2025,VU,4
228118916,Limonium schinousae,2025,LC,4
228118964,Limonium sirinicum,2025,LC,4
228118974,Limonium sitiacum,2025,LC,4
228118989,Limonium stenotatum,2025,LC,4
228119010,Limonium taenari,2025,LC,4
228119021,Limonium thirae,2025,LC,4
228119031,Limonium vanandense,2025,LC,4
228119048,Limonium vravronense,2025,EN,4
228119053,Limonium xerocamposicum,2025,LC,4
228119056,Limonium xiliense,2025,VU,4
228143607,Bupleurum aira,2024,EN,4
228143645,Bupleurum greuteri,2024,NT,4
228143726,Cirsium hypopsilum,2024,LC,4
228143799,Delphinium hellenicum,2024,LC,4
228144230,Laserocarpum pseudomeum,2025,NT,4
228144404,Onopordum laconicum,2025,NT,4
228144605,Onopordum messeniacum,2025,NT,4
228168351,Ranunculus millii,2025,NT,4
228168355,Scaligeria moreana,2025,NT,4
228168501,Taraxacum decrepitum,2025,EN,4
228144144,Jurinea taygetea,2025,EN,4
979,Alytes dickhilleni,2024,EN,4
59449,Euproctus montanus,2024,LC,4
79079357,Lissotriton maltzani,2024,LC,4
61918,Lyciasalamandra helverseni,2024,VU,4
228278005,Euphorbia orphanidis,2024,EN,4
228714056,Astragalus apollineus,2024,VU,4
228714060,Astragalus taygeteus,2024,NT,4
228714891,Aubrieta glabrescens,2024,VU,4
228714928,Aurinia gionae,2024,LC,4
228714948,Genista halacsyi,2024,NT,4
228715980,Bornmuellera emarginata,2024,LC,4
228717815,Lomelosia sphaciotica,2025,NT,4
228718764,Noccaea cretica,2025,VU,4
228719728,Noccaea epirota,2025,NT,4
228719739,Pulmonaria cesatiana,2025,NT,4
228720775,Silene niederi,2025,LC,4
228795876,Genea cephalonicae,2025,DD,4
228795429,Balsamia hellenica,2025,DD,4
58567,Pelophylax cerigensis,2024,EN,4
58892549,Pelophylax cypriensis,2024,VU,4
59476,Lissotriton italicus,2024,LC,4
228998386,Arenaria gionae,2024,VU,4
229000751,Arenaria peloponnesiaca,2024,LC,4
229000808,Arenaria phitosiana,2024,EN,4
229000856,Arenaria runemarkii,2024,NT,4
229001000,Akhania carpatha,2024,LC,4
229004320,Linum phitosianum,2025,EN,4
229010573,Veronica thymifolia,2025,LC,4
229574395,Cephalaria fanourii,2024,NT,4
229607359,Drymocallis longisepala,2024,VU,4
229643769,Tragopogon longifolius,2025,LC,4
229700395,Trifolium michaelis,2025,VU,4
229701600,Trifolium phitosianum,2025,LC,4
229701750,Trifolium praetermissum,2025,LC,4
229701786,Trifolium rechingeri,2025,LC,4
229785613,Rorippa icarica,2025,CR,4
229815766,Cynanchica abbreviata,2024,EN,4
229831035,Aubrieta erubescens,2024,VU,4
229831758,Cerastium deschatresii,2024,LC,4
19107310,Cerastium illyricum,2024,LC,4
229832381,Cerastium pedunculare,2024,NT,4
229832576,Cerastium vourinense,2024,NT,4
229833991,Galium ophiolithicum,2024,NT,4
229834412,Noccaea graeca,2025,LC,4
229831303,Aubrieta thessala,2024,LC,4
229928924,Libania rhodia,2024,EN,4
171172,Zonites messenicus,2024,NT,4
171304,Zonites astakidae,2024,EN,4
171753,Zonites nisyrius,2024,VU,4
170922,Allaegopis jonicus,2024,LC,4
170863,Zonites labiosus,2024,NT,4
23213,Zonites anaphiensis,2024,VU,4
171376,Zonites parnonensis,2024,LC,4
170928,Zonites oertzeni,2024,NT,4
171437,Allaegopis transiens,2024,LC,4
171246,Zonites nikariae,2024,VU,4
171441,Zonites euboeicus,2024,EN,4
171121,Allaegopis subariedeli,2024,VU,4
171766,Zonites nautarum,2024,CR,4
171641,Carpathica insularis,2024,LC,4
171523,Allaegopis meridionalis,2024,LC,4
171211,Zonites embolium,2024,EN,4
171018,Bulgarica pindica,2024,VU,4
171663,Zonites invitus,2024,CR,4
171280,Zonites kobelti,2024,NT,4
171601,Allaegopis kerketianus,2024,LC,4
170840,Zonites graecus,2024,NT,4
171413,Zonites sariae,2024,VU,4
170844,Zonites pergranulatus,2024,NT,4
229909293,Bulgarica hemmenorum,2024,VU,4
230160107,Galium monachinii,2024,LC,4
230161088,Ranunculus subhomophyllus,2025,LC,4
230160399,Onopordum majorii,2025,LC,4
230165936,Minuartia athoa,2025,NT,4
230167599,Minuartia eurytanica,2025,LC,4
230168819,Minuartia kitanovii,2025,DD,4
230169115,Cherleria parnonia,2024,NT,4
230253735,Cardiophorus albofasciatus,2025,DD,4
230266051,Cardiophorus ischnusae,2025,DD,4
47263254,Elater asmodaius,2025,DD,4
47265114,Podeonius subcyaneus,2025,DD,4
230176668,Galium citraceum,2024,LC,4
230175004,Hexaphylla taygetea,2025,LC,4
230174940,Cynanchica samia,2024,LC,4
230177117,Jacobaea gnaphalioides,2025,LC,4
230176734,Galium monasterium,2024,LC,4
230174879,Thliphthisa elonea,2025,LC,4
230176785,Galium thymifolium,2024,LC,4
230175765,Carthamus rechingeri,2024,NT,4
230177482,Linum gyaricum,2025,LC,4
230177291,Ligusticum olympicum,2025,NT,4
230176652,Galium amorginum,2024,LC,4
230175948,Echinops graecus,2024,LC,4
230173517,Glandora goulandrisiorum,2024,NT,4
230174915,Cynanchica pulvinaris,2024,LC,4
230177220,Lamyropsis carpini,2025,LC,4
230177543,Lithodora zahnii,2025,LC,4
230177017,Gypsophila nana,2024,LC,4
230177074,Heliosperma intonsum,2025,LC,4
230176754,Galium reiseri,2024,LC,4
230177332,Linum caespitosum,2025,DD,4
230177321,Tamamschjanella rhizomatica,2025,LC,4
230177452,Linum doerfleri,2025,DD,4
230177774,Lomelosia minoana,2025,LC,4
230175856,Hellenocarum depressum,2025,LC,4
230172898,Achillea aegyptiaca,2024,NT,4
230176612,Eryngium amorginum,2024,LC,4
230174822,Thliphthisa pusilla,2025,LC,4
230178209,Sabulina pichleri,2025,LC,4
230178227,Omphalodes runemarkii,2025,LC,4
230178263,Peucedanum gabrielae,2025,LC,4
230178302,Ranunculus thasius,2025,LC,4
230178338,Scaligeria halophila,2025,LC,4
230178526,Sedum creticum,2025,LC,4
230178548,Sedum praesidis,2025,LC,4
230178589,Sedum tristriatum,2025,LC,4
230178596,Seseli aroanicum,2025,LC,4
230178602,Seseli crithmifolium,2025,LC,4
230178732,Seseli parnassicum,2025,LC,4
230178743,Stipa isoldeae,2025,LC,4
230178758,Symphytum creticum,2025,LC,4
230178935,Symphytum davisii,2025,LC,4
230178968,Valeriana asarifolia,2025,LC,4
230179052,Valeriana olenaea,2025,LC,4
230179323,Veronica sartoriana,2025,LC,4
230373608,Achillea barbeyana,2024,EN,4
230373671,Achillea taygetea,2024,EN,4
178679434,Rindera graeca,2025,LC,4
230400645,Potentilla deorum,2025,NT,4
230416636,Saxifraga sibthorpii,2025,LC,4
230569846,Achillea umbellata,2024,LC,4
230570176,Armeria johnsenii,2024,VU,4
230570318,Hexaphylla arcadiensis,2025,LC,4
230570417,Cynanchica boissieri,2024,LC,4
230570860,Cynanchica lutea,2024,LC,4
230571063,Cynanchica oetaea,2024,LC,4
230571277,Cynanchica ophiolitica,2024,NT,4
230571405,Cynanchica suffruticosa,2024,VU,4
230571635,Aurinia moreana,2024,LC,4
230571861,Caroxylon aegaeum,2024,LC,4
230574135,Cerastium runemarkii,2024,VU,4
230574191,Cirsium zarkosii,2024,EN,4
230575694,Draba parnassica,2024,LC,4
230575707,Galium cyllenium,2024,LC,4
230575755,Geocaryum peloponesiacum,2024,LC,4
230575793,Goniolimon sartorii,2024,EN,4
230575827,Inula subfloccosa,2025,VU,4
230575936,Linum euboeum,2025,VU,4
230575951,Linum goulimyi,2025,CR,4
230575961,Lomelosia hymettia,2025,LC,4
230575987,Malcolmia macrocalyx,2025,LC,4
230582403,Trigonella graeca,2025,LC,4
230582432,Minuartia confusa,2025,LC,4
230582896,Odontites linkii,2025,LC,4
230582948,Potentilla kionaea,2025,VU,4
230582987,Rhinanthus pubescens,2025,LC,4
230583128,Silene adelphiae,2025,EN,4
230583247,Silene auriculata,2025,LC,4
230583256,Silene barbeyana,2025,VU,4
230583304,Silene dirphya,2025,EN,4
230583340,Trifolium andricum,2025,LC,4
230583521,Veronica contandriopouli,2025,CR,4
229079992,Daphne sojakii,2024,DD,4
229091348,Onobrychis ebenoides,2025,LC,4
230713853,Cenopalpus eriobotryi,2025,LC,4
230713881,Eustigmaeus agioriticus,2025,LC,4
230713938,Neoseiulella paralias,2025,NT,4
230714582,Typhloseiulus erymanthii,2025,LC,4
230714671,Trematurella graeca,2025,NT,4
230714701,Opilioacarus thaleri,2025,DD,4
230714797,Agistemus macrosetosus,2025,NT,4
230714807,Eustigmaeus microvacuolatus,2025,DD,4
230714840,Stigmaeus canestrinii,2025,DD,4
230715594,Sphaerozetes olympicus,2025,DD,4
230715746,Eustigmaeus parakauaiensis,2025,DD,4
230715786,Stigmaeus claviformis,2025,LC,4
230715812,Stigmaeus graminis,2025,NT,4
230715822,Stigmaeus kochi,2025,NT,4
230716181,Neooxycenus dittrichiae,2025,LC,4
230716237,Curteria graeca,2025,DD,4
230716331,Panonychus caricae,2025,LC,4
230716364,Mezranobia variata,2025,DD,4
230716582,Aplonobia carthaeae,2025,NT,4
230716840,Eustigmaeus irregularis,2025,DD,4
230717414,Acherontacarus raphani,2025,NT,4
230715670,Passalozetes hauseri,2025,LC,4
230784926,Holoparasitus kerkirensis,2025,DD,4
230877559,Tetramesa graeca,2025,DD,4
230877570,Petalidion hellenicum,2025,DD,4
230877580,Aprostocetus perfulvescens,2025,LC,4
230877600,Aprostocetus graciliclava,2025,DD,4
230877610,Aprostocetus lycidoides,2025,DD,4
230877620,Aprostocetus silaceus,2025,DD,4
230877630,Neochrysocharis acuminatus,2025,DD,4
230877644,Neochrysocharis ambitiosus,2025,DD,4
230877658,Oomyzus ellisorum,2025,DD,4
230877668,Anastatus temporalis,2025,DD,4
230877678,Eupelmus purpuricollis,2025,DD,4
230877688,Merostenus graecus,2025,DD,4
230877699,Spalangiopelta rameli,2025,DD,4
230877709,Psilophrys aristotelei,2025,DD,4
230877719,Aprostocetus aartseni,2025,DD,4
230877729,Aprostocetus atticus,2025,DD,4
230877739,Aprostocetus cycladum,2025,LC,4
230877749,Torymus maculosus,2025,DD,4
230877759,Torymus arcadius,2025,LC,4
230877769,Plutothrix pallidiclava,2025,DD,4
230877779,Lymaenon mediterraneus,2025,DD,4
