iucn_sid,kingdom,phylum,class,order,family
162901,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162902,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE
162903,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162904,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162905,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162906,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162907,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162908,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
162909,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162910,ANIMALIA,MOLLUSCA,CEPHALOPODA,BATHYTEUTHIDA,CHTENOPTERYGIDAE
162911,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162912,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162913,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162914,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
162916,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162917,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
162918,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
162919,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE
162920,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162922,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162923,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162924,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162925,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
162926,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
162928,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE
162929,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
162930,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
162931,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
162932,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162933,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162934,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
162935,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162937,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ELEDONIDAE
162938,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
162939,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROTEUTHIDAE
162940,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162941,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162942,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162943,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE
162944,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BRACHIOTEUTHIDAE
162945,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
162946,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
162948,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162950,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
162951,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162952,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CHIROTEUTHIDAE
162953,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162954,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162955,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BATHYPOLYPODIDAE
162956,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BRACHIOTEUTHIDAE
162957,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BATHYPOLYPODIDAE
162958,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
162959,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
162961,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,JOUBINITEUTHIDAE
162962,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CHIROTEUTHIDAE
162963,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
162964,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162966,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
162967,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
162968,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162969,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162970,ANIMALIA,MOLLUSCA,CEPHALOPODA,NAUTILIDA,NAUTILIDAE
162971,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162972,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162973,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162974,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162975,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162976,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162977,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROCTOPODIDAE
162978,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162979,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
162980,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE
162981,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162982,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162983,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162984,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
162985,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162986,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE
162987,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162988,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE
162989,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162990,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ELEDONIDAE
162991,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162992,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162994,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
162996,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
162997,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
162998,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
162999,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
163002,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163003,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163004,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163006,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163007,ANIMALIA,MOLLUSCA,CEPHALOPODA,BATHYTEUTHIDA,BATHYTEUTHIDAE
163008,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,LYCOTEUTHIDAE
163009,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163010,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163011,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROTEUTHIDAE
163012,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163013,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163014,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
163015,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163017,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163018,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163019,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163020,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163022,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163024,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163025,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,LYCOTEUTHIDAE
163026,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,PSYCHROTEUTHIDAE
163027,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163028,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163029,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE
163030,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163031,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163032,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163033,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CHIROTEUTHIDAE
163034,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
163035,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163036,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163037,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163038,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163040,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163041,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163042,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROTEUTHIDAE
163045,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163047,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ELEDONIDAE
163048,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
163049,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163050,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ANCISTROCHEIRIDAE
163051,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,LYCOTEUTHIDAE
163052,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163053,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163054,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163055,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163056,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
163057,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163058,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163059,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163060,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163061,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163063,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163064,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
163065,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163066,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,TREMOCTOPODIDAE
163067,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163068,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
163069,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163070,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,LYCOTEUTHIDAE
163071,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163072,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163073,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
163074,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163075,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCYTHOIDAE
163076,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163077,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE
163078,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163079,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE
163080,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE
163081,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163082,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,TREMOCTOPODIDAE
163083,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE
163084,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163085,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163086,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE
163087,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163088,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163089,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,PYROTEUTHIDAE
163090,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163091,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163092,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163093,ANIMALIA,MOLLUSCA,CEPHALOPODA,NAUTILIDA,NAUTILIDAE
163094,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163095,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BRACHIOTEUTHIDAE
163096,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163097,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163098,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163099,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163100,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163101,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BRACHIOTEUTHIDAE
163102,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
163103,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163106,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163107,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BATHYPOLYPODIDAE
163108,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BATOTEUTHIDAE
163109,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163110,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163111,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163112,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CHIROTEUTHIDAE
163113,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163114,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163115,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163117,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROCTOPODIDAE
163118,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163119,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163121,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163122,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163124,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
163125,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE
163126,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163127,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163128,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
163129,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163130,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163131,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
163132,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE
163133,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163134,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163135,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163137,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163138,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163139,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163140,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163141,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163142,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163143,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163144,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163145,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163146,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163147,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163148,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163149,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BATHYPOLYPODIDAE
163150,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163152,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163155,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
163156,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163157,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163159,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE
163160,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE
163161,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163162,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
163163,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163164,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163165,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163166,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163167,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163168,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163170,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163171,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163172,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,STAUROTEUTHIDAE
163173,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163174,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163175,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163176,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163177,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE
163178,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE
163179,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CYCLOTEUTHIDAE
163180,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE
163181,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE
163182,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163183,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163184,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163185,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163186,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
163187,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE
163189,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163190,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
163192,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,PYROTEUTHIDAE
163194,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
163195,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163196,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE
163197,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE
163198,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE
163199,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163200,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163201,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE
163202,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE
163203,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE
