iucn_sid,kingdom,phylum,class,order,family
22698448,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22729706,ANIMALIA,CHORDATA,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
22698335,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22698350,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22710051,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE
22694856,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22697564,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22697568,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22697555,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22697561,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22721043,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CALCARIIDAE
22721046,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CALCARIIDAE
22697422,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22718770,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE
22718833,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE
22693727,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22693735,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22694086,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,PLUVIANIDAE
22693740,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22696596,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22696599,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22693749,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22696602,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22696606,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22693570,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,PLUVIANELLIDAE
22696628,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22696610,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22696589,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22680415,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22692792,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22692667,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22692687,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22692723,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22692680,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22692705,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22692708,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22713615,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CISTICOLIDAE
22728437,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698140,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698150,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698155,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698159,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697913,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697925,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697935,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697896,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697957,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697963,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697949,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697967,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697990,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697970,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697997,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697954,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697975,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698001,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698027,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698005,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697984,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698030,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698012,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697987,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698017,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698035,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698049,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698039,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698055,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698020,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698062,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698042,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698092,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698080,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698097,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698084,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22728442,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698088,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22728800,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698175,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698182,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698222,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22694903,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22698226,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698188,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698195,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698230,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698252,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698235,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698201,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698240,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698209,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698267,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698272,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698277,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698216,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698246,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22728432,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22698249,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22697755,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22697761,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22697758,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22705916,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE
22724326,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE
22724311,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE
22724323,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE
22692476,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22693717,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE
22693720,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE
22693712,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE
22736148,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,REMIZIDAE
22694476,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22693520,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ROSTRATULIDAE
22694497,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22735692,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ROSTRATULIDAE
22735810,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ROSTRATULIDAE
22694502,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694256,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694262,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22689032,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE
22680409,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680412,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680405,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22697810,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22697817,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22697822,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22697825,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
22693472,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22694240,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE
22694245,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE
22694537,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694542,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694552,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694251,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE
22694607,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694612,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694561,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694618,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694571,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694623,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694524,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694585,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694629,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694591,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694651,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694656,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694635,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694601,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694641,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694666,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694646,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694705,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694673,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22679836,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22694716,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694685,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694722,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694691,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694730,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694699,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694740,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22694750,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22710886,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE
22696683,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE
22696686,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE
22728990,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE
22736173,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE
22696694,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE
22696698,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE
22716971,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE
22716976,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE
22716984,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE
22694887,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22696545,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22694896,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22694899,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22696565,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
22712065,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE
22712068,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE
22680033,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22712071,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE
22680038,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22712077,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE
22680047,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680052,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22733311,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE
22680011,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680015,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680021,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680024,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22680029,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22720722,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE
22698375,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22698425,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22698388,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22697875,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22728328,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22698393,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22728349,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22728372,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22698398,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22729604,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22729609,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE
22693883,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22693899,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22731855,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22697516,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22697519,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE
22683399,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE
22683422,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE
22683368,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE
22683442,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE
22681885,ANIMALIA,CHORDATA,AVES,PICIFORMES,LYBIIDAE
22693220,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693225,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693231,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693207,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693235,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693211,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693216,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22716364,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE
22694841,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22694847,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE
22694021,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22693978,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22693949,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22693983,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22694038,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22694064,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22697641,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE
22694479,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22700052,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE
22693604,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,BURHINIDAE
22728621,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,BURHINIDAE
22729148,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE
22679896,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22679919,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22693289,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22693305,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22697369,ANIMALIA,CHORDATA,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
22693251,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22697888,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22693264,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22698485,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE
22693277,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE
22680130,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22694271,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22724178,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE
22735250,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE
62169677,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE
22728303,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22724836,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22724845,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22734194,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22724879,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
45354964,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE
22732425,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE
22725846,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE
22725856,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE
22725900,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MEROPIDAE
22725908,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MEROPIDAE
22725660,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE
22725672,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE
22726340,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE
22727471,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22727481,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22727487,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22735615,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22725033,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE
22727255,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE
22727265,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE
22727668,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE
22727677,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE
22727683,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE
22728182,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE
22727969,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE
22727746,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE
22728011,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22736135,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
22729692,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE
19128012,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE
19082979,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE
19379230,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE
21133207,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,ZENIONIDAE
18124015,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,DIRETMIDAE
42566169,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,AETOBATIDAE
21132444,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANTHIADIDAE
18179793,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRICHIURIDAE
21132672,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRICHIURIDAE
21132290,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCOPHIDAE
21132305,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCOPHIDAE
190176,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
190384,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE
190300,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18252616,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
21132825,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18252619,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18252629,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18252702,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18227119,ANIMALIA,CHORDATA,ACTINOPTERYGII,SACCOPHARYNGIFORMES,EURYPHARYNGIDAE
21132319,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POLYNEMIDAE
21132828,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18252718,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
21132679,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRICHIURIDAE
190223,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
18252849,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE
21132559,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANTHIADIDAE
