English_name,ISSCAAP_Group,Taxonomic_Code,Scientific_Name,Family,Order or higher taxa,,,,,
Savalai hairtail,34,1.52516E+11,Lepturacanthus savala,TRICHIURIDAE,SCOMBRIFORMES (SCOMBROIDEI),,,,,
Crested hairtail,34,1.52516E+11,Tentoriceps cristatus,TRICHIURIDAE,SCOMBRIFORMES (SCOMBROIDEI),,,,,
Pearly hairtail,34,1.52516E+11,Trichiurus auriga,TRICHIURIDAE,SCOMBRIFORMES (SCOMBROIDEI),,,,,
Largehead hairtail,34,1.52516E+11,Trichiurus lepturus,TRICHIURIDAE,SCOMBRIFORMES (SCOMBROIDEI),,,,,
Hairtails NEI,34,1525161046XX,Trichiurus spp,TRICHIURIDAE,SCOMBRIFORMES (SCOMBROIDEI),,,,,
"Hairtails, scabbardfishes NEI",34,1525161XXXXX,Trichiuridae,TRICHIURIDAE,SCOMBRIFORMES (SCOMBROIDEI),,,,,
Longfin icedevil,34,1.71514E+11,Aethotaxis mitopteryx,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Patagonian toothfish,34,1.71514E+11,Dissostichus eleginoides,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Antarctic toothfish,34,1.71514E+11,Dissostichus mawsoni,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Antarctic toothfishes NEI,34,1715141018XX,Dissostichus spp,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Naked-head toothfish,34,1.71514E+11,Gvozdarus svetovidovi,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Patagonian rockcod,34,1.71514E+11,Patagonotothen brevicauda,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Yellowfin notothen,34,1.71514E+11,Patagonotothen guntheri,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Longtail Southern cod,34,1.71514E+11,Patagonotothen ramsayi,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71514E+11,Patagonotothen tessellata,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Patagonotothen NEI,34,1715141058XX,Patagonotothen spp,NOTOTHENIIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Artedidraco glareobarbatus,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Artedidraco mirus,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Artedidraco orianae,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Artedidraco shackletoni,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1715151010XX,Artedidraco spp,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Dolloidraco longedorsalis,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Antarctic spiny plunderfish,34,1.71515E+11,Harpagifer antarcticus,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Magellan plunderfish,34,1.71515E+11,Harpagifer bispinis,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
S. Georgia spiny plunderfish,34,1.71515E+11,Harpagifer georgianus,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Histiodraco velifer,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Neodraco lonnbergi,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Neodraco skottsbergi,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne albipinna,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne barsukovi,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne cerebropogon,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne dewitti,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne immaculata,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne lanceobarbata,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne macropogon,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Marbled plunderfish,34,1.71515E+11,Pogonophryne marmorata,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne mentella,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Plunderfish,34,1.71515E+11,Pogonophryne permitini,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne scotti,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71515E+11,Pogonophryne ventrimaculata,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1715151034XX,Pogonophryne spp,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Spiny plunderfishes NEI,34,1715151XXXXX,Harpagiferidae,HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Barbeled plunderfishes NEI,34,1715151XXXXX001,Harpagiferidae (=Artedidraconidae),HARPAGIFERIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Acanthodraco dewitti,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Akarotaxis nudiceps,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Bathydraco antarcticus,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Bathydraco macrolepis,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Deep-water dragon,34,1.71516E+11,Bathydraco marri,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Bathydraco scotiae,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Mawson's dragonfish,34,1.71516E+11,Cygnodraco mawsoni,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Gerlachea australis,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Ploughfish,34,1.71516E+11,Gymnodraco acuticeps,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Parachaenichthys charcoti,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Parachaenichthys georgianus,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1715161038XX,Parachaenichthys spp,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Prionodraco evansii,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Psilodraco breviceps,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Racovitzia glacialis,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71516E+11,Vomeridens infuscipinnis,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Dragonfishes NEI,34,1715161XXXXX,Bathydraconidae,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Blackfin icefish,34,1.71517E+11,Chaenocephalus aceratus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Spiny icefish,34,1.71517E+11,Chaenodraco wilsoni,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Pike icefish,34,1.71517E+11,Champsocephalus esox,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Mackerel icefish,34,1.71517E+11,Champsocephalus gunnari,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Unicorn icefish,34,1.71517E+11,Channichthys rhinoceratus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1715171026XX,Channichthys spp,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71517E+11,Chionobathyscus dewitti,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71517E+11,Chionodraco hamatus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Myers' icefish,34,1.71517E+11,Chionodraco myersi,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Ocellated icefish,34,1.71517E+11,Chionodraco rastrospinosus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71517E+11,Dacodraco hunteri,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Jonah's icefish,34,1.71517E+11,Neopagetopsis ionah,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Long-fingered icefish,34,1.71517E+11,Pagetodes antarcticus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71517E+11,Pagetodes atkinsoni,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1715171046XX,Pagetodes spp,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71517E+11,Pagetopsis macropterus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.71517E+11,Pagetopsis maculata,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1715171050XX,Pagetopsis spp,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
South Georgia icefish,34,1.71517E+11,Pseudochaenichthys georgianus,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
Crocodile icefishes NEI,34,1715171XXXXX,Channichthyidae,CHANNICHTHYIDAE,PERCIFORMES (NOTOTHENIOIDEI),,,,,
NA,34,1.72519E+11,Hoplichthys acanthopleurus,HOPLICHTHYIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1725191010XX,Hoplichthys spp,HOPLICHTHYIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Shortfin searobin,34,1.7252E+11,Bellator brachychir,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Naked-belly searobin,34,1.7252E+11,Bellator gymnostethus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Barred searobin,34,1.7252E+11,Bellator loxias,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Cape gurnard,34,1.7252E+11,Chelidonichthys capensis,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Red gurnard,34,1.7252E+11,Chelidonichthys cuculus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Gabon gurnard,34,1.7252E+11,Chelidonichthys gabonensis,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Bluefin gurnard,34,1.7252E+11,Chelidonichthys kumu,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Streaked gurnard,34,1.7252E+11,Chelidonichthys lastoviza,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Tub gurnard,34,1.7252E+11,Chelidonichthys lucerna,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Longfin gurnard,34,1.7252E+11,Chelidonichthys obscurus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Lesser gurnard,34,1.7252E+11,Chelidonichthys queketti,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Spiny red gurnard,34,1.7252E+11,Chelidonichthys spinosus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Indo-Pacific gurnards,34,1725201014XX,Chelidonichthys spp,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Grey gurnard,34,1.7252E+11,Eutrigla gurnardus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Gargariscus prionocephalus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Heminodus philippinus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Bullhorn gurnard,34,1.7252E+11,Lepidotrigla bispinosa,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Scaly gurnard,34,1.7252E+11,Lepidotrigla brachyoptera,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Scalebreast gurnard,34,1.7252E+11,Lepidotrigla cadmani,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Carol's gurnard,34,1.7252E+11,Lepidotrigla carolae,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Large-scaled gurnard,34,1.7252E+11,Lepidotrigla cavillone,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Spiny gurnard,34,1.7252E+11,Lepidotrigla dieuzeidei,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Scalybreast gurnard,34,1.7252E+11,Lepidotrigla faurei,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Lepidotrigla microptera,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Butterfly gurnard,34,1.7252E+11,Lepidotrigla vanessa,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Large-scaled gurnards NEI,34,1725201030XX,Lepidotrigla spp,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
African armoured searobin,34,1.7252E+11,Peristedion cataphractum,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Armoured gurnard,34,1.7252E+11,Peristedion liorhynchus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Peristedion longispatha,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Peristedion weberi,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Spiny searobin,34,1.7252E+11,Prionotus alatus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Whitesnout searobin,34,1.7252E+11,Prionotus albirostris,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Two-beaked searobin,34,1.7252E+11,Prionotus birostratus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Northern searobin,34,1.7252E+11,Prionotus carolinus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Red searobin,34,1.7252E+11,Prionotus nudigula,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Mexican searobin,34,1.7252E+11,Prionotus paralatus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Bluewing searobin,34,1.7252E+11,Prionotus punctatus,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Common searobin,34,1.7252E+11,Prionotus ruscarius,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Lumptail searobin,34,1.7252E+11,Prionotus stephanophrys,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Atlantic searobins,34,1725201038XX,Prionotus spp,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Pterygotrigla guezei,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Spotted gurnard,34,1.7252E+11,Pterygotrigla picta,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Latchet(=Sharpbeak gurnard),34,1.7252E+11,Pterygotrigla polyommata,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Satyrichthys laticeps,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Robust armoured-gurnard,34,1.7252E+11,Satyrichthys welchi,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.7252E+11,Scalicus hians,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Piper gurnard,34,1.7252E+11,Trigla lyra,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Gurnards NEI,34,1725201054XX,Trigla spp,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
"Gurnards, searobins NEI",34,1725201XXXXX,Triglidae,TRIGLIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72521E+11,Bembras japonica,BEMBRIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72521E+11,Parabembras curta,BEMBRIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72522E+11,Perryena leucometopon,SYNANCEIIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72523E+11,Maxillicosta raoulensis,NEOSEBASTIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Orange-banded scorpionfish,34,1.72523E+11,Neosebastes entaxis,NEOSEBASTIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72524E+11,Bembradium roseum,PLECTROGENIIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72524E+11,Plectrogenium barsukovi,PLECTROGENIIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Adelosebastes latens,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Brachypterois serrulata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Hawaiian lionfish,34,1.72525E+11,Dendrochirus barberi,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Twospot turkeyfish,34,1.72525E+11,Dendrochirus biocellatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Shortfin turkeyfish,34,1.72525E+11,Dendrochirus brachypterus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Zebra turkeyfish,34,1.72525E+11,Dendrochirus zebra,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Ebosia bleekeri,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1725251026XX,Ebosia spp,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Midwater scorpionfish,34,1.72525E+11,Ectreposebastes imus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Helicolenus barathri,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Blackbelly rosefish,34,1.72525E+11,Helicolenus dactylopterus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Helicolenus lengerichi,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Rosefish,34,1.72525E+11,Helicolenus mouchezi,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Red gurnard perch,34,1.72525E+11,Helicolenus percoides,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Rosefishes NEI,34,1725251034XX,Helicolenus spp,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Hoplosebastes armatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Hozukius emblemarius,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Idiastion kyphos,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Decoy scorpionfish,34,1.72525E+11,Iracundus signifer,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Lioscorpius longiceps,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Neomerinthe amplisquamiceps,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Neoscorpaena nielseni,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Blackfoot firefish,34,1.72525E+11,Parapterois heterurus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Parascorpaena aurita,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Phenacoscorpius adenensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Ghanean rockfish,34,1.72525E+11,Pontinus accraensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Pontinus furcirhinus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Offshore rockfish,34,1.72525E+11,Pontinus kuhlii,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Speckled deepwat. scorpionfish,34,1.72525E+11,Pontinus leda,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Large-headed scorpionfish,34,1.72525E+11,Pontinus macrocephalus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
S.Helena deepwat. scorpionfish,34,1.72525E+11,Pontinus nigropunctatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Speckled scorpionfish,34,1.72525E+11,Pontinus sierra,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1725251078XX,Pontinus spp,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Pteroidichthys amboinensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Broadbarred firefish,34,1.72525E+11,Pterois antennata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Devil firefish,34,1.72525E+11,Pterois miles,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Radial firefish,34,1.72525E+11,Pterois radiata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Plaintail turkeyfish,34,1.72525E+11,Pterois russelii,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Hawaiian turkeyfish,34,1.72525E+11,Pterois sphex,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Red lionfish,34,1.72525E+11,Pterois volitans,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Rhinopias aphanes,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Angola rockfish,34,1.72525E+11,Scorpaena angolensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Barbfish,34,1.72525E+11,Scorpaena brasiliensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Slender rockfish,34,1.72525E+11,Scorpaena elongata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Plumed scorpionfish,34,1.72525E+11,Scorpaena grandicornis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
California scorpionfish,34,1.72525E+11,Scorpaena guttata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Player scorpionfish,34,1.72525E+11,Scorpaena histrio,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Senegalese rockfish,34,1.72525E+11,Scorpaena laevis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Cadenat's rockfish,34,1.72525E+11,Scorpaena loppei,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Madeira rockfish,34,1.72525E+11,Scorpaena maderensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Stone scorpionfish,34,1.72525E+11,Scorpaena mystes,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Small red scorpionfish,34,1.72525E+11,Scorpaena notata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Pacific spotted scorpionfish,34,1.72525E+11,Scorpaena plumieri,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Black scorpionfish,34,1.72525E+11,Scorpaena porcus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Red scorpionfish,34,1.72525E+11,Scorpaena scrofa,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Sonora scorpionfish,34,1.72525E+11,Scorpaena sonorae,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Spotted-fin rockfish,34,1.72525E+11,Scorpaena stephanica,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
"Scorpionfishes, rockfishes NEI",34,1725251094XX,Scorpaena spp,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Scorpaenodes africanus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
African spotted scorpionfish,34,1.72525E+11,Scorpaenodes elongatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Scorpaenodes muciparus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Lowfin scorpionfish,34,1.72525E+11,Scorpaenodes parvipinnis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Bearded scorpionfish,34,1.72525E+11,Scorpaenopsis barbata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Jenkin's scorpionfish,34,1.72525E+11,Scorpaenopsis cacopsis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Weedy stingfish,34,1.72525E+11,Scorpaenopsis cirrosa,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Humpbacked scorpionfish,34,1.72525E+11,Scorpaenopsis gibbosa,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Whiteblotched scorpionfish,34,1.72525E+11,Scorpaenopsis lactomaculata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Raggy scorpionfish,34,1.72525E+11,Scorpaenopsis venosa,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Spotfin scorpionfish,34,1.72525E+11,Sebastapistes ballieui,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
