iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category
49145820,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Atractoscion,Atractoscion aequidens,NA,VU
49184722,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ORCHIDALES,ORCHIDACEAE,Cypripedium,Cypripedium froschii,NA,CR
49186649,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Miracorvina,Miracorvina angolensis,NA,LC
49188668,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pentheroscion,Pentheroscion mbizi,NA,NT
49196213,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BIGNONIACEAE,Spathodea,Spathodea campanulata,NA,LC
49217539,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pseudotolithus,Pseudotolithus elongatus,NA,LC
49217590,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pseudotolithus,Pseudotolithus epipercus,NA,LC
49217654,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pseudotolithus,Pseudotolithus moorii,NA,LC
49217798,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pseudotolithus,Pseudotolithus senegalensis,NA,EN
49217962,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pseudotolithus,Pseudotolithus senegallus,NA,VU
49218074,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pseudotolithus,Pseudotolithus typus,NA,LC
49218151,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pteroscion,Pteroscion peli,NA,LC
49218712,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Umbrina,Umbrina steindachneri,NA,DD
49254236,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthemis,Orthemis teres,NA,DD
49254237,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore derivata,NA,LC
49254238,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Macrothemis,Macrothemis imitans,NA,LC
49254239,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythrodiplax,Erythrodiplax umbrata,NA,LC
49254242,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Phyllocycla,Phyllocycla titschacki,NA,LC
49254243,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Mnesarete,Mnesarete marginata,NA,DD
49254248,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Oreiallagma,Oreiallagma acutum,NA,LC
49254249,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Peruviogomphus,Peruviogomphus moyobambus,NA,LC
49254253,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Gynacantha,Gynacantha remartinia,NA,DD
49254255,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Ormenophlebia,Ormenophlebia rollinati,NA,DD
49254256,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Hetaerina,Hetaerina duplex,NA,LC
49254262,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Schistolobos,Schistolobos boliviensis,NA,LC
49254263,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora terminalis,NA,LC
49254265,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Euthore,Euthore leroii,NA,DD
49254266,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Epigomphus,Epigomphus pechumani,NA,DD
49254268,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore concinna,NA,LC
49254273,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora lugubris,NA,VU
49254278,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora dualis,NA,DD
49254281,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mesamphiagrion,Mesamphiagrion dunklei,NA,DD
49254286,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore victoria,NA,LC
49254287,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Gynacantha,Gynacantha mexicana,NA,LC
49254289,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Micrathyria,Micrathyria sympriona,NA,LC
49254292,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthemis,Orthemis sulphurata,NA,LC
49254294,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Drepanoneura,Drepanoneura peruviensis,NA,LC
49254301,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Archaeopodagrion,Archaeopodagrion bicorne,NA,LC
49254304,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Mnesarete,Mnesarete drepane,NA,LC
49254309,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia dives,NA,LC
49254311,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion yunka,NA,LC
49254314,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Ormenophlebia,Ormenophlebia saltuum,NA,LC
49254316,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Protoneura,Protoneura macintyrei,NA,NT
49254318,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Aphylla,Aphylla silvatica,NA,DD
49254321,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Telebasis,Telebasis farcimentum,NA,VU
49254323,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema apicalis,NA,DD
49254326,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion mercenarium,NA,LC
49254327,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PERILESTIDAE,Perissolestes,Perissolestes remus,NA,CR
49254328,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Epigomphus,Epigomphus gibberosus,NA,DD
49254329,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia infrequentula,NA,LC
49254331,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Amazoneura,Amazoneura westfalli,NA,LC
49254336,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia raphaella,NA,DD
49254343,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Drepanoneura,Drepanoneura tennesseni,NA,LC
49254344,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Phoenicagrion,Phoenicagrion paulsoni,NA,LC
49254347,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Mnesarete,Mnesarete ephippium,NA,LC
49254351,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Acanthagrion,Acanthagrion williamsoni,NA,EN
49254353,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Triacanthagyna,Triacanthagyna williamsoni,NA,LC
49254354,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia iquita,NA,DD
49254355,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia ebona,NA,DD
49254356,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema croceicauda,NA,CR
49254359,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,Ischnura mahechai,NA,DD
49254364,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Hetaerina,Hetaerina flavipennis,NA,LC
49254367,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora klenei,NA,LC
49254369,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Rhionaeschna,Rhionaeschna intricata,NA,LC
49254371,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia peruviana,NA,DD
49254375,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia elisabeta,NA,LC
49254379,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Enallagma,Enallagma civile,NA,LC
49254390,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Tauriphila,Tauriphila australis,NA,LC
49254394,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthemis,Orthemis discolor,NA,LC
49254396,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Castoraeschna,Castoraeschna coronata,NA,DD
49254398,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia monotis,NA,EN
49254400,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Gynacantha,Gynacantha bartai,NA,DD
49254402,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion eretes,NA,LC
49254403,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Drepanoneura,Drepanoneura muzoni,NA,LC
49254407,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore ornata,NA,LC
49254409,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Leptobasis,Leptobasis mauffrayi,NA,LC
49254410,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Heteragrion,Heteragrion aequatoriale,NA,LC
49254412,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia cristalina,NA,VU
49254417,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythrodiplax,Erythrodiplax fervida,NA,LC
49254418,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Coryphaeschna,Coryphaeschna viriditas,NA,LC
49254420,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Perigomphus,Perigomphus angularis,NA,DD
49254421,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Brachymesia,Brachymesia furcata,NA,LC
49254424,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion setigerum,NA,LC
49254425,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Coryphaeschna,Coryphaeschna huaorania,NA,LC
49254428,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Euthore,Euthore inlactea,NA,DD
49254429,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema azupizui,NA,DD
49254430,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion muzanum,NA,DD
49254435,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema martini,NA,DD
49254438,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora munda,NA,DD
49254453,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore boliviana,NA,LC
49254455,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia mangosisa,NA,LC
49254456,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythrodiplax,Erythrodiplax fusca,NA,LC
49254457,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion nebulosum,NA,LC
49254458,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion chinchaysuyum,NA,LC
49254459,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,Ischnura cyane,NA,LC
49254460,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Drepanoneura,Drepanoneura flinti,NA,LC
49254462,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion waynu,NA,DD
49254464,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Tholymis,Tholymis citrina,NA,LC
49254468,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Heteragrion,Heteragrion bickorum,NA,LC
49254469,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Phyllocycla,Phyllocycla hespera,NA,LC
49254471,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Tuberculobasis,Tuberculobasis cardinalis,NA,LC
49254481,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Enallagma,Enallagma novaehispaniae,NA,LC
49254482,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia mishuyaca,NA,DD
49254483,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Triacanthagyna,Triacanthagyna septima,NA,LC
49254487,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia berenice,NA,DD
49254490,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia fraudatricula,NA,DD
49254495,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,Ischnura rufovittata,NA,DD
49254497,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore mutata,NA,LC
49254498,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion temporale,NA,VU
49254499,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema peruviana,NA,DD
49254503,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mecistogaster,Mecistogaster martinezi,NA,DD
49254504,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore manua,NA,LC
49254511,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Archilestes,Archilestes chocoanus,NA,DD
49254517,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Mnesarete,Mnesarete devillei,NA,LC
49254523,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,Ischnura cruzi,NA,LC
49254524,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora irene,NA,LC
49254526,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema abbreviata,NA,LC
49254527,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Peruviogomphus,Peruviogomphus pearsoni,NA,LC
49254528,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion schiessi,NA,LC
49254530,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Archaeopodagrion,Archaeopodagrion armatum,NA,LC
49254536,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Drepanoneura,Drepanoneura loutoni,NA,LC
49254543,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion caquetanum,NA,LC
49254544,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Oligoclada,Oligoclada teretidentis,NA,LC
49254548,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Phyllogomphoides,Phyllogomphoides aculeus,NA,DD
49254550,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,Lestes tenuatus,NA,LC
49254556,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Phyllogomphoides,Phyllogomphoides lieftincki,NA,LC
49254561,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Drepanoneura,Drepanoneura donnellyi,NA,EN
49254563,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Uracis,Uracis reducta,NA,DD
49254565,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Telebasis,Telebasis flammeola,NA,EN
49254575,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Brechmorhoga,Brechmorhoga praecox,NA,LC
49254576,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Progomphus,Progomphus delicatus,NA,DD
49254577,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion croizati,NA,LC
49254582,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Brechmorhoga,Brechmorhoga pertinax,NA,LC
49254585,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia kokama,NA,LC
49254590,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Telebasis,Telebasis watsoni,NA,DD
49254594,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Aphylla,Aphylla boliviana,NA,LC
49254595,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion depressum,NA,LC
49254596,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mesamphiagrion,Mesamphiagrion ecuatoriale,NA,DD
49254602,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora modesta,NA,DD
49254603,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythrodiplax,Erythrodiplax ines,NA,LC
49254604,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora jocosa,NA,LC
49254605,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mesamphiagrion,Mesamphiagrion demarmelsi,NA,EN
49254606,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Hetaerina,Hetaerina aurora,NA,LC
49254609,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Heteropodagrion,Heteropodagrion croizati,NA,LC
49254610,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Acanthagrion,Acanthagrion yungarum,NA,LC
49254612,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Epigomphus,Epigomphus occipitalis,NA,DD
49254613,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia schmidti,NA,DD
49254614,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Micrathyria,Micrathyria didyma,NA,LC
49254615,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Tramea,Tramea binotata,NA,LC
49254623,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore williamsoni,NA,DD
49254628,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Epigomphus,Epigomphus llama,NA,DD
49254635,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Oxyagrion,Oxyagrion hermosae,NA,DD
49254636,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion vallenatum,NA,NT
49254640,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Teinopodagrion,Teinopodagrion decipiens,NA,LC
49254643,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Anax,Anax amazili,NA,LC
49254651,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,Ischnura chingaza,NA,LC
49254654,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthemis,Orthemis tambopatae,NA,LC
49254655,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mesamphiagrion,Mesamphiagrion ovigerum,NA,VU
49254659,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia helena,NA,NT
49254660,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Homeoura,Homeoura sobrina,NA,DD
49254661,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia compressa,NA,DD
49254663,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Heteragrion,Heteragrion peregrinum,NA,CR
49254665,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Phyllogomphoides,Phyllogomphoides camposi,NA,DD
49254666,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mesamphiagrion,Mesamphiagrion risi,NA,LC
49254670,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia minteri,NA,LC
49254671,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora parda,NA,DD
49254680,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Rhionaeschna,Rhionaeschna psilus,NA,LC
49254681,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Protallagma,Protallagma hoffmanni,NA,NT
49254682,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema edmondi,NA,CR
49254683,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Telebasis,Telebasis brevis,NA,LC
49254684,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Polythore,Polythore spaeteri,NA,LC
49254685,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora confusa,NA,DD
49254686,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia umbrosa,NA,DD
49254688,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Mesamphiagrion,Mesamphiagrion occultum,NA,LC
49254689,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Progomphus,Progomphus montanus,NA,LC
49254692,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Oreiallagma,Oreiallagma quadricolor,NA,LC
49254693,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia gerhardi,NA,LC
49254694,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythemis,Erythemis attala,NA,LC
49254698,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Tauriphila,Tauriphila argo,NA,LC
49254699,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Micrathyria,Micrathyria aequalis,NA,LC
49254700,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Oreiallagma,Oreiallagma oreas,NA,LC
49254701,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Heteragrion,Heteragrion cooki,NA,LC
49254703,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Cora,Cora chiribiquete,NA,DD
49254705,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PERILESTIDAE,Perissolestes,Perissolestes castor,NA,DD
49254707,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Metaleptobasis,Metaleptobasis knopfi,NA,LC
49254708,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Palaemnema,Palaemnema brucelli,NA,LC
49254713,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Philogenia,Philogenia macuma,NA,LC
49254715,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,Ischnura indivisa,NA,DD
49254717,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,Argia rosseri,NA,NT
49254718,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Epipleoneura,Epipleoneura protostictoides,NA,DD
49254720,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythrodiplax,Erythrodiplax funerea,NA,LC
49254721,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Acanthagrion,Acanthagrion obsoletum,NA,LC
49254723,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Tramea,Tramea abdominalis,NA,LC
49254724,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Denticulobasis,Denticulobasis dunklei,NA,LC
49254727,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,POLYTHORIDAE,Miocora,Miocora pellucida,NA,DD
49254729,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Erythemis,Erythemis peruviana,NA,LC
49254731,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Oreiallagma,Oreiallagma prothoracicum,NA,DD
49254732,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Progomphus,Progomphus nervis,NA,DD
49254733,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Metaleptobasis,Metaleptobasis gibbosa,NA,CR
49380186,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,Boophis andrangoloaka,NA,EN
49380377,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,Boophis rhodoscelis,NA,EN
